G1,G2,G3,school_C,sex_C,age_C,address_C,famsize_C,Pstatus_C,Medu_C,Fedu_C,Mjob_C,Fjob_C,reason_C,guardian_C,traveltime_C,studytime_C,failures_C,schoolsup_C,famsup_C,paid_C,activities_C,nursery_C,higher_C,internet_C,romantic_C,famrel_C,freetime_C,goout_C,Dalc_C,Walc_C,health_C,absences_C,G1_C,G2_C,G3_C,rank
10,5,20,1,1,0,0,1,1,3,1,1,2,2,2,1,4,3,1,0,1,1,1,0,0,1,1,2,4,5,3,1,2,0,0,2,16.0
3,9,20,0,0,1,0,1,0,3,3,2,2,1,1,4,2,3,1,0,1,1,0,1,0,0,1,5,5,5,3,5,2,3,2,1,17.0
9,15,20,1,0,0,1,0,1,3,0,4,2,1,2,4,4,1,1,1,0,0,1,1,0,1,2,1,5,1,3,5,2,0,3,2,18.0
8,11,20,0,1,0,0,1,0,4,3,2,3,0,1,4,1,3,1,0,0,0,1,0,0,0,5,5,5,1,5,3,1,3,3,0,19.0
12,13,20,1,0,0,1,0,1,3,3,2,1,0,2,2,3,2,1,1,1,1,0,0,1,1,5,4,3,3,2,5,1,0,3,0,20.0
17,10,20,1,0,1,0,1,1,3,1,1,1,3,2,2,4,1,0,1,1,1,1,1,1,1,5,3,5,2,5,5,2,3,1,0,21.0
15,17,20,1,1,0,1,0,0,1,3,3,3,2,1,1,4,3,1,1,1,1,0,1,1,1,5,4,4,3,5,2,1,2,3,0,22.0
6,13,20,1,1,1,1,1,1,1,0,3,2,0,0,3,4,2,1,1,0,0,0,0,0,0,2,5,2,4,1,2,1,2,1,2,23.0
13,15,20,0,1,0,1,1,1,1,4,0,0,3,1,4,2,1,1,1,0,1,1,1,0,1,3,5,1,4,3,5,0,2,1,0,24.0
10,4,20,0,0,1,1,0,1,3,3,2,3,3,1,2,1,3,0,1,1,1,1,0,1,0,4,5,4,2,3,2,2,1,0,2,25.0
9,13,20,0,0,1,0,1,0,2,0,2,2,3,2,4,3,1,0,0,1,1,0,0,1,0,3,2,5,5,2,2,2,2,2,3,26.0
18,6,20,1,0,0,1,0,0,0,2,3,1,0,2,3,1,1,1,1,1,0,1,0,1,1,2,5,3,2,3,2,0,3,2,3,27.0
4,2,20,0,0,0,1,1,1,3,1,0,3,3,1,2,2,2,1,1,1,1,0,0,1,1,3,4,4,5,3,1,0,2,0,3,28.0
13,7,20,0,1,1,0,1,0,3,2,3,1,3,1,4,4,3,1,1,0,0,0,0,1,1,2,5,2,5,1,1,0,3,1,3,29.0
9,8,20,1,1,1,1,1,0,1,0,2,1,3,0,4,3,0,1,1,1,1,0,1,1,0,5,5,5,5,2,1,2,0,3,3,30.0
18,19,20,1,0,1,1,0,1,1,3,3,1,3,0,2,2,0,1,0,1,0,1,0,0,1,1,1,2,5,3,1,1,1,3,1,31.0
19,14,20,0,0,1,0,1,1,3,0,1,4,1,0,1,3,2,0,0,1,0,1,0,0,1,1,3,5,4,2,5,2,3,0,1,32.0
15,5,20,1,1,1,1,0,0,2,2,1,4,3,1,1,3,1,0,1,0,0,0,1,0,0,3,2,2,4,3,5,1,0,0,1,33.0
16,18,19,0,0,0,0,0,1,3,2,2,4,0,0,1,2,0,1,0,0,1,0,0,0,1,4,2,2,1,1,1,0,3,3,3,34.0
18,19,19,0,0,0,0,0,1,4,4,0,0,2,0,1,1,0,1,1,1,0,0,0,0,1,5,5,3,1,1,4,0,3,3,3,35.0
18,19,19,0,0,0,0,0,0,4,2,0,4,2,0,1,1,0,1,1,1,1,0,0,0,1,3,5,2,1,1,3,0,3,3,3,36.0
18,18,19,0,1,0,0,1,0,2,2,3,3,3,0,1,3,0,1,0,0,1,0,0,0,1,4,3,3,1,2,2,0,3,3,3,37.0
19,18,19,1,1,0,1,0,0,4,4,4,4,1,0,2,3,0,1,1,1,1,0,0,0,1,5,4,4,1,1,1,0,3,3,3,38.0
13,13,19,1,1,0,1,1,1,4,3,1,2,0,1,2,1,2,0,0,1,1,0,0,0,1,2,1,5,4,3,2,2,1,3,1,39.0
5,15,19,0,1,0,0,1,0,2,4,1,3,2,2,1,1,2,1,1,0,0,0,1,0,1,2,1,2,2,1,2,0,1,1,0,40.0
4,0,19,1,0,0,0,1,1,3,2,4,0,3,0,1,2,3,1,0,1,0,0,0,0,1,1,2,4,1,5,4,2,2,3,1,41.0
12,17,19,1,0,0,0,1,1,0,2,3,1,3,1,1,4,3,1,0,0,1,0,1,1,1,1,1,3,5,3,4,0,0,2,0,42.0
3,1,19,1,0,1,0,1,1,4,3,2,2,3,2,1,4,3,1,0,1,1,1,0,1,1,1,3,2,4,4,2,2,1,3,3,43.0
9,9,19,1,1,1,1,1,0,1,0,0,1,0,2,3,2,0,1,1,1,0,0,1,1,0,5,1,5,4,2,5,2,3,3,0,44.0
10,14,19,1,0,0,1,0,0,3,2,1,3,0,2,3,4,3,1,1,0,1,0,1,1,0,4,4,2,5,2,5,1,1,3,1,45.0
16,15,19,1,1,1,0,0,0,4,4,1,4,2,1,4,2,3,1,1,0,0,0,1,0,0,1,3,4,2,3,5,2,3,2,3,46.0
18,0,19,1,1,1,0,1,0,0,4,1,3,1,2,2,1,0,0,1,1,0,0,0,1,1,5,3,2,3,5,4,0,0,0,2,47.0
17,14,19,1,0,0,1,1,1,2,0,3,2,3,0,3,3,3,1,1,0,1,0,1,1,0,4,1,1,4,3,1,2,0,3,2,48.0
10,13,19,1,1,0,1,0,0,2,4,4,1,1,1,4,1,3,1,0,0,0,0,0,0,1,5,1,5,5,5,3,1,1,2,1,49.0
7,6,19,0,0,0,0,1,1,4,3,3,4,2,0,4,4,0,0,1,1,0,0,1,0,0,1,4,3,5,3,3,1,1,0,1,50.0
9,18,19,0,1,0,0,0,1,2,1,2,1,3,2,1,1,3,1,0,1,0,0,1,0,1,5,5,1,3,1,3,0,0,2,0,51.0
19,3,19,1,1,1,0,0,0,3,0,2,2,2,0,4,4,3,0,1,0,1,0,0,1,0,4,1,2,5,5,1,0,3,3,1,52.0
9,6,19,0,0,0,0,0,1,1,1,3,4,1,2,3,4,0,0,1,0,1,1,1,0,0,5,5,2,2,1,5,0,1,2,1,53.0
17,15,19,0,0,1,0,0,1,1,1,0,3,2,1,3,3,1,0,0,1,0,0,0,1,1,2,4,2,2,2,5,1,2,3,2,54.0
19,8,19,1,0,0,1,1,1,4,1,1,3,1,1,4,1,3,0,1,1,1,0,1,1,0,3,2,4,3,1,1,1,1,3,1,55.0
16,15,19,0,0,0,0,0,1,2,3,1,4,3,1,4,1,2,1,1,1,0,1,0,0,1,5,2,2,1,1,3,2,3,1,2,56.0
12,2,19,1,0,1,0,1,0,2,4,0,2,0,2,3,3,1,1,0,1,0,1,0,1,0,4,3,3,2,1,5,2,2,1,0,57.0
17,18,19,0,1,0,0,1,1,4,4,2,3,0,1,1,3,3,0,0,0,0,1,0,1,1,1,2,5,2,5,2,1,2,1,0,58.0
19,7,19,0,1,0,1,1,0,3,0,1,4,2,0,3,4,0,1,0,1,1,1,0,0,1,5,1,5,5,1,1,0,1,3,0,59.0
4,11,19,0,0,0,1,0,1,1,2,0,3,1,1,3,2,2,1,0,1,1,1,1,0,1,2,4,1,5,2,2,2,0,1,3,60.0
7,9,19,0,1,0,0,0,0,2,1,3,4,1,1,3,3,3,0,0,1,0,0,1,0,1,4,1,2,3,5,3,1,2,1,1,61.0
7,2,19,0,0,0,1,0,0,1,4,1,0,3,2,2,3,2,0,1,1,0,1,0,1,1,1,2,3,3,5,5,2,3,1,1,62.0
4,16,19,1,1,0,1,1,1,0,4,2,4,1,2,3,1,3,0,0,0,1,0,1,1,1,2,3,5,5,4,3,1,2,0,2,63.0
15,16,18,0,0,0,0,0,0,4,3,0,2,0,0,1,3,0,1,0,1,0,0,0,0,1,5,4,3,1,1,4,0,2,3,3,64.0
19,18,18,0,0,0,0,1,0,4,4,2,0,2,1,1,2,0,1,0,1,0,0,0,0,1,4,3,3,1,1,5,0,3,3,3,65.0
16,17,18,0,1,0,0,1,0,4,3,2,4,1,0,1,1,0,1,1,0,0,0,0,0,1,4,5,5,1,3,1,0,3,3,3,66.0
16,18,18,0,0,0,0,1,1,3,4,2,4,2,0,1,2,0,1,0,0,0,0,0,0,1,5,4,4,1,1,1,0,3,3,3,67.0
16,18,18,0,0,0,0,1,0,3,3,2,4,0,1,1,3,0,1,0,1,0,0,0,0,1,5,3,3,1,1,5,0,3,3,3,68.0
18,18,18,0,0,0,1,1,0,4,4,0,0,2,0,1,1,0,1,1,0,0,0,0,0,1,3,5,5,2,5,4,0,3,3,3,69.0
18,18,18,0,1,0,0,1,0,4,4,2,0,0,0,2,1,1,1,0,1,1,0,0,0,1,4,2,4,2,3,2,0,3,3,3,70.0
18,18,18,0,0,0,0,1,0,2,1,4,4,2,0,3,1,0,1,1,1,1,0,0,0,1,4,3,3,1,1,4,0,3,3,3,71.0
17,18,18,0,1,0,0,1,0,4,3,2,4,0,1,1,2,0,1,0,0,1,0,0,0,0,3,1,2,1,3,2,0,3,3,3,72.0
18,18,18,0,1,0,1,0,0,3,1,2,4,1,0,2,4,0,1,0,0,1,0,0,1,1,3,1,2,1,1,3,0,3,3,3,73.0
17,17,18,0,1,0,0,1,0,3,2,1,1,1,1,1,4,0,1,0,0,0,1,0,0,1,5,2,2,1,2,5,0,3,3,3,74.0
17,18,18,0,0,1,0,1,1,3,2,2,4,2,2,1,1,0,1,1,1,0,0,0,1,1,5,5,3,1,1,5,0,3,3,3,75.0
5,7,18,0,0,1,0,0,1,2,0,4,2,2,1,4,2,3,1,0,0,1,1,1,1,1,4,2,3,1,2,1,1,1,1,2,76.0
19,16,18,1,0,1,0,0,1,1,4,3,3,2,1,2,3,2,1,0,1,1,1,0,0,0,1,4,4,3,4,2,2,2,0,0,77.0
12,7,18,0,0,1,0,1,0,3,4,4,0,2,1,1,4,2,0,1,1,1,0,1,1,1,1,4,5,5,5,3,0,1,2,2,78.0
17,6,18,0,1,1,1,1,0,1,1,1,0,2,2,3,4,3,0,0,1,1,1,0,1,0,4,4,4,5,2,5,1,3,2,1,79.0
5,11,18,1,1,1,0,0,0,0,0,2,0,2,1,2,1,0,0,1,1,1,0,1,1,1,4,5,2,3,1,5,0,1,1,1,80.0
14,13,18,0,0,1,1,0,0,2,3,4,1,1,0,4,4,2,0,1,1,0,0,1,1,0,5,5,5,2,2,2,1,1,3,3,81.0
18,19,18,0,1,1,0,0,1,1,0,3,3,0,0,3,1,0,0,0,0,0,1,0,0,1,5,5,4,3,2,3,0,3,3,0,82.0
6,18,18,1,0,1,1,0,0,0,0,3,4,0,0,4,2,3,1,0,0,1,1,1,1,1,4,2,3,4,2,3,2,0,2,3,83.0
10,19,18,0,1,0,1,0,1,2,3,4,3,3,0,1,1,3,1,1,1,1,0,1,1,0,3,4,5,1,4,2,0,2,2,2,84.0
15,4,18,1,0,0,0,0,0,1,4,3,0,0,2,1,3,1,1,1,1,1,1,0,1,1,2,5,1,3,1,1,1,1,0,1,85.0
15,2,18,0,0,0,1,0,0,4,0,0,3,2,1,2,1,1,1,1,1,0,0,1,0,1,5,4,1,4,5,5,1,3,2,0,86.0
8,17,18,1,0,1,1,0,1,4,0,0,0,2,1,3,1,3,1,1,1,0,1,0,1,0,5,5,2,3,1,3,1,1,3,3,87.0
14,7,18,1,0,0,0,0,1,0,2,3,3,1,0,1,1,0,1,0,0,0,0,1,0,1,2,1,4,2,1,3,2,1,0,0,88.0
11,7,18,1,0,1,1,1,0,0,1,1,1,2,0,1,3,0,0,1,1,1,1,1,0,0,5,4,2,4,1,4,0,3,1,0,89.0
18,6,18,1,1,1,1,0,0,0,4,1,0,2,2,3,2,2,0,1,0,0,1,0,0,0,5,2,5,2,4,3,2,1,3,0,90.0
14,4,18,1,1,0,1,1,1,0,3,1,3,3,0,4,1,1,1,1,0,0,1,0,1,0,2,5,1,4,4,4,0,1,0,1,91.0
17,2,18,1,0,1,0,0,0,1,2,3,3,0,2,4,2,2,0,1,1,0,1,0,0,0,4,2,2,5,4,1,0,2,1,2,92.0
8,9,18,1,1,1,1,0,0,4,2,2,0,2,0,1,1,2,1,1,0,0,0,1,1,1,2,3,3,2,1,4,0,3,1,1,93.0
6,0,18,1,1,0,0,0,0,4,2,1,2,0,0,4,3,1,1,1,0,0,1,1,0,1,1,5,1,1,5,4,0,2,0,0,94.0
14,12,18,0,0,1,1,0,1,2,2,1,2,1,1,2,4,0,1,1,0,1,0,0,1,1,1,4,4,4,4,5,0,3,3,2,95.0
17,16,17,0,0,0,0,1,0,4,4,2,2,1,0,2,2,0,1,0,1,0,0,0,0,1,4,3,1,1,1,5,0,3,3,3,96.0
16,17,17,0,0,0,0,1,0,4,4,2,0,3,1,1,3,0,1,0,1,0,0,0,0,0,4,4,3,1,1,4,0,3,3,3,97.0
16,17,17,0,1,0,0,1,0,2,4,2,2,1,1,1,2,0,1,0,1,0,0,0,1,1,5,4,2,2,3,5,0,3,3,3,98.0
16,16,17,0,1,0,0,1,0,2,3,2,0,3,0,1,2,0,0,1,1,1,0,0,0,1,2,3,1,1,1,3,0,3,3,3,99.0
17,17,17,0,0,0,1,0,1,3,4,4,4,1,0,2,2,0,1,0,0,0,0,0,0,1,4,2,5,3,4,1,0,3,3,3,100.0
16,15,17,0,1,0,0,0,0,3,3,2,2,0,0,1,4,0,1,0,1,1,0,0,0,1,5,3,3,1,1,1,0,3,2,3,101.0
14,4,17,1,0,0,1,0,1,2,2,4,4,2,0,1,2,0,0,1,0,0,0,0,1,1,1,5,2,3,4,5,1,3,2,0,102.0
11,3,17,0,1,1,1,0,1,0,2,1,4,2,1,1,2,0,0,0,0,1,0,0,1,1,1,3,1,5,1,2,2,0,3,3,103.0
14,11,17,0,1,0,1,1,1,3,4,2,3,3,1,2,4,2,1,0,0,0,0,0,0,0,3,5,5,2,2,1,1,1,3,2,104.0
10,6,17,1,0,1,0,0,0,2,0,1,4,2,1,3,3,2,1,0,0,1,1,0,1,0,2,5,4,4,2,4,1,0,0,3,105.0
17,12,17,1,1,0,0,0,0,2,3,0,4,1,0,1,2,2,0,0,0,1,0,1,0,0,2,5,5,4,2,3,2,0,1,1,106.0
18,18,17,1,1,0,1,1,0,1,0,3,0,1,1,1,3,2,1,1,0,0,1,0,0,1,4,1,5,2,5,1,2,1,2,0,107.0
10,11,17,1,1,1,1,0,0,3,0,0,4,1,1,1,3,3,0,0,1,1,1,0,1,1,4,4,3,1,3,1,1,1,3,0,108.0
19,2,17,1,0,1,0,1,0,3,0,1,4,0,2,3,3,2,1,0,1,1,1,1,0,1,2,2,3,1,1,1,0,2,1,2,109.0
17,18,17,1,0,1,0,1,1,3,1,4,2,0,2,1,4,1,0,0,1,1,1,1,0,1,2,2,1,4,1,5,1,2,0,3,110.0
14,4,17,1,0,1,1,0,1,3,1,4,2,3,1,1,4,0,0,0,0,0,0,0,1,0,2,4,5,4,2,1,2,2,3,2,111.0
12,9,17,1,1,1,1,1,1,3,4,1,4,0,0,2,4,3,1,1,1,1,0,1,1,0,2,2,5,2,2,5,2,3,2,0,112.0
18,2,17,1,0,1,1,0,0,2,4,2,1,2,2,3,3,3,0,0,0,0,1,1,1,1,5,4,3,4,3,4,1,1,2,2,113.0
12,16,17,1,0,1,0,1,1,3,3,3,1,1,1,3,2,3,0,0,0,1,0,0,0,0,3,2,2,1,1,1,0,1,0,1,114.0
13,0,17,0,0,1,1,0,1,3,0,0,4,1,2,4,3,3,0,1,1,0,1,1,1,1,4,3,5,5,2,5,2,2,2,2,115.0
3,7,17,0,1,1,0,1,0,3,0,3,3,3,0,3,4,0,1,0,1,0,0,0,1,0,5,3,2,2,1,3,1,3,3,3,116.0
3,17,17,1,1,0,0,0,1,3,3,1,0,3,0,3,4,0,1,1,1,1,0,0,0,1,5,2,5,5,5,1,0,2,1,2,117.0
13,2,17,0,0,0,1,0,1,2,1,2,2,0,0,1,2,3,1,1,0,0,1,0,1,1,3,3,1,5,5,2,0,3,3,2,118.0
5,4,17,1,0,1,0,1,0,4,2,0,4,3,0,1,4,3,1,0,1,1,1,0,0,1,5,1,1,4,1,3,0,2,3,3,119.0
9,10,17,0,1,1,1,1,0,4,1,2,2,3,2,1,3,2,0,1,0,0,1,1,0,1,4,5,2,1,1,1,2,3,0,1,120.0
11,8,17,0,0,1,0,1,0,4,1,2,3,1,1,2,4,3,0,1,1,1,0,1,1,1,3,2,4,4,4,3,2,2,3,1,121.0
12,14,17,0,0,0,0,0,0,1,3,3,4,0,0,4,1,1,1,1,1,1,0,0,1,0,5,2,3,4,4,3,1,0,0,0,122.0
9,4,17,0,0,1,0,1,0,0,0,4,2,2,2,3,2,0,1,0,1,0,1,0,1,0,3,2,5,3,1,3,2,0,3,2,123.0
9,9,17,1,0,1,1,0,1,3,0,1,1,3,2,4,2,2,1,0,1,1,0,1,0,0,2,1,2,3,4,4,2,3,3,2,124.0
13,12,17,0,0,0,0,1,0,4,0,1,4,3,0,1,1,2,0,0,1,0,1,0,0,0,4,4,1,1,1,5,2,0,0,2,125.0
14,16,17,0,1,0,0,1,0,2,4,0,2,2,2,1,4,0,0,0,1,0,1,0,0,0,2,5,1,4,4,1,1,2,0,0,126.0
16,3,17,1,1,1,0,0,1,2,2,1,0,2,2,2,2,3,1,0,0,0,1,0,0,1,2,2,2,4,1,5,0,1,1,2,127.0
6,12,17,0,1,0,1,1,0,4,2,4,4,1,1,2,1,0,0,0,1,1,0,0,1,1,4,1,5,5,3,2,1,3,0,3,128.0
15,11,17,0,0,1,1,0,0,4,0,1,1,1,0,1,3,2,1,0,1,0,1,0,0,1,1,3,1,2,1,4,1,0,1,3,129.0
14,16,16,0,0,0,0,1,1,2,2,4,4,0,2,1,3,0,1,0,1,1,0,0,0,0,4,5,2,1,1,3,0,2,3,3,130.0
15,15,16,0,0,0,0,0,0,4,2,0,4,2,0,1,2,0,1,1,1,0,0,0,0,1,4,5,1,1,3,5,0,2,2,3,131.0
17,16,16,0,0,0,1,1,0,4,3,0,3,2,0,1,2,0,1,0,1,0,0,0,0,0,4,5,2,1,1,5,0,3,3,3,132.0
15,16,16,0,1,0,0,1,0,4,2,2,4,2,0,1,2,0,1,0,1,1,0,0,0,1,4,2,3,1,1,5,0,2,3,3,133.0
16,16,16,0,1,0,1,0,0,3,1,4,4,1,1,2,4,0,1,0,1,1,1,0,0,1,4,4,2,2,3,3,0,3,3,3,134.0
14,15,16,0,1,0,0,0,0,4,4,1,1,3,0,1,3,0,1,0,0,0,0,0,0,0,5,4,5,1,1,4,0,2,2,3,135.0
15,15,16,0,0,0,0,1,0,4,4,0,0,2,1,1,2,0,1,0,1,0,0,0,0,1,5,4,4,1,2,5,0,2,2,3,136.0
14,15,16,0,1,0,0,1,0,4,2,1,2,0,1,1,2,0,1,1,0,1,0,0,0,0,4,2,3,1,1,3,0,2,2,3,137.0
13,15,16,0,0,0,0,1,0,1,0,4,4,1,0,2,2,0,1,0,0,0,0,0,0,0,4,3,2,1,1,3,0,2,2,3,138.0
17,15,16,0,0,0,0,1,0,4,4,2,0,0,0,1,1,0,1,1,1,1,0,0,0,1,5,2,3,1,2,5,0,3,2,3,139.0
16,16,16,0,1,0,0,1,0,4,3,1,4,0,0,1,2,0,1,0,1,0,0,0,0,1,4,3,5,1,5,2,0,3,3,3,140.0
16,15,16,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,4,2,2,2,1,0,3,2,3,141.0
14,15,16,0,0,0,0,1,0,3,3,4,2,1,0,1,1,0,1,1,1,0,1,0,0,1,4,3,5,3,5,5,0,2,2,3,142.0
16,15,16,0,0,0,1,1,0,4,3,0,2,2,0,1,3,0,1,1,1,1,0,0,0,0,5,3,2,1,2,4,0,3,2,3,143.0
18,16,16,1,1,0,0,0,0,1,1,3,2,2,1,2,3,0,1,1,1,1,0,0,0,1,5,3,2,1,1,4,0,3,3,3,144.0
14,16,16,1,0,0,0,0,0,3,1,2,2,2,0,2,1,0,1,1,1,1,1,0,0,1,2,4,5,3,4,2,0,2,3,3,145.0
7,9,16,0,1,0,0,1,0,4,4,2,3,0,0,3,1,2,1,1,0,0,0,0,1,1,1,3,3,4,5,2,0,0,3,1,146.0
9,2,16,1,0,1,1,1,1,2,1,1,4,1,0,4,2,2,0,0,0,1,0,0,1,1,4,1,5,1,5,3,0,0,2,2,147.0
3,8,16,0,1,1,0,0,0,2,4,1,1,2,1,3,1,2,0,1,0,0,0,0,1,0,3,4,2,5,2,1,2,0,3,1,148.0
14,15,16,0,0,0,1,0,1,2,4,2,0,3,0,1,2,0,1,0,1,0,1,0,0,1,2,5,2,3,1,3,1,3,2,0,149.0
9,7,16,1,1,1,1,0,0,1,3,0,1,2,1,2,4,1,1,1,0,1,1,0,0,0,2,5,4,5,5,5,0,1,1,0,150.0
11,0,16,0,1,1,0,0,0,1,0,0,1,1,0,3,2,3,0,0,1,0,0,0,1,1,3,4,3,5,5,5,1,2,0,3,151.0
14,9,16,1,0,1,1,0,1,3,4,0,2,3,2,4,1,2,0,0,0,1,0,0,1,1,1,1,3,4,4,5,2,1,2,1,152.0
7,13,16,0,0,1,0,1,1,2,3,1,3,2,2,2,1,1,0,0,1,1,0,1,1,1,2,4,4,2,4,1,2,3,1,3,153.0
7,0,16,0,1,0,0,1,1,4,4,1,4,2,1,2,4,2,0,0,0,0,0,1,1,1,2,4,5,4,2,3,0,2,2,2,154.0
4,19,16,0,1,1,0,1,0,1,4,4,0,3,1,3,4,0,0,1,0,1,0,0,0,1,2,5,4,3,1,2,1,3,2,2,155.0
18,9,16,1,0,1,0,0,0,0,1,1,4,2,0,1,3,3,1,1,0,0,0,1,0,0,1,4,3,5,3,5,2,0,1,3,156.0
14,2,16,0,1,0,1,0,0,2,0,3,4,0,0,4,3,2,0,0,0,1,0,1,1,1,5,2,3,2,2,5,1,2,0,3,157.0
4,2,16,0,1,1,1,0,0,3,3,0,2,2,2,3,3,2,0,1,1,0,0,1,1,0,5,3,3,2,2,3,0,0,0,1,158.0
10,7,16,0,0,0,1,1,0,0,3,0,2,0,2,4,3,1,1,1,0,0,1,1,0,1,1,4,5,4,1,4,2,3,3,1,159.0
15,14,15,0,1,0,0,1,0,4,2,1,2,0,0,1,3,0,1,0,0,0,0,0,0,0,3,2,2,1,1,5,0,2,2,2,160.0
15,15,15,0,0,0,0,0,0,4,3,2,4,1,0,1,2,0,1,0,0,0,0,0,0,1,5,4,2,1,2,5,0,2,2,2,161.0
14,15,15,0,0,0,0,1,0,3,4,4,4,0,0,1,2,0,1,0,0,0,0,0,0,1,5,5,1,1,1,5,0,2,2,2,162.0
13,14,15,0,0,0,0,1,0,4,3,0,4,1,0,1,2,0,1,1,1,1,0,0,0,1,4,4,1,1,1,1,0,2,2,2,163.0
12,15,15,0,0,0,0,1,0,4,4,1,1,3,1,1,1,0,1,0,0,1,0,0,0,1,5,4,2,1,1,5,0,2,2,2,164.0
15,16,15,0,0,0,0,1,0,4,2,1,2,3,0,1,1,0,1,1,0,1,0,0,0,1,2,2,4,2,4,1,0,2,3,2,165.0
12,14,15,0,0,0,0,1,0,3,2,4,4,0,0,1,1,0,1,0,0,1,1,0,0,1,5,4,3,1,1,5,0,2,2,2,166.0
15,16,15,0,0,0,1,1,1,4,4,4,0,1,0,2,3,0,1,0,1,0,0,0,0,0,2,4,3,1,1,5,0,2,3,2,167.0
14,15,15,0,1,0,0,1,1,4,3,2,2,1,0,1,2,0,1,0,0,0,0,0,0,1,4,3,2,1,1,1,0,2,2,2,168.0
14,15,15,0,0,0,0,1,0,4,4,0,1,1,0,1,2,0,1,0,1,0,0,0,1,1,3,2,2,1,1,5,0,2,2,2,169.0
16,15,15,0,1,0,0,0,0,4,3,0,2,2,0,3,2,0,1,0,1,0,0,0,0,1,5,4,3,1,2,1,0,3,2,2,170.0
13,15,15,0,0,0,0,1,0,3,1,4,4,1,1,2,4,0,1,0,0,1,0,0,0,1,4,3,2,1,1,5,0,2,2,2,171.0
15,15,15,0,0,0,0,0,0,2,2,2,2,0,0,2,2,0,1,1,0,0,0,0,0,1,5,3,3,1,3,4,0,2,2,2,172.0
11,15,15,0,0,0,1,1,0,4,3,2,4,1,0,2,1,0,0,0,1,0,1,0,0,1,3,3,3,1,1,4,0,2,2,2,173.0
16,15,15,0,1,0,0,1,0,1,2,3,2,2,0,1,2,0,1,1,1,1,1,0,0,1,3,2,3,1,2,1,0,3,2,2,174.0
16,14,15,0,0,0,0,1,0,2,2,2,2,0,1,1,4,0,1,0,0,0,0,0,0,1,5,5,4,1,2,5,0,3,2,2,175.0
16,16,15,0,1,0,0,1,0,4,4,0,0,2,0,2,1,0,1,1,1,0,0,0,0,1,4,3,2,1,1,5,0,3,3,2,176.0
17,15,15,0,0,0,1,1,0,2,2,3,4,2,0,3,1,0,1,1,1,1,1,0,1,1,4,2,2,1,2,3,0,3,2,2,177.0
15,15,15,0,0,0,0,0,0,2,1,4,4,2,0,1,2,0,1,1,0,0,0,0,0,0,4,2,3,1,2,5,0,2,2,2,178.0
