G1,G2,G3,school_C,sex_C,age_C,address_C,famsize_C,Pstatus_C,Medu_C,Fedu_C,Mjob_C,Fjob_C,reason_C,guardian_C,traveltime_C,studytime_C,failures_C,schoolsup_C,famsup_C,paid_C,activities_C,nursery_C,higher_C,internet_C,romantic_C,famrel_C,freetime_C,goout_C,Dalc_C,Walc_C,health_C,absences_C,G1_C,G2_C,G3_C,rank
7,11,20,1,1,0,1,1,0,1,0,0,4,1,0,4,3,0,1,0,1,0,1,0,0,1,1,1,3,2,3,2,1,2,3,0,15.0
15,9,20,0,1,1,0,0,0,4,4,2,0,1,2,3,1,1,1,1,0,0,0,1,0,0,4,4,4,3,2,2,2,0,3,0,16.0
16,19,20,1,1,0,0,1,0,0,0,4,2,3,1,4,2,0,0,0,1,1,0,1,1,1,5,4,3,5,5,4,0,0,0,2,17.0
9,12,20,0,1,1,0,0,1,1,2,3,1,1,0,4,2,0,0,0,0,1,0,1,0,0,3,4,5,3,5,2,0,2,1,1,18.0
19,11,20,1,1,0,1,1,0,0,0,3,2,0,2,2,1,0,1,1,0,0,1,0,1,1,3,4,5,2,2,1,2,0,3,2,19.0
7,12,20,0,0,1,1,1,1,3,0,1,0,0,0,1,3,3,1,1,0,1,1,0,1,1,5,3,2,4,4,2,0,0,1,0,20.0
14,17,20,0,1,1,1,0,1,2,1,4,3,1,0,3,4,3,1,0,0,0,1,0,0,1,4,4,5,2,1,2,1,1,2,3,21.0
4,1,20,1,0,0,0,0,0,0,2,0,0,1,2,2,2,3,0,1,1,0,1,1,1,1,2,4,3,4,3,1,0,1,2,2,22.0
11,7,20,0,0,1,0,1,0,0,4,3,2,2,2,2,2,1,0,1,1,0,1,1,1,1,2,2,2,4,5,2,2,3,1,2,23.0
6,9,20,1,1,1,1,1,0,4,3,1,1,1,2,3,2,0,1,0,1,1,0,0,0,0,4,1,3,3,4,5,1,0,0,3,24.0
7,17,20,0,1,1,1,0,0,3,3,3,0,0,1,3,2,1,0,0,1,1,0,0,1,1,2,3,3,4,2,4,1,1,1,0,25.0
4,0,20,0,1,1,1,1,1,1,4,3,1,1,1,4,3,0,0,1,1,0,0,1,0,1,2,5,3,3,3,4,2,0,2,2,26.0
5,0,20,1,0,1,1,1,1,4,1,3,3,0,1,2,3,0,0,0,1,1,1,0,0,0,5,1,5,5,4,4,2,2,2,3,27.0
16,12,20,0,0,0,1,1,1,0,3,3,0,3,2,4,2,3,1,1,0,1,0,1,0,0,4,5,3,1,3,1,1,3,2,0,28.0
3,13,20,0,1,1,1,1,0,3,2,0,3,3,2,1,4,0,1,1,1,0,0,0,1,1,4,5,5,4,3,5,1,2,0,0,29.0
7,1,20,1,1,0,1,1,0,4,3,1,2,2,2,4,3,1,0,0,1,1,1,0,0,1,4,4,3,3,4,5,0,1,1,3,30.0
19,6,20,0,0,1,1,1,1,0,3,4,4,2,2,1,2,3,0,0,0,0,0,1,0,1,4,5,4,5,2,5,2,2,3,0,31.0
8,10,20,1,0,1,0,1,0,4,0,3,4,0,0,3,3,2,1,0,0,0,1,0,1,0,4,2,3,4,1,4,2,0,0,3,32.0
15,2,20,1,0,0,1,1,0,2,0,3,4,0,0,4,3,2,1,0,0,1,1,0,0,0,2,3,1,4,2,2,0,1,3,1,33.0
13,1,20,0,0,1,0,1,0,4,3,1,0,0,0,1,1,2,1,1,1,1,0,0,1,0,2,5,4,3,2,1,0,1,0,0,34.0
10,9,20,0,0,0,0,0,1,1,2,1,4,3,1,1,2,2,0,0,1,1,1,1,1,1,1,3,5,1,2,1,0,3,0,1,35.0
14,7,20,1,1,1,0,1,0,4,4,2,0,0,2,4,2,1,1,1,1,0,1,1,1,0,1,4,2,2,3,4,1,1,2,0,36.0
13,18,20,1,0,1,0,0,0,3,2,2,4,3,1,2,2,3,0,1,1,0,1,0,0,0,2,3,3,5,5,3,2,3,0,1,37.0
11,10,20,0,1,1,1,1,0,2,1,2,0,0,1,3,2,1,0,0,0,0,0,1,0,0,4,5,1,3,4,1,0,0,0,1,38.0
16,18,19,0,0,0,0,0,1,3,2,2,4,0,0,1,2,0,1,0,0,1,0,0,0,1,4,2,2,1,1,1,0,3,3,3,39.0
18,19,19,0,0,0,0,0,1,4,4,0,0,2,0,1,1,0,1,1,1,0,0,0,0,1,5,5,3,1,1,4,0,3,3,3,40.0
18,19,19,0,0,0,0,0,0,4,2,0,4,2,0,1,1,0,1,1,1,1,0,0,0,1,3,5,2,1,1,3,0,3,3,3,41.0
18,18,19,0,1,0,0,1,0,2,2,3,3,3,0,1,3,0,1,0,0,1,0,0,0,1,4,3,3,1,2,2,0,3,3,3,42.0
19,18,19,1,1,0,1,0,0,4,4,4,4,1,0,2,3,0,1,1,1,1,0,0,0,1,5,4,4,1,1,1,0,3,3,3,43.0
11,1,19,0,0,1,0,1,1,0,0,3,4,0,1,1,3,2,0,1,1,1,0,1,0,0,2,2,3,2,5,5,0,3,1,0,44.0
19,9,19,1,1,1,0,0,0,4,0,0,1,3,0,1,3,1,1,1,1,0,0,1,0,1,5,5,1,1,2,5,1,3,2,3,45.0
19,4,19,0,1,0,0,0,1,1,1,4,1,3,2,1,1,1,0,1,0,0,0,0,1,0,4,4,2,3,5,1,1,0,0,1,46.0
12,6,19,0,0,1,1,1,0,2,4,2,0,3,1,4,3,2,0,0,0,0,1,0,0,0,4,5,3,3,4,1,0,3,2,3,47.0
10,13,19,0,0,1,1,0,1,1,2,2,0,2,2,1,4,3,0,1,0,0,0,1,1,1,1,4,2,5,5,2,2,1,0,2,48.0
6,17,19,1,0,1,0,1,0,4,4,0,4,1,2,1,2,3,1,1,1,0,1,0,1,1,1,1,2,5,3,1,0,1,3,3,49.0
7,14,19,0,0,0,1,0,1,2,3,2,3,0,0,1,4,1,0,0,0,0,1,0,1,1,4,1,3,5,4,2,0,0,3,0,50.0
9,0,19,1,0,1,0,1,0,4,0,1,0,0,2,2,2,0,1,0,0,0,1,0,1,0,4,1,4,1,5,1,1,0,2,3,51.0
19,3,19,0,0,1,0,0,0,0,0,4,3,1,0,3,1,2,1,1,1,0,1,0,0,1,4,5,3,4,2,3,1,2,0,0,52.0
13,18,19,0,0,1,0,0,1,4,1,1,1,2,1,3,1,0,1,1,0,1,1,1,0,1,4,5,5,1,2,2,1,0,2,3,53.0
18,2,19,1,0,1,1,0,1,4,4,0,0,1,0,2,2,2,1,0,1,0,0,0,1,1,3,3,4,2,1,5,2,2,2,0,54.0
10,9,19,0,0,0,0,1,0,1,3,4,0,1,2,3,4,1,0,1,1,1,0,1,1,0,5,4,5,2,5,2,1,2,0,3,55.0
19,4,19,1,1,1,0,1,0,4,2,0,4,1,2,4,3,3,1,0,1,1,0,0,1,0,4,2,2,3,2,2,0,2,2,3,56.0
17,8,19,0,1,0,0,1,1,1,0,3,1,0,2,3,1,2,1,1,0,0,0,1,0,0,2,3,5,4,4,4,2,1,2,3,57.0
11,18,19,1,0,1,1,1,1,3,4,4,1,2,2,2,4,1,0,0,1,1,0,0,1,1,5,4,4,5,3,4,1,1,3,0,58.0
5,8,19,1,0,0,0,0,1,2,0,0,3,2,2,3,4,0,1,0,1,0,0,1,0,1,5,5,4,5,4,2,2,1,0,1,59.0
14,2,19,0,1,0,1,0,0,4,1,3,4,0,1,4,4,3,0,1,1,1,1,0,0,1,2,5,4,4,3,2,2,0,3,3,60.0
8,0,19,1,1,1,1,0,1,0,0,0,1,0,1,3,2,3,1,1,0,0,0,1,0,0,1,5,1,2,5,1,2,3,3,2,61.0
7,3,19,1,0,0,0,0,0,0,3,2,2,0,2,2,3,3,0,0,0,0,1,0,1,0,1,2,4,2,4,1,2,2,0,2,62.0
13,2,19,1,1,1,0,1,1,4,4,1,1,1,1,3,4,0,1,0,1,1,0,1,0,1,4,2,3,1,4,5,1,2,3,1,63.0
16,6,19,0,0,0,1,0,0,4,2,3,2,2,2,1,2,3,1,1,1,0,1,0,1,1,3,3,1,2,4,2,0,2,1,3,64.0
12,5,19,1,0,1,1,0,1,1,4,0,4,3,0,2,2,2,0,1,1,1,1,1,1,1,4,3,2,3,2,2,1,3,1,0,65.0
11,14,19,0,1,0,1,0,1,1,2,0,3,2,1,3,3,3,0,0,0,0,1,1,1,0,3,5,2,1,3,4,2,1,3,1,66.0
16,3,19,1,0,1,1,1,0,3,2,3,2,2,1,3,2,2,1,1,0,0,1,0,0,1,1,1,4,5,1,2,0,0,1,2,67.0
17,9,19,0,0,1,1,0,0,2,0,0,1,3,1,3,4,2,1,1,1,1,0,1,1,1,2,5,4,5,4,5,2,3,0,2,68.0
3,0,19,1,0,0,0,1,0,2,3,3,4,3,1,3,3,3,1,1,0,0,0,0,1,1,5,2,2,5,4,1,1,3,1,3,69.0
8,16,19,1,0,0,1,1,0,2,2,3,2,1,0,2,2,1,1,1,0,1,1,0,1,1,2,1,4,5,2,3,2,1,0,3,70.0
15,16,18,0,0,0,0,0,0,4,3,0,2,0,0,1,3,0,1,0,1,0,0,0,0,1,5,4,3,1,1,4,0,2,3,3,71.0
19,18,18,0,0,0,0,1,0,4,4,2,0,2,1,1,2,0,1,0,1,0,0,0,0,1,4,3,3,1,1,5,0,3,3,3,72.0
16,17,18,0,1,0,0,1,0,4,3,2,4,1,0,1,1,0,1,1,0,0,0,0,0,1,4,5,5,1,3,1,0,3,3,3,73.0
16,18,18,0,0,0,0,1,1,3,4,2,4,2,0,1,2,0,1,0,0,0,0,0,0,1,5,4,4,1,1,1,0,3,3,3,74.0
16,18,18,0,0,0,0,1,0,3,3,2,4,0,1,1,3,0,1,0,1,0,0,0,0,1,5,3,3,1,1,5,0,3,3,3,75.0
18,18,18,0,0,0,1,1,0,4,4,0,0,2,0,1,1,0,1,1,0,0,0,0,0,1,3,5,5,2,5,4,0,3,3,3,76.0
18,18,18,0,1,0,0,1,0,4,4,2,0,0,0,2,1,1,1,0,1,1,0,0,0,1,4,2,4,2,3,2,0,3,3,3,77.0
18,18,18,0,0,0,0,1,0,2,1,4,4,2,0,3,1,0,1,1,1,1,0,0,0,1,4,3,3,1,1,4,0,3,3,3,78.0
17,18,18,0,1,0,0,1,0,4,3,2,4,0,1,1,2,0,1,0,0,1,0,0,0,0,3,1,2,1,3,2,0,3,3,3,79.0
18,18,18,0,1,0,1,0,0,3,1,2,4,1,0,2,4,0,1,0,0,1,0,0,1,1,3,1,2,1,1,3,0,3,3,3,80.0
17,17,18,0,1,0,0,1,0,3,2,1,1,1,1,1,4,0,1,0,0,0,1,0,0,1,5,2,2,1,2,5,0,3,3,3,81.0
17,18,18,0,0,1,0,1,1,3,2,2,4,2,2,1,1,0,1,1,1,0,0,0,1,1,5,5,3,1,1,5,0,3,3,3,82.0
7,16,18,1,1,0,1,1,1,4,3,1,4,3,2,3,2,3,0,0,1,0,1,0,0,0,1,2,5,4,1,4,0,2,1,3,83.0
15,5,18,1,0,1,0,0,1,2,0,2,1,3,0,4,4,1,0,1,0,1,0,1,1,0,1,2,2,3,1,2,1,2,3,3,84.0
3,13,18,1,0,1,1,1,1,4,4,4,3,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,1,1,5,2,1,1,2,3,85.0
14,4,18,1,0,0,0,1,1,0,0,1,2,3,1,3,2,1,1,0,0,0,0,0,0,0,1,1,3,3,5,3,0,3,1,1,86.0
12,3,18,1,1,0,0,1,1,0,3,2,4,1,0,4,1,1,0,1,0,1,0,1,1,1,5,4,1,5,3,4,0,3,2,3,87.0
18,11,18,1,0,1,1,1,1,3,3,4,4,2,1,1,3,1,1,0,1,1,1,0,0,0,5,1,3,1,3,3,0,1,0,0,88.0
14,5,18,1,0,0,1,0,1,2,2,3,2,0,0,3,1,2,0,1,0,1,0,1,1,1,4,1,3,1,1,4,2,2,0,0,89.0
9,2,18,1,1,1,1,0,0,2,3,1,0,3,1,4,1,2,0,1,0,0,1,1,0,0,1,1,1,4,1,3,0,3,0,3,90.0
17,4,18,1,1,0,0,0,1,2,1,3,4,1,0,1,1,3,1,0,0,1,1,0,0,0,4,3,1,3,4,1,1,1,1,0,91.0
12,17,18,1,1,1,1,1,0,4,0,1,2,1,1,2,2,3,0,0,1,0,1,0,0,0,4,1,3,1,4,4,2,1,0,1,92.0
6,2,18,0,0,0,1,0,0,2,4,0,3,0,1,4,3,2,1,1,0,1,0,1,0,1,3,3,4,3,3,3,1,1,1,0,93.0
9,10,18,1,0,1,1,1,0,1,4,4,0,0,0,2,4,1,0,0,1,1,0,0,1,0,2,2,3,3,5,2,2,2,3,3,94.0
12,8,18,1,1,0,0,1,0,1,3,4,2,0,2,2,3,2,0,0,0,1,0,1,1,0,2,4,3,5,5,1,0,1,3,3,95.0
16,2,18,0,1,1,1,1,0,0,4,0,0,1,0,2,3,3,0,0,1,0,1,1,0,0,1,2,5,5,3,5,1,0,0,2,96.0
9,14,18,0,0,1,0,1,0,0,0,3,4,0,0,1,3,3,1,0,0,1,1,0,0,0,3,5,2,4,4,1,1,0,0,3,97.0
14,15,18,0,1,0,1,1,1,3,0,2,0,3,1,1,1,0,1,1,1,1,0,1,0,1,5,3,3,4,5,1,2,3,1,2,98.0
14,8,18,0,1,1,1,0,1,4,2,3,3,0,1,3,1,2,0,1,1,0,1,1,0,1,5,4,3,4,4,3,2,2,0,1,99.0
8,5,18,0,1,0,1,0,1,1,4,2,1,2,0,3,4,2,0,0,1,1,1,1,1,0,3,4,5,2,2,1,0,3,2,1,100.0
3,3,18,0,1,0,0,0,0,1,0,0,3,2,0,4,1,0,0,1,0,1,0,0,0,0,5,2,5,2,5,3,2,2,1,2,101.0
9,6,18,1,1,0,1,1,0,1,1,1,4,1,1,4,4,3,0,0,0,0,0,0,0,1,4,4,3,1,5,2,1,1,1,1,102.0
5,18,18,0,1,0,0,1,1,4,2,2,0,1,0,3,2,0,0,1,0,0,0,1,1,0,2,2,4,3,5,3,2,2,0,1,103.0
7,11,18,1,1,0,0,1,1,4,1,3,3,0,1,3,2,1,1,0,0,0,0,1,1,1,3,1,1,3,3,3,1,0,0,2,104.0
17,16,17,0,0,0,0,1,0,4,4,2,2,1,0,2,2,0,1,0,1,0,0,0,0,1,4,3,1,1,1,5,0,3,3,3,105.0
16,17,17,0,0,0,0,1,0,4,4,2,0,3,1,1,3,0,1,0,1,0,0,0,0,0,4,4,3,1,1,4,0,3,3,3,106.0
16,17,17,0,1,0,0,1,0,2,4,2,2,1,1,1,2,0,1,0,1,0,0,0,1,1,5,4,2,2,3,5,0,3,3,3,107.0
16,16,17,0,1,0,0,1,0,2,3,2,0,3,0,1,2,0,0,1,1,1,0,0,0,1,2,3,1,1,1,3,0,3,3,3,108.0
17,17,17,0,0,0,1,0,1,3,4,4,4,1,0,2,2,0,1,0,0,0,0,0,0,1,4,2,5,3,4,1,0,3,3,3,109.0
16,15,17,0,1,0,0,0,0,3,3,2,2,0,0,1,4,0,1,0,1,1,0,0,0,1,5,3,3,1,1,1,0,3,2,3,110.0
12,17,17,0,1,1,0,1,0,2,4,4,3,1,0,1,3,0,0,1,0,1,1,1,1,1,3,3,1,4,3,4,0,3,3,0,111.0
15,10,17,1,1,0,0,1,1,0,0,1,3,0,1,4,2,0,1,0,1,0,0,0,0,0,5,4,3,4,3,5,0,1,3,1,112.0
18,2,17,0,1,1,1,1,0,3,1,2,1,0,2,4,4,3,1,1,1,1,0,0,0,1,5,2,3,5,1,2,1,1,0,2,113.0
7,9,17,0,1,1,1,1,1,0,0,1,0,3,1,1,4,3,1,1,0,1,1,1,0,0,2,5,4,1,3,1,1,2,2,0,114.0
7,7,17,0,1,1,0,0,1,0,3,4,3,0,0,1,1,1,0,0,0,1,1,1,1,0,3,4,4,2,2,1,0,3,3,1,115.0
15,0,17,0,0,0,0,0,0,0,3,2,1,0,2,4,3,2,0,1,0,1,0,0,0,0,4,1,1,5,5,3,1,0,1,3,116.0
7,11,17,1,1,1,1,0,1,0,2,4,2,2,1,3,1,0,0,0,0,0,1,0,0,1,3,5,2,4,5,3,1,2,3,1,117.0
13,8,17,0,1,1,1,0,0,2,3,0,1,3,1,4,3,2,1,0,1,0,0,0,0,1,5,5,5,4,5,2,2,3,2,3,118.0
10,5,17,1,0,0,1,1,0,0,1,3,0,1,1,3,3,2,1,0,1,1,0,1,1,1,4,1,2,3,1,5,1,0,0,0,119.0
19,8,17,1,1,0,1,1,1,0,0,4,1,2,2,4,1,0,1,0,0,0,0,0,1,1,5,1,5,2,4,4,0,3,2,1,120.0
15,6,17,1,1,0,0,1,1,3,0,0,1,3,0,4,2,2,0,0,0,0,0,1,1,0,1,2,5,5,4,3,2,1,3,0,121.0
8,13,17,0,1,0,1,0,0,1,4,4,4,0,2,3,4,0,1,0,1,0,1,1,1,1,5,4,3,2,2,1,0,3,0,2,122.0
19,17,17,0,1,1,1,1,0,0,2,2,0,3,2,1,3,0,1,1,1,0,0,0,0,1,4,1,1,3,4,5,0,0,1,1,123.0
5,6,17,0,1,1,0,0,1,0,3,2,3,2,1,1,1,1,1,0,0,1,0,1,1,1,2,3,5,5,5,1,2,2,3,2,124.0
8,16,17,1,0,1,1,0,1,2,2,4,3,0,0,1,4,0,1,1,1,0,0,1,1,0,5,1,2,3,2,2,1,3,0,1,125.0
5,14,17,1,0,0,1,1,1,1,0,3,1,3,1,2,4,3,0,0,0,0,0,0,0,0,1,2,3,2,2,4,2,1,0,0,126.0
6,7,17,0,1,0,1,1,1,4,4,0,1,1,1,3,2,0,1,1,1,1,0,1,1,1,4,5,2,4,2,3,0,0,3,2,127.0
16,13,17,1,1,0,1,1,1,3,0,2,4,3,1,1,4,3,0,1,1,0,0,0,1,0,4,2,4,2,4,4,2,2,1,1,128.0
18,9,17,1,0,1,1,0,0,3,2,0,2,3,1,4,1,1,0,1,0,1,1,1,0,0,2,3,4,5,5,3,2,0,3,0,129.0
6,19,17,1,1,1,1,0,0,3,2,0,3,1,1,4,3,1,1,0,1,0,1,0,1,1,5,3,5,5,1,1,0,0,3,0,130.0
17,5,17,0,1,1,0,1,1,2,2,4,1,0,0,2,2,0,1,0,1,1,0,0,1,0,4,1,2,5,1,2,1,0,1,3,131.0
7,0,17,0,1,0,1,1,0,4,3,0,2,0,0,4,4,2,1,1,1,0,1,0,1,0,3,4,1,2,3,1,2,0,1,2,132.0
13,9,17,0,0,0,0,1,1,3,2,4,3,3,0,3,2,2,1,1,0,0,1,0,1,0,5,1,4,5,5,3,1,0,3,0,133.0
6,1,17,1,1,0,1,1,0,0,3,4,4,2,1,1,1,3,1,0,1,1,0,0,0,0,3,4,1,1,2,5,0,0,1,3,134.0
14,16,16,0,0,0,0,1,1,2,2,4,4,0,2,1,3,0,1,0,1,1,0,0,0,0,4,5,2,1,1,3,0,2,3,3,135.0
15,15,16,0,0,0,0,0,0,4,2,0,4,2,0,1,2,0,1,1,1,0,0,0,0,1,4,5,1,1,3,5,0,2,2,3,136.0
17,16,16,0,0,0,1,1,0,4,3,0,3,2,0,1,2,0,1,0,1,0,0,0,0,0,4,5,2,1,1,5,0,3,3,3,137.0
15,16,16,0,1,0,0,1,0,4,2,2,4,2,0,1,2,0,1,0,1,1,0,0,0,1,4,2,3,1,1,5,0,2,3,3,138.0
16,16,16,0,1,0,1,0,0,3,1,4,4,1,1,2,4,0,1,0,1,1,1,0,0,1,4,4,2,2,3,3,0,3,3,3,139.0
14,15,16,0,1,0,0,0,0,4,4,1,1,3,0,1,3,0,1,0,0,0,0,0,0,0,5,4,5,1,1,4,0,2,2,3,140.0
15,15,16,0,0,0,0,1,0,4,4,0,0,2,1,1,2,0,1,0,1,0,0,0,0,1,5,4,4,1,2,5,0,2,2,3,141.0
14,15,16,0,1,0,0,1,0,4,2,1,2,0,1,1,2,0,1,1,0,1,0,0,0,0,4,2,3,1,1,3,0,2,2,3,142.0
13,15,16,0,0,0,0,1,0,1,0,4,4,1,0,2,2,0,1,0,0,0,0,0,0,0,4,3,2,1,1,3,0,2,2,3,143.0
17,15,16,0,0,0,0,1,0,4,4,2,0,0,0,1,1,0,1,1,1,1,0,0,0,1,5,2,3,1,2,5,0,3,2,3,144.0
16,16,16,0,1,0,0,1,0,4,3,1,4,0,0,1,2,0,1,0,1,0,0,0,0,1,4,3,5,1,5,2,0,3,3,3,145.0
16,15,16,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,4,2,2,2,1,0,3,2,3,146.0
14,15,16,0,0,0,0,1,0,3,3,4,2,1,0,1,1,0,1,1,1,0,1,0,0,1,4,3,5,3,5,5,0,2,2,3,147.0
16,15,16,0,0,0,1,1,0,4,3,0,2,2,0,1,3,0,1,1,1,1,0,0,0,0,5,3,2,1,2,4,0,3,2,3,148.0
18,16,16,1,1,0,0,0,0,1,1,3,2,2,1,2,3,0,1,1,1,1,0,0,0,1,5,3,2,1,1,4,0,3,3,3,149.0
14,16,16,1,0,0,0,0,0,3,1,2,2,2,0,2,1,0,1,1,1,1,1,0,0,1,2,4,5,3,4,2,0,2,3,3,150.0
16,1,16,0,0,1,1,0,1,1,1,1,1,0,1,1,4,0,1,0,0,0,0,0,0,1,1,5,2,5,5,1,2,0,0,1,151.0
17,10,16,0,1,0,1,1,0,3,4,3,3,0,0,2,1,2,0,0,1,0,0,1,1,0,2,2,2,3,1,4,1,3,2,1,152.0
18,17,16,0,1,1,1,1,0,2,0,2,3,0,1,1,2,2,1,0,1,1,0,0,0,0,5,4,1,1,2,2,1,1,1,3,153.0
8,12,16,0,1,0,0,0,1,4,0,4,1,0,1,3,4,1,0,1,0,1,0,1,0,0,2,5,5,2,1,3,0,3,2,3,154.0
15,13,16,1,0,1,0,1,0,4,1,2,3,1,1,4,3,0,1,0,0,1,1,1,1,0,3,2,3,4,5,3,2,2,3,2,155.0
19,15,16,1,0,1,0,0,1,4,4,3,0,0,2,3,1,2,1,1,1,0,1,1,1,1,4,5,3,1,5,1,1,0,0,2,156.0
19,19,16,0,1,0,1,1,1,4,1,0,4,0,1,4,4,0,0,1,1,0,0,0,1,1,3,2,1,1,4,4,1,2,0,2,157.0
4,10,16,0,0,0,1,0,1,0,3,3,0,1,0,1,4,1,1,1,0,0,1,1,1,0,1,5,3,2,4,1,2,3,0,1,158.0
16,6,16,0,0,0,1,0,0,3,1,3,0,0,1,3,4,3,1,0,1,0,1,1,0,1,3,1,5,4,4,4,1,0,1,1,159.0
19,0,16,0,0,1,1,1,0,0,2,4,0,1,2,1,1,2,0,1,1,1,1,1,1,1,2,1,1,3,1,5,0,2,2,2,160.0
4,12,16,1,0,1,0,0,1,4,2,1,4,1,0,3,4,1,1,0,0,0,0,1,1,1,5,3,1,2,2,3,1,0,2,3,161.0
16,18,16,1,0,0,0,0,1,4,3,3,0,1,1,2,4,1,0,1,0,1,1,0,0,0,4,5,4,2,2,1,2,3,3,2,162.0
9,0,16,1,0,0,0,0,0,4,0,2,2,1,1,3,2,3,1,0,1,1,1,0,1,0,2,1,2,1,5,2,2,2,3,2,163.0
19,15,16,0,1,0,1,0,1,4,0,2,1,2,2,3,3,2,1,0,0,0,1,1,0,1,3,5,5,3,5,2,1,1,0,3,164.0
3,2,16,1,0,0,1,0,1,4,3,0,3,3,2,3,4,3,0,0,1,1,0,1,1,1,3,3,5,5,2,1,1,2,0,2,165.0
5,1,16,1,0,1,0,0,1,0,3,0,0,2,2,3,3,3,0,1,1,1,0,1,1,1,3,3,2,2,1,2,1,1,1,0,166.0
7,13,16,0,0,1,0,1,1,1,0,4,1,1,0,1,1,1,1,1,1,1,0,1,0,0,3,2,2,3,5,3,2,0,2,3,167.0
9,19,16,1,1,1,1,1,0,0,3,0,2,0,2,3,4,3,1,1,1,1,1,0,1,0,4,5,5,1,5,3,1,2,1,2,168.0
15,4,16,0,1,0,1,0,0,4,0,4,4,3,2,4,2,0,1,0,1,1,0,0,0,0,1,2,5,4,3,3,1,3,1,2,169.0
7,4,16,1,1,0,0,1,1,1,2,2,4,1,0,3,1,2,1,1,0,1,0,1,0,1,1,3,5,2,5,2,0,0,3,2,170.0
13,15,16,0,1,0,0,1,1,4,0,1,0,0,0,4,2,3,1,0,1,1,0,1,0,1,4,5,3,4,5,4,0,2,3,2,171.0
18,13,16,0,1,1,1,0,1,3,0,2,2,3,2,1,4,2,0,1,0,1,0,0,0,0,4,4,4,2,1,5,2,0,3,2,172.0
18,1,16,0,1,0,1,0,0,3,0,4,4,1,2,4,3,0,0,1,1,0,1,0,1,0,2,2,2,5,5,5,0,0,3,2,173.0
10,3,16,0,1,1,1,1,1,3,4,4,0,0,1,4,1,2,1,1,1,1,0,1,1,1,5,2,1,3,5,4,1,3,0,1,174.0
15,2,16,0,1,1,1,1,0,3,3,0,0,1,2,2,1,0,0,1,0,1,0,0,1,1,1,3,4,4,1,1,0,1,2,2,175.0
4,8,16,0,0,0,1,0,0,0,1,4,3,3,0,3,4,1,0,1,0,0,0,0,1,1,5,2,4,2,4,3,2,0,0,2,176.0
16,0,16,1,1,0,1,1,1,4,0,3,4,0,0,1,2,1,0,0,1,0,1,1,1,1,2,5,4,2,2,1,1,3,3,1,177.0
7,0,16,1,0,0,1,1,0,3,4,0,2,3,0,2,2,2,1,1,1,0,1,1,1,1,4,1,3,3,2,2,0,0,3,3,178.0
