G1,G2,G3,school_C,sex_C,age_C,address_C,famsize_C,Pstatus_C,Medu_C,Fedu_C,Mjob_C,Fjob_C,reason_C,guardian_C,traveltime_C,studytime_C,failures_C,schoolsup_C,famsup_C,paid_C,activities_C,nursery_C,higher_C,internet_C,romantic_C,famrel_C,freetime_C,goout_C,Dalc_C,Walc_C,health_C,absences_C,G1_C,G2_C,G3_C,rank
19,9,19,0,1,0,0,1,1,3,0,4,3,3,2,4,2,0,1,1,1,0,0,1,1,1,2,2,1,5,2,4,0,0,0,0,20.0
12,19,19,1,1,0,1,0,0,4,4,0,2,1,2,2,4,0,1,0,1,0,0,0,0,0,1,1,1,5,3,1,0,1,2,2,21.0
9,13,19,0,0,1,1,1,0,4,1,3,1,1,2,3,2,3,1,0,0,0,1,0,0,0,4,4,3,4,1,2,2,3,1,2,22.0
17,10,19,1,0,0,1,1,1,1,2,2,0,2,1,3,3,2,0,1,0,0,1,0,1,0,3,3,5,2,3,4,1,2,3,2,23.0
14,9,19,0,0,0,0,0,0,1,3,4,3,0,1,4,2,1,0,0,1,0,1,1,1,0,4,1,1,3,1,4,0,0,2,2,24.0
16,6,19,0,0,0,1,1,1,0,1,1,1,1,1,3,3,0,1,0,1,0,0,1,1,0,4,5,2,4,1,3,0,3,3,1,25.0
11,15,19,1,0,1,1,1,1,2,0,0,1,2,2,4,4,0,0,0,0,1,1,1,0,0,3,4,1,1,5,2,1,0,2,1,26.0
8,4,19,1,0,0,1,0,0,3,0,3,2,0,0,4,2,3,1,0,0,0,0,0,0,1,2,1,3,1,1,3,2,2,3,2,27.0
4,16,19,0,0,1,0,0,0,0,4,4,0,2,0,4,3,3,0,0,0,1,0,0,0,1,1,5,4,4,2,5,2,0,2,0,28.0
18,19,19,0,1,1,1,1,1,3,1,2,4,2,2,4,3,1,0,0,0,1,1,0,1,0,4,1,2,4,5,5,1,1,0,1,29.0
4,5,19,1,0,1,0,0,1,1,4,0,2,3,2,2,2,2,1,1,1,1,1,1,1,0,4,3,4,1,3,2,2,3,3,2,30.0
16,1,19,0,1,0,0,1,1,2,3,3,4,1,1,2,1,1,0,0,1,1,0,0,0,0,5,2,3,1,2,4,0,3,3,3,31.0
17,19,19,1,1,1,1,0,1,0,2,4,4,3,2,1,4,3,1,1,0,1,0,0,1,1,3,5,5,5,2,4,0,1,3,2,32.0
11,9,19,1,1,1,1,0,0,3,3,0,3,2,0,3,1,1,1,1,1,1,1,1,1,1,2,5,1,4,1,4,1,1,1,3,33.0
15,16,18,0,0,0,0,0,0,4,3,0,2,0,0,1,3,0,1,0,1,0,0,0,0,1,5,4,3,1,1,4,0,2,3,3,34.0
19,18,18,0,0,0,0,1,0,4,4,2,0,2,1,1,2,0,1,0,1,0,0,0,0,1,4,3,3,1,1,5,0,3,3,3,35.0
16,17,18,0,1,0,0,1,0,4,3,2,4,1,0,1,1,0,1,1,0,0,0,0,0,1,4,5,5,1,3,1,0,3,3,3,36.0
16,18,18,0,0,0,0,1,1,3,4,2,4,2,0,1,2,0,1,0,0,0,0,0,0,1,5,4,4,1,1,1,0,3,3,3,37.0
16,18,18,0,0,0,0,1,0,3,3,2,4,0,1,1,3,0,1,0,1,0,0,0,0,1,5,3,3,1,1,5,0,3,3,3,38.0
18,18,18,0,0,0,1,1,0,4,4,0,0,2,0,1,1,0,1,1,0,0,0,0,0,1,3,5,5,2,5,4,0,3,3,3,39.0
18,18,18,0,1,0,0,1,0,4,4,2,0,0,0,2,1,1,1,0,1,1,0,0,0,1,4,2,4,2,3,2,0,3,3,3,40.0
18,18,18,0,0,0,0,1,0,2,1,4,4,2,0,3,1,0,1,1,1,1,0,0,0,1,4,3,3,1,1,4,0,3,3,3,41.0
17,18,18,0,1,0,0,1,0,4,3,2,4,0,1,1,2,0,1,0,0,1,0,0,0,0,3,1,2,1,3,2,0,3,3,3,42.0
18,18,18,0,1,0,1,0,0,3,1,2,4,1,0,2,4,0,1,0,0,1,0,0,1,1,3,1,2,1,1,3,0,3,3,3,43.0
17,17,18,0,1,0,0,1,0,3,2,1,1,1,1,1,4,0,1,0,0,0,1,0,0,1,5,2,2,1,2,5,0,3,3,3,44.0
17,18,18,0,0,1,0,1,1,3,2,2,4,2,2,1,1,0,1,1,1,0,0,0,1,1,5,5,3,1,1,5,0,3,3,3,45.0
12,16,18,0,1,0,0,0,1,0,0,3,4,1,0,3,4,0,1,0,0,1,1,0,1,0,5,2,3,2,4,5,1,1,3,0,46.0
15,8,18,0,0,0,0,1,1,2,0,4,3,1,2,2,2,2,0,1,1,1,1,1,0,1,5,4,2,1,3,2,2,2,0,0,47.0
16,0,18,0,1,0,1,0,1,1,1,4,0,0,0,3,4,1,1,1,1,1,1,1,1,1,5,5,2,2,5,4,1,3,2,1,48.0
18,6,18,1,1,0,0,0,0,2,3,1,0,0,2,4,3,1,0,0,0,0,1,1,0,1,2,2,2,4,1,5,1,3,3,0,49.0
5,17,18,0,1,0,0,1,1,4,4,1,1,1,1,4,4,3,1,0,0,1,0,1,1,1,1,3,2,2,5,5,0,3,2,2,50.0
3,3,18,0,0,0,0,0,1,4,1,2,3,1,2,4,1,3,0,0,1,1,1,1,1,0,4,3,4,5,2,1,2,0,0,3,51.0
4,4,18,1,0,1,1,0,0,3,2,4,1,3,1,3,4,0,0,1,0,1,1,0,1,0,4,1,4,2,2,3,0,0,2,1,52.0
13,5,18,1,0,1,0,1,1,0,2,1,3,3,0,3,2,2,0,0,1,1,1,1,0,1,2,5,1,5,4,1,1,3,3,3,53.0
13,10,18,0,1,0,1,1,0,1,3,1,1,2,2,1,2,0,0,1,1,0,0,1,1,0,5,4,5,5,2,5,2,3,2,0,54.0
14,12,18,1,1,0,1,0,1,3,1,0,2,2,0,4,4,1,0,1,0,0,0,1,0,0,2,1,5,3,1,3,0,2,2,2,55.0
5,3,18,0,0,0,0,1,0,0,3,0,4,3,1,2,2,0,1,1,0,1,0,1,0,1,1,4,5,4,5,2,0,2,1,1,56.0
16,18,18,0,1,0,0,1,1,4,4,4,4,0,2,2,2,1,0,0,1,0,1,1,0,1,5,3,1,3,2,5,1,0,0,2,57.0
9,9,18,1,1,1,0,1,0,0,3,4,3,3,2,2,2,0,0,0,0,0,1,1,0,1,5,3,4,1,4,2,0,0,3,1,58.0
9,8,18,0,1,1,0,1,1,1,1,0,0,2,1,3,2,3,0,0,1,1,1,1,1,1,4,4,2,5,2,1,0,1,1,0,59.0
17,16,17,0,0,0,0,1,0,4,4,2,2,1,0,2,2,0,1,0,1,0,0,0,0,1,4,3,1,1,1,5,0,3,3,3,60.0
16,17,17,0,0,0,0,1,0,4,4,2,0,3,1,1,3,0,1,0,1,0,0,0,0,0,4,4,3,1,1,4,0,3,3,3,61.0
16,17,17,0,1,0,0,1,0,2,4,2,2,1,1,1,2,0,1,0,1,0,0,0,1,1,5,4,2,2,3,5,0,3,3,3,62.0
16,16,17,0,1,0,0,1,0,2,3,2,0,3,0,1,2,0,0,1,1,1,0,0,0,1,2,3,1,1,1,3,0,3,3,3,63.0
17,17,17,0,0,0,1,0,1,3,4,4,4,1,0,2,2,0,1,0,0,0,0,0,0,1,4,2,5,3,4,1,0,3,3,3,64.0
16,15,17,0,1,0,0,0,0,3,3,2,2,0,0,1,4,0,1,0,1,1,0,0,0,1,5,3,3,1,1,1,0,3,2,3,65.0
4,0,17,0,0,1,0,0,0,2,1,4,0,3,1,4,1,0,0,1,1,0,0,0,1,1,4,2,4,5,4,3,1,1,2,3,66.0
19,18,17,1,1,0,1,0,0,3,3,0,4,2,1,4,2,3,0,0,0,1,0,0,0,1,4,5,5,4,1,4,2,2,3,1,67.0
11,2,17,0,0,1,1,1,0,2,2,3,3,1,2,4,4,2,1,1,0,0,1,0,0,1,3,5,3,5,5,2,0,1,3,0,68.0
11,17,17,0,1,1,1,1,0,1,1,2,4,1,1,2,3,3,0,0,0,0,1,0,1,1,5,2,4,3,4,2,1,3,2,2,69.0
4,17,17,1,1,1,1,1,0,1,4,4,0,3,2,4,4,0,0,0,1,1,0,1,0,1,4,1,1,2,4,5,0,1,3,0,70.0
8,16,17,0,0,0,1,1,0,1,1,1,3,2,2,3,2,2,1,0,0,1,0,0,0,1,2,2,4,4,3,4,1,0,0,3,71.0
16,12,17,1,0,1,1,0,1,3,3,2,0,0,1,3,4,0,1,1,0,1,0,1,1,1,4,2,2,5,5,5,1,3,3,3,72.0
6,15,17,1,0,1,0,0,1,0,0,3,2,0,2,4,4,1,1,0,1,0,1,0,1,1,4,5,4,1,5,5,0,1,2,3,73.0
17,8,17,1,1,1,0,1,1,0,2,1,2,2,0,3,4,2,1,1,1,0,1,0,1,0,4,4,2,3,5,3,2,0,0,0,74.0
12,14,17,0,0,0,1,1,0,0,0,1,0,0,2,2,2,3,0,0,0,0,1,1,1,0,2,3,4,2,2,2,1,1,3,2,75.0
8,10,17,0,1,0,0,1,0,0,4,3,1,1,2,3,3,1,1,0,0,1,1,0,1,1,1,1,2,5,2,2,0,2,3,2,76.0
4,10,17,0,0,1,1,0,1,4,4,1,1,2,0,4,2,3,0,0,1,0,1,0,1,1,4,4,4,2,4,4,2,3,0,0,77.0
4,11,17,1,1,1,0,1,1,3,3,4,0,3,2,3,4,2,0,0,0,1,1,1,1,0,4,2,5,1,3,2,0,3,3,3,78.0
3,7,17,0,0,1,1,0,1,2,1,0,1,2,1,1,4,0,0,0,0,0,1,1,0,0,2,2,4,2,3,3,1,3,3,2,79.0
14,16,16,0,0,0,0,1,1,2,2,4,4,0,2,1,3,0,1,0,1,1,0,0,0,0,4,5,2,1,1,3,0,2,3,3,80.0
15,15,16,0,0,0,0,0,0,4,2,0,4,2,0,1,2,0,1,1,1,0,0,0,0,1,4,5,1,1,3,5,0,2,2,3,81.0
17,16,16,0,0,0,1,1,0,4,3,0,3,2,0,1,2,0,1,0,1,0,0,0,0,0,4,5,2,1,1,5,0,3,3,3,82.0
15,16,16,0,1,0,0,1,0,4,2,2,4,2,0,1,2,0,1,0,1,1,0,0,0,1,4,2,3,1,1,5,0,2,3,3,83.0
16,16,16,0,1,0,1,0,0,3,1,4,4,1,1,2,4,0,1,0,1,1,1,0,0,1,4,4,2,2,3,3,0,3,3,3,84.0
14,15,16,0,1,0,0,0,0,4,4,1,1,3,0,1,3,0,1,0,0,0,0,0,0,0,5,4,5,1,1,4,0,2,2,3,85.0
15,15,16,0,0,0,0,1,0,4,4,0,0,2,1,1,2,0,1,0,1,0,0,0,0,1,5,4,4,1,2,5,0,2,2,3,86.0
14,15,16,0,1,0,0,1,0,4,2,1,2,0,1,1,2,0,1,1,0,1,0,0,0,0,4,2,3,1,1,3,0,2,2,3,87.0
13,15,16,0,0,0,0,1,0,1,0,4,4,1,0,2,2,0,1,0,0,0,0,0,0,0,4,3,2,1,1,3,0,2,2,3,88.0
17,15,16,0,0,0,0,1,0,4,4,2,0,0,0,1,1,0,1,1,1,1,0,0,0,1,5,2,3,1,2,5,0,3,2,3,89.0
16,16,16,0,1,0,0,1,0,4,3,1,4,0,0,1,2,0,1,0,1,0,0,0,0,1,4,3,5,1,5,2,0,3,3,3,90.0
16,15,16,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,4,2,2,2,1,0,3,2,3,91.0
14,15,16,0,0,0,0,1,0,3,3,4,2,1,0,1,1,0,1,1,1,0,1,0,0,1,4,3,5,3,5,5,0,2,2,3,92.0
16,15,16,0,0,0,1,1,0,4,3,0,2,2,0,1,3,0,1,1,1,1,0,0,0,0,5,3,2,1,2,4,0,3,2,3,93.0
18,16,16,1,1,0,0,0,0,1,1,3,2,2,1,2,3,0,1,1,1,1,0,0,0,1,5,3,2,1,1,4,0,3,3,3,94.0
14,16,16,1,0,0,0,0,0,3,1,2,2,2,0,2,1,0,1,1,1,1,1,0,0,1,2,4,5,3,4,2,0,2,3,3,95.0
3,10,16,1,0,0,1,1,1,2,3,0,3,0,1,2,1,3,0,0,1,1,0,1,1,0,1,3,2,3,5,3,0,1,2,2,96.0
17,9,16,1,1,0,1,1,1,2,0,3,1,1,1,2,1,1,1,0,0,0,1,1,0,1,2,2,3,1,2,4,2,2,3,3,97.0
3,6,16,0,1,1,1,0,0,2,1,2,1,0,2,1,4,3,1,1,1,1,1,1,1,1,1,3,4,5,4,1,1,2,1,2,98.0
16,18,16,1,1,0,1,0,0,4,4,4,3,1,0,4,3,1,1,1,0,0,1,0,0,1,1,2,2,1,1,3,1,0,0,0,99.0
5,3,16,1,0,0,1,0,1,4,3,0,2,1,2,3,3,0,1,1,1,1,0,1,0,0,5,1,3,2,2,3,0,1,0,1,100.0
10,6,16,0,1,1,0,1,1,3,2,0,3,1,1,3,2,1,0,0,0,1,0,0,1,1,3,4,3,1,2,3,0,0,3,1,101.0
8,12,16,1,0,0,1,0,0,0,1,3,4,2,0,3,1,2,1,1,0,1,0,1,0,1,5,3,2,2,5,5,0,2,3,0,102.0
7,5,16,0,1,1,0,1,0,0,1,0,2,2,2,2,1,0,0,0,1,0,0,0,1,0,1,2,3,3,1,3,0,3,3,0,103.0
3,15,16,0,1,1,0,0,0,2,3,3,0,0,0,2,2,1,1,0,0,0,1,0,1,1,5,2,1,3,2,5,1,2,1,0,104.0
7,4,16,0,1,1,1,0,1,3,2,2,0,1,0,2,4,1,1,1,0,1,0,1,1,1,4,1,2,5,1,4,1,2,2,0,105.0
15,14,16,0,0,0,0,1,1,3,0,2,2,1,0,4,1,1,1,0,1,1,1,0,0,0,1,5,3,2,2,4,0,3,0,0,106.0
15,14,15,0,1,0,0,1,0,4,2,1,2,0,0,1,3,0,1,0,0,0,0,0,0,0,3,2,2,1,1,5,0,2,2,2,107.0
15,15,15,0,0,0,0,0,0,4,3,2,4,1,0,1,2,0,1,0,0,0,0,0,0,1,5,4,2,1,2,5,0,2,2,2,108.0
14,15,15,0,0,0,0,1,0,3,4,4,4,0,0,1,2,0,1,0,0,0,0,0,0,1,5,5,1,1,1,5,0,2,2,2,109.0
13,14,15,0,0,0,0,1,0,4,3,0,4,1,0,1,2,0,1,1,1,1,0,0,0,1,4,4,1,1,1,1,0,2,2,2,110.0
12,15,15,0,0,0,0,1,0,4,4,1,1,3,1,1,1,0,1,0,0,1,0,0,0,1,5,4,2,1,1,5,0,2,2,2,111.0
15,16,15,0,0,0,0,1,0,4,2,1,2,3,0,1,1,0,1,1,0,1,0,0,0,1,2,2,4,2,4,1,0,2,3,2,112.0
12,14,15,0,0,0,0,1,0,3,2,4,4,0,0,1,1,0,1,0,0,1,1,0,0,1,5,4,3,1,1,5,0,2,2,2,113.0
15,16,15,0,0,0,1,1,1,4,4,4,0,1,0,2,3,0,1,0,1,0,0,0,0,0,2,4,3,1,1,5,0,2,3,2,114.0
14,15,15,0,1,0,0,1,1,4,3,2,2,1,0,1,2,0,1,0,0,0,0,0,0,1,4,3,2,1,1,1,0,2,2,2,115.0
14,15,15,0,0,0,0,1,0,4,4,0,1,1,0,1,2,0,1,0,1,0,0,0,1,1,3,2,2,1,1,5,0,2,2,2,116.0
16,15,15,0,1,0,0,0,0,4,3,0,2,2,0,3,2,0,1,0,1,0,0,0,0,1,5,4,3,1,2,1,0,3,2,2,117.0
13,15,15,0,0,0,0,1,0,3,1,4,4,1,1,2,4,0,1,0,0,1,0,0,0,1,4,3,2,1,1,5,0,2,2,2,118.0
15,15,15,0,0,0,0,0,0,2,2,2,2,0,0,2,2,0,1,1,0,0,0,0,0,1,5,3,3,1,3,4,0,2,2,2,119.0
11,15,15,0,0,0,1,1,0,4,3,2,4,1,0,2,1,0,0,0,1,0,1,0,0,1,3,3,3,1,1,4,0,2,2,2,120.0
16,15,15,0,1,0,0,1,0,1,2,3,2,2,0,1,2,0,1,1,1,1,1,0,0,1,3,2,3,1,2,1,0,3,2,2,121.0
16,14,15,0,0,0,0,1,0,2,2,2,2,0,1,1,4,0,1,0,0,0,0,0,0,1,5,5,4,1,2,5,0,3,2,2,122.0
16,16,15,0,1,0,0,1,0,4,4,0,0,2,0,2,1,0,1,1,1,0,0,0,0,1,4,3,2,1,1,5,0,3,3,2,123.0
17,15,15,0,0,0,1,1,0,2,2,3,4,2,0,3,1,0,1,1,1,1,1,0,1,1,4,2,2,1,2,3,0,3,2,2,124.0
15,15,15,0,0,0,0,0,0,2,1,4,4,2,0,1,2,0,1,1,0,0,0,0,0,0,4,2,3,1,2,5,0,2,2,2,125.0
14,15,15,0,1,0,0,0,0,2,4,2,2,2,1,1,2,0,1,1,1,0,0,0,0,0,4,3,2,1,1,5,0,2,2,2,126.0
14,15,15,0,1,0,0,0,0,3,2,4,4,1,0,2,2,0,1,1,0,1,0,0,0,1,4,4,4,1,3,1,0,2,2,2,127.0
16,15,15,0,1,0,0,1,0,3,2,4,4,2,0,1,2,0,1,1,1,0,1,0,0,1,5,3,4,1,3,3,0,3,2,2,128.0
13,15,15,0,0,0,0,1,0,0,2,4,4,3,0,1,1,0,1,1,0,1,1,0,0,1,4,3,2,2,4,5,0,2,2,2,129.0
15,13,15,0,0,0,0,0,1,4,4,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,5,4,3,1,1,2,0,2,2,2,130.0
15,15,15,0,1,0,0,1,0,4,3,1,2,1,0,1,3,0,1,0,0,1,0,0,0,1,4,2,2,1,2,3,0,2,2,2,131.0
12,14,15,0,1,0,0,1,0,3,1,2,2,2,1,1,3,0,1,0,1,1,1,0,0,1,3,4,3,2,3,5,0,2,2,2,132.0
16,15,15,0,1,0,0,0,0,0,2,3,3,0,1,2,3,0,1,1,1,1,0,0,0,1,3,3,3,2,3,2,0,3,2,2,133.0
16,15,15,0,1,0,0,1,0,3,4,2,4,2,0,1,3,0,1,1,1,1,0,0,0,1,4,4,5,1,3,5,0,3,2,2,134.0
16,15,15,0,0,0,0,0,0,3,4,2,4,0,0,1,2,0,1,1,1,0,0,0,0,0,4,3,3,1,3,5,0,3,2,2,135.0
13,15,15,0,1,0,0,1,0,4,3,1,4,1,0,1,3,0,1,0,0,0,0,0,0,0,4,4,3,1,3,4,0,2,2,2,136.0
16,15,15,1,1,0,0,0,0,4,4,3,3,2,0,1,2,0,1,0,0,0,0,0,0,0,2,3,4,1,1,1,0,3,2,2,137.0
15,14,15,1,1,1,0,1,0,4,2,1,4,2,2,2,3,2,1,0,0,1,1,0,0,0,5,4,3,1,1,3,0,2,2,2,138.0
15,15,15,1,1,0,0,1,0,3,3,4,4,0,0,1,2,0,1,1,0,1,0,0,0,0,4,1,3,1,2,1,0,2,2,2,139.0
8,14,15,0,0,1,0,0,1,3,2,0,1,2,0,2,2,2,0,0,0,0,1,0,1,1,2,1,3,5,3,3,1,3,0,2,140.0
16,8,15,1,0,0,1,0,0,3,1,3,4,2,2,3,2,0,1,1,1,0,1,1,0,0,1,4,2,4,1,2,0,1,1,1,141.0
9,0,15,1,0,1,0,1,0,0,3,3,0,0,2,4,3,3,1,1,1,0,0,1,1,0,1,4,4,3,2,1,2,1,1,1,142.0
12,4,15,1,1,1,0,0,1,2,2,1,1,1,0,3,3,2,0,1,0,1,0,1,1,0,5,2,2,4,1,3,2,0,2,2,143.0
3,19,15,0,1,0,1,1,0,3,4,4,4,1,0,2,4,0,1,1,1,1,0,0,1,0,1,3,3,3,5,4,0,3,1,0,144.0
10,8,15,1,1,1,1,0,0,0,0,2,4,3,2,1,4,2,1,0,1,0,0,1,1,0,1,3,1,5,3,4,0,2,0,0,145.0
16,7,15,0,0,0,1,0,0,3,4,3,0,0,1,1,2,0,1,1,0,1,0,0,0,0,1,1,4,2,1,3,0,3,2,2,146.0
8,15,15,0,1,1,1,1,1,2,3,4,1,0,0,1,1,1,0,0,0,0,1,1,1,0,5,4,5,3,5,2,0,0,2,2,147.0
16,0,15,0,0,1,0,0,1,4,3,2,3,3,1,1,2,1,1,1,1,1,1,0,1,0,1,5,3,2,2,2,0,1,1,2,148.0
18,10,15,1,1,0,0,0,1,1,1,4,0,1,1,3,3,0,1,0,1,0,0,0,1,0,1,2,3,3,1,2,0,0,0,2,149.0
12,16,15,0,0,1,1,1,0,3,1,3,4,2,2,1,3,3,0,1,0,0,1,0,1,1,1,5,4,1,1,2,2,2,0,1,150.0
12,10,15,1,0,0,1,0,1,2,2,0,1,2,1,2,1,3,1,1,1,0,0,1,1,0,5,3,3,2,3,1,1,0,0,0,151.0
18,4,15,0,0,1,1,0,1,1,0,3,4,1,0,4,1,3,0,1,0,0,0,1,0,1,3,5,1,4,5,2,2,2,0,1,152.0
5,5,15,0,1,1,1,0,1,4,1,0,1,0,2,2,3,3,0,0,0,1,1,1,1,1,2,3,2,4,5,4,2,1,1,1,153.0
10,17,15,0,0,1,0,1,1,2,3,4,1,0,0,3,2,2,1,0,0,0,0,0,0,1,1,5,5,2,5,1,0,1,3,0,154.0
7,0,15,1,1,0,1,1,1,3,3,2,3,3,2,4,4,2,0,0,1,1,1,1,0,1,2,2,2,2,3,4,0,1,2,2,155.0
8,9,15,0,0,0,1,1,0,1,4,0,0,1,0,3,4,1,0,0,1,0,1,1,0,0,5,1,2,4,4,3,1,0,0,1,156.0
13,15,15,1,1,1,0,0,0,4,0,4,0,3,2,4,2,3,1,1,1,1,1,1,1,0,5,5,4,2,5,1,0,1,0,1,157.0
8,9,15,0,0,0,0,1,0,3,3,0,2,0,0,4,2,0,1,0,1,0,0,1,1,1,1,1,2,1,5,2,2,2,1,0,158.0
13,12,15,1,1,1,1,1,1,4,4,0,0,0,1,3,2,1,0,1,1,0,0,0,0,1,5,3,5,4,3,2,2,1,0,0,159.0
14,14,14,0,0,0,0,0,0,4,4,1,2,2,1,1,1,0,1,0,0,0,0,0,0,1,4,3,3,1,3,5,0,2,2,2,160.0
14,14,14,0,1,0,0,1,0,4,4,1,4,0,0,1,1,0,1,0,1,1,0,0,0,1,4,4,4,1,2,2,0,2,2,2,161.0
13,14,14,0,1,0,0,1,0,4,4,2,2,1,0,1,3,0,1,0,0,0,0,0,0,1,3,2,3,1,2,2,0,2,2,2,162.0
15,15,14,0,0,0,0,1,0,4,2,0,4,0,0,1,2,0,1,0,0,1,0,0,1,1,4,3,3,2,2,5,0,2,2,2,163.0
12,12,14,0,0,0,0,1,0,3,1,4,4,1,0,1,1,0,1,1,1,0,0,0,1,1,5,3,2,2,2,5,0,2,2,2,164.0
13,14,14,0,1,0,0,1,0,4,2,4,4,1,0,1,3,0,1,0,1,0,0,0,0,1,5,3,3,1,3,1,0,2,2,2,165.0
11,13,14,0,0,0,0,0,0,2,2,2,1,1,0,1,4,0,1,0,1,0,0,0,0,1,4,3,4,1,1,4,0,2,2,2,166.0
11,14,14,0,1,0,0,1,0,4,4,4,4,1,0,1,1,0,1,1,1,0,1,0,0,1,5,3,4,1,2,1,0,2,2,2,167.0
10,13,14,0,0,0,0,1,0,4,4,2,4,2,0,1,1,0,1,0,1,0,1,0,0,1,5,3,3,1,1,5,0,1,2,2,168.0
11,13,14,0,0,0,0,1,0,4,4,4,0,1,1,2,2,0,1,0,1,0,0,0,1,1,4,4,3,1,1,2,0,2,2,2,169.0
12,13,14,0,0,0,0,0,0,2,1,3,4,2,0,1,1,1,1,1,1,0,0,0,1,0,4,4,4,3,5,5,0,2,2,2,170.0
14,14,14,0,1,0,0,1,0,4,4,1,1,1,0,1,2,0,1,0,0,1,0,0,0,0,4,4,2,1,1,3,0,2,2,2,171.0
13,14,14,0,0,0,0,1,0,2,3,4,4,0,1,2,1,0,1,1,1,1,0,0,0,1,5,3,3,1,1,3,0,2,2,2,172.0
12,13,14,0,1,0,0,1,1,2,2,4,4,1,0,1,2,0,0,0,0,1,0,0,0,1,3,3,4,1,1,4,0,2,2,2,173.0
13,13,14,0,1,0,0,1,0,4,4,0,2,0,0,1,3,0,1,0,1,0,1,0,0,1,5,3,2,1,1,5,0,2,2,2,174.0
13,13,14,0,1,0,0,0,0,4,3,1,4,1,1,1,2,0,1,1,1,0,0,0,0,0,3,2,3,1,2,3,0,2,2,2,175.0
15,14,14,0,0,0,0,1,0,2,1,4,4,0,0,1,2,0,1,1,1,0,0,0,0,1,5,2,4,1,2,4,0,2,2,2,176.0
15,14,14,0,1,0,0,1,0,2,3,4,2,1,1,1,4,0,1,0,0,0,0,0,0,0,4,5,5,1,3,2,0,2,2,2,177.0
15,14,14,0,0,0,1,1,0,1,2,3,3,0,0,1,2,0,1,0,0,0,1,0,1,0,3,5,2,2,2,1,0,2,2,2,178.0
