G1,G2,G3,school_C,sex_C,age_C,address_C,famsize_C,Pstatus_C,Medu_C,Fedu_C,Mjob_C,Fjob_C,reason_C,guardian_C,traveltime_C,studytime_C,failures_C,schoolsup_C,famsup_C,paid_C,activities_C,nursery_C,higher_C,internet_C,romantic_C,famrel_C,freetime_C,goout_C,Dalc_C,Walc_C,health_C,absences_C,G1_C,G2_C,G3_C,rank
4,6,18,0,1,0,0,1,0,2,3,4,2,0,2,4,2,1,0,0,0,0,1,0,1,0,5,3,4,5,3,2,0,0,3,2,55.0
12,6,18,0,1,1,0,1,1,4,4,1,1,3,0,2,1,0,1,0,1,0,0,1,1,0,3,3,1,4,1,2,2,3,1,3,56.0
10,0,18,0,0,0,0,1,1,3,1,1,4,2,0,3,1,0,0,0,1,0,0,1,0,1,5,3,4,3,1,2,1,0,0,2,57.0
19,9,18,0,1,0,1,0,0,3,0,4,2,3,1,4,3,0,0,1,1,1,0,1,1,1,3,4,5,4,5,3,0,2,2,2,58.0
18,7,18,0,0,1,0,1,1,4,1,1,4,0,2,4,1,3,0,1,1,1,1,1,0,0,2,1,1,5,5,4,0,2,0,0,59.0
19,0,18,0,1,1,0,0,0,3,2,1,2,3,0,4,4,0,0,1,1,0,0,1,1,1,2,1,4,5,2,5,1,1,1,3,60.0
5,5,18,1,0,1,0,0,1,1,2,4,4,2,0,3,1,0,0,1,1,1,1,0,0,0,2,2,5,4,2,3,1,0,2,1,61.0
18,4,18,1,0,1,0,0,0,4,1,0,4,0,2,1,4,1,1,1,1,0,1,1,1,1,5,3,1,4,1,1,0,0,0,0,62.0
5,17,18,1,1,0,1,0,1,0,4,1,4,3,2,1,1,3,1,0,0,1,0,0,1,1,4,2,5,3,1,5,0,2,1,1,63.0
19,6,18,0,1,0,1,0,0,0,2,0,1,1,0,2,3,1,0,1,0,1,1,0,1,1,4,4,2,1,2,3,0,0,0,2,64.0
3,12,18,0,0,0,1,1,1,1,4,4,4,3,1,1,2,3,0,0,0,1,1,0,1,1,4,4,5,4,4,5,2,1,1,3,65.0
15,15,18,1,1,0,1,1,0,2,0,2,0,0,2,1,3,1,0,0,1,0,1,1,0,0,3,5,4,2,1,2,1,1,2,2,66.0
5,1,18,0,1,0,0,0,1,1,1,0,1,3,1,3,4,0,1,1,0,1,0,1,0,1,5,5,2,3,1,4,2,3,0,2,67.0
3,1,18,1,1,1,1,1,1,0,2,3,4,2,1,4,2,2,1,1,1,1,1,1,1,1,2,5,1,1,1,3,1,2,0,3,68.0
8,2,18,0,1,0,1,0,0,3,4,3,0,0,0,2,4,0,1,1,1,1,0,0,1,0,4,4,2,3,4,1,2,1,3,2,69.0
10,2,18,0,0,1,0,0,1,3,0,3,0,3,1,1,4,0,1,0,1,1,0,0,0,0,4,1,5,1,2,3,2,1,1,0,70.0
17,7,18,1,0,1,0,0,1,4,0,4,1,1,1,3,3,2,1,1,1,0,1,1,0,1,1,1,2,1,3,1,2,1,1,3,71.0
17,16,17,0,0,0,0,1,0,4,4,2,2,1,0,2,2,0,1,0,1,0,0,0,0,1,4,3,1,1,1,5,0,3,3,3,72.0
16,17,17,0,0,0,0,1,0,4,4,2,0,3,1,1,3,0,1,0,1,0,0,0,0,0,4,4,3,1,1,4,0,3,3,3,73.0
16,17,17,0,1,0,0,1,0,2,4,2,2,1,1,1,2,0,1,0,1,0,0,0,1,1,5,4,2,2,3,5,0,3,3,3,74.0
16,16,17,0,1,0,0,1,0,2,3,2,0,3,0,1,2,0,0,1,1,1,0,0,0,1,2,3,1,1,1,3,0,3,3,3,75.0
17,17,17,0,0,0,1,0,1,3,4,4,4,1,0,2,2,0,1,0,0,0,0,0,0,1,4,2,5,3,4,1,0,3,3,3,76.0
16,15,17,0,1,0,0,0,0,3,3,2,2,0,0,1,4,0,1,0,1,1,0,0,0,1,5,3,3,1,1,1,0,3,2,3,77.0
8,8,17,0,0,0,1,1,0,1,3,0,3,2,2,4,1,0,0,1,0,1,1,1,1,1,1,3,3,2,2,5,2,2,2,1,78.0
6,14,17,1,0,0,1,1,1,3,4,0,4,2,2,1,3,3,1,0,1,1,1,1,1,1,4,1,5,1,1,3,1,1,2,1,79.0
18,1,17,0,0,0,1,0,0,3,0,4,2,3,2,3,4,3,0,1,1,0,0,0,0,1,1,4,3,3,3,5,0,3,2,3,80.0
3,3,17,0,1,0,0,0,0,4,0,4,4,2,0,1,1,2,0,0,0,0,1,0,1,1,4,3,2,1,4,5,1,3,3,3,81.0
5,0,17,0,0,0,0,1,1,2,0,4,4,3,1,3,4,2,0,1,1,1,0,1,0,0,3,3,2,2,3,4,1,2,1,1,82.0
6,6,17,1,1,1,1,0,1,3,3,3,2,3,0,3,4,1,0,1,0,0,1,0,1,0,4,4,3,1,1,5,1,3,0,2,83.0
16,8,17,1,0,0,1,0,1,3,0,4,2,1,0,1,3,0,1,1,0,0,0,0,1,1,5,2,4,5,5,3,1,2,3,1,84.0
15,13,17,1,1,0,1,0,1,2,4,3,4,3,0,3,1,1,0,1,0,1,1,0,0,0,4,2,5,4,4,2,1,2,0,3,85.0
14,14,17,1,1,1,0,1,1,0,3,2,2,0,0,2,3,2,1,1,0,0,1,1,0,0,2,3,3,4,4,5,0,1,0,0,86.0
14,12,17,1,0,1,1,0,1,2,2,3,3,2,1,4,3,2,0,0,1,1,1,1,1,1,5,2,2,1,5,5,2,1,0,0,87.0
11,17,17,0,1,0,0,1,1,3,2,3,2,2,1,1,2,0,0,1,0,1,1,1,1,0,5,4,2,1,5,1,1,2,2,0,88.0
11,18,17,0,1,0,0,1,1,3,2,2,0,0,0,3,1,0,1,0,1,0,0,1,1,1,2,4,1,3,1,5,0,0,0,2,89.0
11,15,17,0,0,1,1,1,0,4,1,4,2,1,0,4,4,2,1,0,1,1,1,1,0,0,4,2,4,1,1,4,1,2,1,1,90.0
14,1,17,1,0,0,1,0,0,1,0,1,0,0,2,4,3,1,1,1,1,1,0,0,1,0,4,5,1,4,4,3,0,0,2,2,91.0
14,0,17,0,0,1,0,0,1,0,3,2,2,2,0,1,1,0,1,0,0,1,0,1,1,0,2,5,4,4,5,5,2,0,1,2,92.0
5,9,17,1,1,1,1,0,1,4,4,2,1,3,2,2,3,0,0,1,1,0,0,1,1,1,3,4,2,4,4,4,1,2,3,2,93.0
13,0,17,1,0,0,1,0,0,1,4,2,4,3,0,2,3,2,1,0,1,0,0,0,0,1,3,4,1,1,3,2,0,2,3,2,94.0
19,0,17,1,1,1,0,1,0,1,1,3,4,1,0,2,1,1,0,0,1,0,1,0,0,0,2,4,3,1,4,5,1,1,2,1,95.0
3,10,17,0,1,1,1,0,0,4,3,2,4,0,1,3,4,2,1,1,0,0,1,0,1,1,1,1,3,1,2,4,1,3,3,3,96.0
7,12,17,0,0,0,1,0,1,2,1,4,4,3,2,2,1,1,0,1,1,1,0,1,1,0,5,4,1,5,1,1,0,0,3,0,97.0
16,0,17,1,1,0,0,0,0,3,2,3,1,2,2,1,2,2,1,0,0,0,0,1,1,0,1,1,1,5,3,4,1,0,2,1,98.0
14,16,16,0,0,0,0,1,1,2,2,4,4,0,2,1,3,0,1,0,1,1,0,0,0,0,4,5,2,1,1,3,0,2,3,3,99.0
15,15,16,0,0,0,0,0,0,4,2,0,4,2,0,1,2,0,1,1,1,0,0,0,0,1,4,5,1,1,3,5,0,2,2,3,100.0
17,16,16,0,0,0,1,1,0,4,3,0,3,2,0,1,2,0,1,0,1,0,0,0,0,0,4,5,2,1,1,5,0,3,3,3,101.0
15,16,16,0,1,0,0,1,0,4,2,2,4,2,0,1,2,0,1,0,1,1,0,0,0,1,4,2,3,1,1,5,0,2,3,3,102.0
16,16,16,0,1,0,1,0,0,3,1,4,4,1,1,2,4,0,1,0,1,1,1,0,0,1,4,4,2,2,3,3,0,3,3,3,103.0
14,15,16,0,1,0,0,0,0,4,4,1,1,3,0,1,3,0,1,0,0,0,0,0,0,0,5,4,5,1,1,4,0,2,2,3,104.0
15,15,16,0,0,0,0,1,0,4,4,0,0,2,1,1,2,0,1,0,1,0,0,0,0,1,5,4,4,1,2,5,0,2,2,3,105.0
14,15,16,0,1,0,0,1,0,4,2,1,2,0,1,1,2,0,1,1,0,1,0,0,0,0,4,2,3,1,1,3,0,2,2,3,106.0
13,15,16,0,0,0,0,1,0,1,0,4,4,1,0,2,2,0,1,0,0,0,0,0,0,0,4,3,2,1,1,3,0,2,2,3,107.0
17,15,16,0,0,0,0,1,0,4,4,2,0,0,0,1,1,0,1,1,1,1,0,0,0,1,5,2,3,1,2,5,0,3,2,3,108.0
16,16,16,0,1,0,0,1,0,4,3,1,4,0,0,1,2,0,1,0,1,0,0,0,0,1,4,3,5,1,5,2,0,3,3,3,109.0
16,15,16,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,4,2,2,2,1,0,3,2,3,110.0
14,15,16,0,0,0,0,1,0,3,3,4,2,1,0,1,1,0,1,1,1,0,1,0,0,1,4,3,5,3,5,5,0,2,2,3,111.0
16,15,16,0,0,0,1,1,0,4,3,0,2,2,0,1,3,0,1,1,1,1,0,0,0,0,5,3,2,1,2,4,0,3,2,3,112.0
18,16,16,1,1,0,0,0,0,1,1,3,2,2,1,2,3,0,1,1,1,1,0,0,0,1,5,3,2,1,1,4,0,3,3,3,113.0
14,16,16,1,0,0,0,0,0,3,1,2,2,2,0,2,1,0,1,1,1,1,1,0,0,1,2,4,5,3,4,2,0,2,3,3,114.0
18,4,16,0,0,1,0,0,0,4,2,4,0,0,0,2,4,3,0,1,1,1,0,0,1,1,1,1,3,3,2,2,1,3,0,3,115.0
6,4,16,1,0,0,1,1,1,1,0,0,2,2,1,4,2,1,1,0,1,1,0,1,1,1,4,5,3,1,5,4,0,2,0,1,116.0
19,8,16,1,1,1,1,0,1,1,4,3,4,3,0,1,3,0,1,1,1,1,0,0,1,0,2,1,2,2,5,1,1,0,1,3,117.0
13,14,16,1,0,1,0,0,1,1,3,1,1,3,0,3,4,2,1,1,0,1,1,1,0,0,1,2,3,1,3,2,2,0,1,2,118.0
11,19,16,1,1,1,0,0,0,0,0,4,2,3,0,3,1,2,0,0,1,0,0,0,0,1,4,3,4,3,5,4,0,2,1,0,119.0
8,0,16,1,0,0,1,1,0,0,3,3,3,2,2,2,4,1,1,1,1,0,1,1,0,1,1,2,3,4,4,5,1,1,1,1,120.0
8,19,16,1,1,1,0,1,0,3,3,3,1,1,1,3,1,3,0,0,0,0,1,0,1,1,1,3,5,4,3,2,0,2,0,3,121.0
12,1,16,0,0,0,0,0,0,4,1,1,1,2,0,1,2,3,0,0,1,0,0,1,1,0,5,3,5,1,5,3,1,2,0,2,122.0
4,7,16,0,0,0,1,1,1,2,0,2,2,3,1,4,3,0,0,1,1,1,1,0,1,1,1,3,2,2,2,5,1,3,3,1,123.0
7,9,16,1,1,1,0,1,0,2,0,3,2,2,2,3,3,0,0,0,0,0,0,0,0,0,1,3,3,5,5,3,0,1,2,0,124.0
13,17,16,0,0,1,0,0,1,4,2,1,4,1,2,2,1,3,0,0,0,0,1,1,0,1,4,4,4,2,4,4,0,2,3,2,125.0
13,0,16,1,0,0,0,1,0,2,3,4,2,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,3,3,1,1,2,2,0,1,126.0
15,15,16,1,1,1,1,1,1,0,3,0,4,1,1,4,3,0,1,1,1,1,0,1,0,0,4,3,3,5,4,2,0,2,2,0,127.0
4,12,16,0,1,0,0,1,0,3,0,3,3,0,0,4,2,0,0,0,0,1,0,0,0,0,5,3,5,5,1,2,1,1,2,1,128.0
12,3,16,0,1,0,1,1,1,0,2,4,0,3,0,3,4,3,1,0,1,1,0,0,1,0,4,1,3,4,5,5,0,1,0,0,129.0
8,15,16,1,1,1,0,1,0,2,1,1,2,3,2,2,1,1,0,0,0,1,0,1,0,0,1,5,4,2,4,3,1,1,1,1,130.0
15,14,15,0,1,0,0,1,0,4,2,1,2,0,0,1,3,0,1,0,0,0,0,0,0,0,3,2,2,1,1,5,0,2,2,2,131.0
15,15,15,0,0,0,0,0,0,4,3,2,4,1,0,1,2,0,1,0,0,0,0,0,0,1,5,4,2,1,2,5,0,2,2,2,132.0
14,15,15,0,0,0,0,1,0,3,4,4,4,0,0,1,2,0,1,0,0,0,0,0,0,1,5,5,1,1,1,5,0,2,2,2,133.0
13,14,15,0,0,0,0,1,0,4,3,0,4,1,0,1,2,0,1,1,1,1,0,0,0,1,4,4,1,1,1,1,0,2,2,2,134.0
12,15,15,0,0,0,0,1,0,4,4,1,1,3,1,1,1,0,1,0,0,1,0,0,0,1,5,4,2,1,1,5,0,2,2,2,135.0
15,16,15,0,0,0,0,1,0,4,2,1,2,3,0,1,1,0,1,1,0,1,0,0,0,1,2,2,4,2,4,1,0,2,3,2,136.0
12,14,15,0,0,0,0,1,0,3,2,4,4,0,0,1,1,0,1,0,0,1,1,0,0,1,5,4,3,1,1,5,0,2,2,2,137.0
15,16,15,0,0,0,1,1,1,4,4,4,0,1,0,2,3,0,1,0,1,0,0,0,0,0,2,4,3,1,1,5,0,2,3,2,138.0
14,15,15,0,1,0,0,1,1,4,3,2,2,1,0,1,2,0,1,0,0,0,0,0,0,1,4,3,2,1,1,1,0,2,2,2,139.0
14,15,15,0,0,0,0,1,0,4,4,0,1,1,0,1,2,0,1,0,1,0,0,0,1,1,3,2,2,1,1,5,0,2,2,2,140.0
16,15,15,0,1,0,0,0,0,4,3,0,2,2,0,3,2,0,1,0,1,0,0,0,0,1,5,4,3,1,2,1,0,3,2,2,141.0
13,15,15,0,0,0,0,1,0,3,1,4,4,1,1,2,4,0,1,0,0,1,0,0,0,1,4,3,2,1,1,5,0,2,2,2,142.0
15,15,15,0,0,0,0,0,0,2,2,2,2,0,0,2,2,0,1,1,0,0,0,0,0,1,5,3,3,1,3,4,0,2,2,2,143.0
11,15,15,0,0,0,1,1,0,4,3,2,4,1,0,2,1,0,0,0,1,0,1,0,0,1,3,3,3,1,1,4,0,2,2,2,144.0
16,15,15,0,1,0,0,1,0,1,2,3,2,2,0,1,2,0,1,1,1,1,1,0,0,1,3,2,3,1,2,1,0,3,2,2,145.0
16,14,15,0,0,0,0,1,0,2,2,2,2,0,1,1,4,0,1,0,0,0,0,0,0,1,5,5,4,1,2,5,0,3,2,2,146.0
16,16,15,0,1,0,0,1,0,4,4,0,0,2,0,2,1,0,1,1,1,0,0,0,0,1,4,3,2,1,1,5,0,3,3,2,147.0
17,15,15,0,0,0,1,1,0,2,2,3,4,2,0,3,1,0,1,1,1,1,1,0,1,1,4,2,2,1,2,3,0,3,2,2,148.0
15,15,15,0,0,0,0,0,0,2,1,4,4,2,0,1,2,0,1,1,0,0,0,0,0,0,4,2,3,1,2,5,0,2,2,2,149.0
14,15,15,0,1,0,0,0,0,2,4,2,2,2,1,1,2,0,1,1,1,0,0,0,0,0,4,3,2,1,1,5,0,2,2,2,150.0
14,15,15,0,1,0,0,0,0,3,2,4,4,1,0,2,2,0,1,1,0,1,0,0,0,1,4,4,4,1,3,1,0,2,2,2,151.0
16,15,15,0,1,0,0,1,0,3,2,4,4,2,0,1,2,0,1,1,1,0,1,0,0,1,5,3,4,1,3,3,0,3,2,2,152.0
13,15,15,0,0,0,0,1,0,0,2,4,4,3,0,1,1,0,1,1,0,1,1,0,0,1,4,3,2,2,4,5,0,2,2,2,153.0
15,13,15,0,0,0,0,0,1,4,4,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,5,4,3,1,1,2,0,2,2,2,154.0
15,15,15,0,1,0,0,1,0,4,3,1,2,1,0,1,3,0,1,0,0,1,0,0,0,1,4,2,2,1,2,3,0,2,2,2,155.0
12,14,15,0,1,0,0,1,0,3,1,2,2,2,1,1,3,0,1,0,1,1,1,0,0,1,3,4,3,2,3,5,0,2,2,2,156.0
16,15,15,0,1,0,0,0,0,0,2,3,3,0,1,2,3,0,1,1,1,1,0,0,0,1,3,3,3,2,3,2,0,3,2,2,157.0
16,15,15,0,1,0,0,1,0,3,4,2,4,2,0,1,3,0,1,1,1,1,0,0,0,1,4,4,5,1,3,5,0,3,2,2,158.0
16,15,15,0,0,0,0,0,0,3,4,2,4,0,0,1,2,0,1,1,1,0,0,0,0,0,4,3,3,1,3,5,0,3,2,2,159.0
13,15,15,0,1,0,0,1,0,4,3,1,4,1,0,1,3,0,1,0,0,0,0,0,0,0,4,4,3,1,3,4,0,2,2,2,160.0
16,15,15,1,1,0,0,0,0,4,4,3,3,2,0,1,2,0,1,0,0,0,0,0,0,0,2,3,4,1,1,1,0,3,2,2,161.0
15,14,15,1,1,1,0,1,0,4,2,1,4,2,2,2,3,2,1,0,0,1,1,0,0,0,5,4,3,1,1,3,0,2,2,2,162.0
15,15,15,1,1,0,0,1,0,3,3,4,4,0,0,1,2,0,1,1,0,1,0,0,0,0,4,1,3,1,2,1,0,2,2,2,163.0
16,1,15,0,1,0,0,1,0,0,0,4,0,2,0,1,4,0,0,0,0,1,0,1,0,0,2,2,1,5,2,2,0,2,0,2,164.0
10,11,15,1,1,1,0,1,0,2,4,4,4,0,0,4,3,3,0,1,1,0,0,1,1,1,4,1,5,5,3,3,2,0,3,2,165.0
11,16,15,1,1,1,1,0,0,2,3,4,2,0,0,4,1,2,0,0,1,1,0,0,1,0,4,3,2,5,2,2,0,0,1,3,166.0
17,6,15,0,0,1,1,0,1,3,1,1,3,2,0,3,3,1,0,1,1,0,1,0,0,0,1,1,4,2,4,2,1,3,3,2,167.0
5,19,15,0,1,0,1,0,1,3,0,4,0,3,1,3,2,2,0,0,1,0,0,0,0,1,4,5,2,2,2,5,1,1,0,1,168.0
9,5,15,1,1,1,0,0,1,0,1,1,0,2,0,1,4,1,0,0,0,0,1,1,0,1,1,1,1,1,3,2,2,3,2,0,169.0
10,0,15,1,1,1,0,0,1,1,3,1,2,2,2,1,3,3,0,0,0,1,0,1,0,0,3,4,1,5,2,5,0,3,1,3,170.0
18,17,15,0,0,0,1,1,0,0,0,0,0,3,2,3,4,2,0,1,0,1,1,1,0,0,4,4,3,4,2,2,1,3,2,0,171.0
14,3,15,1,1,1,0,0,0,3,3,4,1,2,1,1,3,3,1,1,1,1,0,0,1,1,3,2,1,1,2,1,1,0,0,3,172.0
14,5,15,1,1,1,1,0,1,0,0,3,4,3,0,3,3,0,1,0,0,1,0,1,1,1,3,5,4,1,3,2,1,0,3,2,173.0
18,0,15,1,0,0,1,1,0,2,0,2,3,1,1,3,2,3,0,1,1,1,0,1,0,1,3,1,5,2,4,4,2,1,3,2,174.0
19,13,15,1,0,1,0,0,1,1,3,1,0,1,1,3,4,2,0,1,1,1,0,0,1,1,3,3,5,2,3,1,0,3,1,0,175.0
13,8,15,1,1,0,0,1,0,1,1,2,2,3,2,2,2,2,1,0,0,0,1,0,0,1,2,3,5,3,2,5,1,0,1,2,176.0
17,6,15,1,0,0,0,0,1,1,2,3,2,3,1,1,2,0,1,0,1,1,1,0,1,1,1,3,5,3,2,2,2,2,2,3,177.0
8,12,15,0,0,1,1,1,0,2,2,0,0,3,2,4,2,0,1,1,0,0,1,0,1,0,1,5,2,5,3,2,1,0,2,0,178.0
