,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,act,pred
34,0,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
35,1,2,0,6,5,13,4,4,0,0,0,1,38,0,[1]
36,1,2,11,9,2,2,0,4,1,0,0,0,38,0,[1]
37,1,3,9,13,0,12,1,4,0,0,1,1,38,1,[0]
38,0,2,15,10,2,3,0,1,1,0,0,0,29,0,[1]
39,1,1,12,14,2,9,0,4,1,0,0,0,38,1,[0]
40,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
41,1,2,11,9,2,2,0,4,1,0,0,1,38,1,[0]
42,1,0,7,12,2,0,5,4,0,0,0,0,38,1,[0]
43,1,3,9,13,5,9,1,4,0,0,0,1,38,0,[1]
44,2,2,11,9,2,6,0,4,1,0,0,0,38,1,[0]
45,2,2,5,4,2,4,0,4,1,0,0,0,38,1,[0]
46,0,2,9,13,2,3,5,4,0,0,0,0,38,0,[1]
47,1,2,15,10,2,9,0,4,1,0,0,1,38,0,[1]
48,0,5,10,16,4,9,1,4,0,0,0,1,8,0,[1]
49,1,2,9,13,4,11,1,3,0,0,0,1,38,1,[0]
50,1,2,5,4,2,11,5,4,0,0,0,0,38,0,[1]
51,2,2,12,14,5,3,1,4,1,0,0,0,38,0,[1]
52,2,3,9,13,2,11,0,4,1,0,0,0,38,1,[0]
53,1,2,15,10,2,4,0,4,1,0,0,1,38,0,[1]
54,2,2,11,9,2,9,0,4,1,0,0,0,38,0,[1]
55,1,1,11,9,2,13,0,4,1,0,0,0,38,0,[1]
56,1,2,9,13,2,0,5,1,0,0,0,0,29,0,[1]
57,0,4,15,10,2,3,0,4,1,0,0,0,38,1,[0]
58,2,2,11,9,2,4,0,3,1,0,0,0,25,0,[1]
59,1,2,9,13,2,0,5,2,0,0,0,0,38,0,[1]
60,1,5,9,13,2,9,0,4,1,0,0,0,38,1,[0]
61,1,4,9,13,2,11,0,4,1,0,0,0,10,0,[1]
62,1,2,9,13,2,0,0,4,1,0,0,0,38,1,[0]
63,1,4,11,9,2,3,0,4,1,0,0,1,38,1,[0]
64,1,0,11,9,2,0,0,4,1,0,0,0,38,1,[0]
65,1,2,9,13,2,12,0,4,1,0,0,1,38,1,[0]
66,1,2,12,14,4,9,1,4,1,0,0,0,38,1,[0]
67,1,2,8,11,2,12,5,4,0,0,0,0,38,1,[0]
68,1,2,5,4,2,2,0,4,1,0,0,1,38,0,[1]
69,1,4,12,14,4,9,1,4,1,0,0,0,38,1,[0]
70,2,2,15,10,2,2,0,4,1,0,0,0,38,1,[0]
71,1,2,11,9,2,6,0,4,1,0,0,0,38,0,[1]
72,2,3,15,10,2,9,0,4,1,0,0,0,38,0,[1]
73,1,2,7,12,2,11,0,4,1,0,0,0,38,1,[0]
74,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
75,1,2,11,9,2,11,0,4,1,0,0,0,38,1,[0]
76,1,2,11,9,2,2,0,4,1,0,0,0,38,0,[1]
77,1,2,11,9,2,2,0,2,1,0,0,0,38,1,[0]
78,2,2,11,9,2,8,2,1,0,0,0,1,29,0,[1]
79,0,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
80,0,2,15,10,2,3,0,4,1,0,0,1,38,0,[1]
81,1,5,8,11,2,10,0,4,1,0,0,1,38,1,[0]
82,0,2,11,9,2,13,0,4,1,0,0,1,38,1,[0]
83,1,2,11,9,2,9,0,0,1,0,0,0,38,1,[0]
84,1,2,15,10,2,11,5,4,0,0,0,0,38,0,[1]
85,0,2,11,9,0,12,4,4,0,0,0,0,10,0,[1]
86,1,1,12,14,2,9,0,4,1,0,0,1,38,1,[0]
87,1,2,9,13,2,9,0,4,1,0,0,0,38,1,[0]
88,2,2,15,10,2,0,0,4,1,0,0,0,38,0,[1]
89,1,4,15,10,2,2,0,4,1,0,0,0,38,1,[0]
90,1,2,15,10,2,2,0,4,1,0,0,0,38,1,[0]
91,0,1,15,10,4,10,3,4,0,0,0,0,38,1,[0]
92,2,2,15,10,2,7,0,4,1,0,0,0,38,1,[0]
93,1,1,7,12,4,9,3,2,1,0,0,0,38,0,[1]
94,1,4,9,13,4,7,1,2,0,0,0,1,38,0,[1]
95,1,2,15,10,2,11,0,4,1,0,0,0,38,0,[1]
96,1,2,7,12,0,3,1,4,0,0,0,0,38,0,[1]
97,0,2,15,10,2,6,0,4,1,0,1,0,38,0,[1]
98,1,2,15,10,2,3,0,4,1,0,0,0,38,1,[0]
99,0,2,12,14,3,11,1,4,0,0,0,1,38,1,[0]
100,2,2,12,14,0,3,1,4,0,0,0,0,38,1,[0]
101,2,2,6,5,2,13,0,4,1,0,0,1,38,1,[0]
102,0,5,15,10,2,9,5,4,0,0,0,1,38,0,[1]
103,1,2,12,14,4,9,1,4,1,0,1,1,38,0,[1]
104,1,2,12,14,2,9,0,4,1,0,0,0,38,1,[0]
105,1,5,15,10,2,13,0,4,1,0,0,1,38,0,[1]
106,1,4,15,10,4,3,1,4,1,0,0,0,38,0,[1]
107,1,2,8,11,2,2,0,4,1,0,0,0,38,1,[0]
108,0,2,15,10,2,13,0,4,1,0,0,1,38,1,[0]
109,1,2,8,11,2,2,0,4,1,0,0,0,38,1,[0]
110,0,2,15,10,2,11,0,4,1,0,0,0,38,0,[1]
111,1,2,11,9,2,5,0,4,1,0,0,0,38,0,[1]
112,1,5,15,10,2,7,0,4,1,0,0,0,38,0,[1]
113,1,4,12,14,0,3,4,4,0,0,0,1,38,0,[1]
114,1,2,9,13,2,11,0,4,1,0,0,1,38,0,[1]
115,2,2,11,9,2,11,0,4,1,0,0,0,38,0,[1]
116,1,2,11,9,2,13,0,4,1,0,0,1,38,1,[0]
117,1,2,15,10,2,0,0,4,1,0,0,0,38,1,[0]
118,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
119,2,1,9,13,2,9,0,4,1,0,0,0,38,0,[1]
120,1,2,11,9,2,0,0,4,1,0,0,0,38,0,[1]
121,1,5,11,9,2,7,0,4,1,0,0,0,38,1,[0]
122,2,4,11,9,2,11,0,4,1,0,0,1,38,1,[0]
123,1,4,11,9,2,7,5,4,0,0,0,0,38,0,[1]
124,2,4,15,10,2,11,0,4,1,0,0,0,38,1,[0]
125,2,2,14,15,4,9,2,4,0,0,0,1,38,0,[1]
126,2,2,11,9,2,13,0,4,1,0,0,0,38,1,[0]
127,1,2,9,13,2,9,5,4,0,0,0,0,38,0,[1]
128,1,1,15,10,2,10,0,4,1,0,0,1,38,1,[0]
129,1,2,9,13,2,9,0,4,1,0,0,0,38,0,[1]
130,1,2,11,9,2,13,0,4,1,0,0,1,38,0,[1]
131,1,2,0,6,2,6,0,4,1,0,0,0,38,1,[0]
132,1,0,15,10,2,3,0,4,1,0,0,0,38,1,[0]
133,2,2,11,9,2,6,0,4,1,0,0,0,38,0,[1]
134,1,2,9,13,2,0,0,4,1,0,0,0,38,0,[1]
135,2,2,15,10,2,11,0,4,1,0,0,0,38,1,[0]
136,2,3,11,9,2,11,0,4,1,0,0,0,38,0,[1]
137,2,4,11,9,2,11,0,4,1,0,0,1,38,0,[1]
138,1,0,15,10,2,3,0,2,1,0,0,0,38,0,[1]
139,1,2,9,13,4,11,4,2,0,0,0,0,38,1,[0]
140,0,2,7,12,4,9,1,4,1,0,0,1,38,1,[0]
141,2,2,12,14,0,9,1,4,1,0,0,0,38,0,[1]
142,1,0,9,13,4,10,1,4,1,0,1,1,38,0,[1]
143,1,0,15,10,2,5,0,4,1,0,0,1,38,0,[1]
144,1,2,8,11,0,2,4,4,1,0,0,0,38,0,[1]
145,2,4,8,11,2,3,0,4,1,0,0,0,38,0,[1]
146,1,2,15,10,2,0,5,4,0,0,0,0,38,1,[0]
147,1,2,9,13,2,9,0,4,1,0,0,0,8,1,[0]
148,2,2,3,2,2,6,0,2,1,0,0,0,5,0,[1]
149,1,2,15,10,2,11,0,4,1,0,0,0,38,1,[0]
150,2,5,10,16,2,9,1,1,1,1,0,0,2,0,[1]
151,2,4,15,10,2,4,0,4,1,0,0,1,38,0,[1]
152,2,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
153,1,1,12,14,2,9,0,4,1,0,0,0,38,0,[1]
154,1,2,9,13,2,11,0,4,1,0,0,0,38,0,[1]
155,1,2,15,10,2,6,0,4,1,0,0,0,38,1,[0]
156,1,1,7,12,2,9,0,4,1,0,0,0,38,0,[1]
157,2,4,11,9,2,6,0,4,1,0,0,0,38,0,[1]
158,0,2,11,9,2,0,5,4,0,0,0,0,38,1,[0]
159,2,2,15,10,2,2,0,4,1,0,0,0,38,1,[0]
160,0,2,11,9,2,11,2,4,0,0,0,0,38,0,[1]
161,1,2,15,10,2,11,0,4,1,0,0,0,38,1,[0]
162,1,2,15,10,2,11,0,4,1,0,0,1,38,1,[0]
163,1,2,15,10,2,12,0,4,1,0,0,0,38,0,[1]
164,2,2,11,9,4,3,1,4,1,0,0,1,38,0,[1]
165,1,2,10,16,4,9,1,4,0,0,0,1,38,1,[0]
166,1,4,9,13,3,3,1,2,1,0,0,0,22,1,[0]
167,0,2,8,11,4,11,1,4,1,0,0,1,1,1,[0]
168,2,5,12,14,2,9,0,4,1,0,0,1,38,0,[1]
169,2,2,9,13,2,3,0,4,1,0,0,0,38,0,[1]
170,1,5,10,16,4,9,1,4,1,0,0,0,38,0,[1]
171,1,2,11,9,2,3,0,4,1,0,0,1,38,0,[1]
172,1,2,9,13,4,9,1,4,1,0,0,0,38,1,[0]
173,2,4,15,10,2,13,0,4,1,0,0,0,38,1,[0]
174,0,2,15,10,4,3,1,4,0,0,0,0,8,0,[1]
175,0,0,15,10,2,3,0,4,1,0,0,0,38,0,[1]
176,1,2,15,10,2,0,0,4,1,0,0,0,38,0,[1]
177,2,2,11,9,2,13,0,4,1,0,0,0,38,1,[0]
178,2,2,11,9,6,3,1,4,0,0,0,0,38,1,[0]
179,1,4,11,9,2,2,0,4,1,0,0,0,38,0,[1]
180,2,5,9,13,2,9,0,4,1,0,0,1,38,0,[1]
181,2,2,1,7,2,13,0,4,1,0,0,0,38,0,[1]
182,0,2,15,10,4,8,1,4,0,0,0,1,17,0,[1]
183,2,2,9,13,0,9,1,4,1,0,0,0,38,0,[1]
184,2,2,15,10,2,0,5,2,0,0,0,0,22,0,[1]
185,1,2,7,12,2,7,0,4,1,0,0,0,38,0,[1]
186,1,2,15,10,2,2,0,4,1,0,0,0,38,1,[0]
187,1,2,15,10,2,2,0,4,1,0,0,1,38,0,[1]
188,1,2,15,10,2,3,0,4,1,0,0,0,38,0,[1]
189,1,2,9,13,2,3,0,4,1,0,0,1,38,0,[1]
190,1,2,8,11,4,2,4,4,1,0,0,0,38,0,[1]
191,1,2,15,10,5,3,1,4,0,0,0,0,38,1,[0]
192,1,2,15,10,2,9,0,4,1,0,0,0,38,1,[0]
193,1,3,15,10,2,4,0,4,1,0,0,1,38,1,[0]
194,2,3,12,14,0,9,1,4,1,0,0,1,38,1,[0]
195,1,2,8,11,2,6,0,4,1,0,0,0,38,1,[0]
196,1,2,7,12,2,12,0,4,1,0,0,0,38,1,[0]
197,1,2,12,14,4,3,1,4,1,0,0,1,38,1,[0]
198,1,2,11,9,3,0,4,4,0,0,0,0,38,0,[1]
199,1,2,8,11,2,11,0,4,1,0,0,1,10,1,[0]
200,2,3,11,9,2,11,0,4,1,0,0,1,4,0,[1]
201,1,2,12,14,0,9,4,4,0,0,0,0,38,1,[0]
202,2,1,15,10,2,0,5,2,0,0,0,1,38,1,[0]
203,1,2,11,9,2,0,0,4,1,0,0,0,38,0,[1]
204,1,2,11,9,2,2,0,4,1,0,0,1,38,0,[1]
205,1,2,8,11,2,0,0,4,1,0,0,0,38,0,[1]
206,2,4,11,9,0,3,1,4,1,0,0,1,38,1,[0]
207,2,2,11,9,2,0,5,4,0,0,0,0,38,1,[0]
208,1,2,11,9,2,6,0,4,1,0,0,0,38,0,[1]
209,1,2,9,13,2,13,0,4,1,0,0,0,38,1,[0]
210,2,2,11,9,2,0,0,4,1,0,0,0,38,0,[1]
211,1,2,7,12,2,2,0,4,1,0,0,0,29,0,[1]
212,2,2,11,9,2,13,0,4,1,0,0,0,38,1,[0]
213,1,2,15,10,2,12,0,4,1,0,0,0,38,1,[0]
214,1,4,9,13,2,4,0,4,1,0,0,1,38,0,[1]
215,1,3,9,13,2,3,0,4,1,0,0,1,38,0,[1]
216,1,1,15,10,0,3,1,4,1,0,0,1,38,0,[1]
217,2,2,11,9,2,2,0,4,1,0,0,0,38,0,[1]
218,1,3,14,15,4,3,1,4,1,0,0,0,38,0,[1]
219,1,2,11,9,2,0,5,4,0,0,0,0,38,1,[0]
220,1,2,7,12,2,12,5,4,0,0,0,0,38,0,[1]
221,1,4,9,13,2,11,0,4,1,0,0,1,38,0,[1]
222,1,3,11,9,2,3,0,4,1,1,0,1,11,0,[1]
223,1,2,12,14,2,3,0,4,1,0,0,0,38,0,[1]
224,0,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
225,0,1,8,11,4,10,1,4,1,0,1,1,38,1,[0]
226,1,2,15,10,2,9,0,4,1,0,0,0,38,0,[1]
227,1,2,10,16,2,9,0,1,1,0,0,1,2,1,[0]
228,1,2,8,11,2,11,0,4,1,0,0,0,38,1,[0]
229,1,3,10,16,2,9,0,4,1,0,0,1,38,0,[1]
230,1,4,12,14,2,2,0,4,1,0,0,1,38,1,[0]
231,2,1,8,11,2,10,0,4,1,0,0,0,38,1,[0]
232,2,4,0,6,6,4,4,4,1,0,0,0,38,0,[1]
233,1,5,8,11,2,3,0,4,1,0,0,0,10,1,[0]
234,1,2,12,14,2,3,0,4,1,1,0,0,38,0,[1]
235,2,2,7,12,2,11,0,4,1,0,0,1,38,1,[0]
236,1,2,8,11,4,12,1,2,1,0,0,0,38,0,[1]
237,1,2,8,11,4,9,4,4,0,1,0,0,38,0,[1]
238,1,2,12,14,2,3,0,1,1,1,0,0,18,1,[0]
239,2,3,9,13,2,9,0,4,1,0,0,0,38,0,[1]
240,0,2,9,13,4,9,1,4,1,0,0,1,38,0,[1]
241,2,4,12,14,2,9,0,4,1,0,0,1,38,1,[0]
242,1,2,9,13,2,2,0,4,1,0,0,1,38,1,[0]
243,1,1,15,10,2,3,0,4,1,0,0,0,38,0,[1]
244,1,1,9,13,5,3,1,4,1,0,0,0,38,1,[0]
245,0,2,9,13,4,3,1,2,1,1,0,1,38,0,[1]
246,1,2,0,6,2,7,5,2,0,0,0,0,38,0,[1]
247,1,2,15,10,2,6,0,4,1,0,0,0,38,1,[0]
248,1,4,15,10,2,11,0,4,1,0,0,0,38,0,[1]
249,1,2,9,13,2,3,0,2,1,0,0,0,38,1,[0]
250,1,4,15,10,2,2,0,4,1,0,0,1,38,1,[0]
251,2,1,10,16,2,3,0,4,1,1,0,0,38,0,[1]
252,2,2,11,9,2,6,5,4,0,0,0,0,38,1,[0]
253,1,2,11,9,4,2,3,4,1,0,0,0,38,1,[0]
254,1,1,11,9,2,10,0,4,1,0,0,0,38,1,[0]
255,1,2,9,13,2,0,5,4,0,0,0,0,38,0,[1]
256,2,5,15,10,2,3,0,4,1,0,0,0,38,1,[0]
257,1,2,9,13,4,11,1,4,1,0,0,0,38,0,[1]
258,2,2,1,7,2,2,0,4,1,0,0,0,38,1,[0]
259,1,2,15,10,2,12,0,4,1,0,0,1,38,0,[1]
260,1,2,11,9,2,3,0,4,1,0,0,0,38,0,[1]
261,2,2,11,9,2,13,0,4,1,0,0,0,38,1,[0]
262,1,2,15,10,5,9,4,4,0,0,0,0,10,0,[1]
263,1,2,15,10,4,13,1,2,1,0,0,0,38,0,[1]
264,2,1,9,13,2,10,0,4,1,0,0,0,38,1,[0]
265,1,2,15,10,2,13,0,4,1,0,0,0,38,1,[0]
266,0,2,11,9,2,7,0,4,1,0,0,0,38,1,[0]
267,0,1,12,14,2,9,0,4,1,0,0,0,38,0,[1]
268,1,2,11,9,2,2,0,4,1,0,0,1,38,0,[1]
269,0,2,12,14,2,11,0,4,1,0,0,0,38,0,[1]
270,0,4,11,9,2,4,0,4,1,0,0,1,38,1,[0]
271,1,2,9,13,2,11,0,4,1,0,0,1,38,1,[0]
272,2,0,15,10,2,2,0,4,1,0,0,0,38,1,[0]
273,2,2,11,9,0,6,1,4,0,0,0,0,38,1,[0]
274,1,4,11,9,2,4,0,4,1,0,0,1,38,1,[0]
275,0,2,11,9,2,11,1,2,1,0,0,1,38,0,[1]
276,2,2,11,9,2,11,0,4,1,0,0,0,38,0,[1]
277,1,2,15,10,2,7,5,4,0,0,0,0,38,1,[0]
278,1,4,9,13,2,9,0,1,1,1,0,1,38,1,[0]
279,1,2,15,10,2,0,5,4,0,0,0,0,38,0,[1]
280,0,2,9,13,2,3,0,4,1,0,0,1,38,0,[1]
281,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
282,1,2,7,12,2,12,0,4,1,0,0,0,38,0,[1]
283,1,2,12,14,2,13,0,4,1,0,0,1,38,1,[0]
284,1,2,15,10,4,0,3,4,1,0,0,0,38,1,[0]
285,1,2,10,16,2,3,0,4,1,0,0,0,38,0,[1]
286,2,2,15,10,2,3,0,4,1,0,1,0,38,0,[1]
287,0,2,11,9,2,13,0,4,1,0,0,1,38,1,[0]
288,1,4,11,9,0,11,1,4,1,0,0,1,38,1,[0]
289,2,5,12,14,0,9,4,4,0,0,1,1,38,0,[1]
290,1,2,15,10,2,11,0,4,1,0,0,1,38,0,[1]
291,1,2,15,10,5,13,4,4,1,0,0,1,38,1,[0]
292,1,4,12,14,2,9,0,4,1,0,0,1,38,0,[1]
293,1,2,3,2,2,6,0,4,1,0,0,0,25,1,[0]
294,1,5,10,16,4,9,1,2,0,0,0,0,38,0,[1]
295,1,2,8,11,2,5,0,4,1,0,0,0,38,0,[1]
296,1,1,11,9,6,10,1,4,1,0,0,0,38,1,[0]
297,1,3,9,13,2,6,0,4,1,0,0,1,38,1,[0]
298,1,4,12,14,2,9,0,4,1,0,0,0,38,0,[1]
299,1,2,8,11,2,2,0,4,1,0,0,0,38,0,[1]
300,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
301,1,4,15,10,2,3,0,4,1,0,0,1,38,1,[0]
302,1,2,11,9,2,13,0,2,1,0,0,0,38,1,[0]
303,2,2,15,10,2,0,0,4,1,0,0,1,38,1,[0]
304,1,2,9,13,2,9,0,4,1,0,0,0,38,0,[1]
305,1,2,7,12,0,0,4,4,0,0,0,0,38,1,[0]
306,1,2,12,14,2,12,0,1,1,0,0,0,38,1,[0]
307,0,2,11,9,2,7,5,4,0,0,0,0,38,1,[0]
308,2,1,15,10,2,7,0,4,1,0,0,0,38,0,[1]
309,1,2,15,10,2,12,5,4,0,0,0,0,38,0,[1]
310,2,4,15,10,2,2,0,4,1,0,0,0,38,1,[0]
311,0,5,15,10,2,0,0,4,1,0,0,0,38,0,[1]
312,1,2,9,13,2,0,0,4,1,0,0,0,38,0,[1]
313,1,2,8,11,2,3,0,4,1,0,0,0,38,0,[1]
314,1,0,11,9,0,9,4,4,0,0,0,0,38,0,[1]
315,1,5,9,13,2,0,0,4,1,0,0,1,38,1,[0]
316,0,2,11,9,2,9,0,4,1,0,0,1,38,0,[1]
317,2,4,15,10,2,11,0,4,1,0,0,1,38,1,[0]
318,2,4,11,9,6,0,4,4,0,1,0,0,38,1,[0]
319,1,2,9,13,5,11,1,4,1,0,0,0,38,0,[1]
320,0,2,2,8,4,5,3,0,1,0,0,0,38,0,[1]
321,1,2,11,9,2,13,0,4,1,0,0,0,38,1,[0]
322,1,2,8,11,5,9,3,4,0,0,0,0,38,0,[1]
323,0,2,15,10,2,6,0,4,1,0,0,0,25,0,[1]
324,1,0,12,14,0,3,1,4,1,0,0,0,38,1,[0]
325,1,2,9,13,2,0,0,4,1,0,0,0,38,0,[1]
326,1,2,11,9,2,0,0,4,1,0,0,0,38,0,[1]
327,1,2,9,13,4,11,1,4,1,0,0,0,38,0,[1]
328,2,4,5,4,0,13,1,4,1,0,0,0,4,0,[1]
329,2,2,12,14,2,9,0,1,1,0,0,0,18,1,[0]
330,1,2,11,9,2,13,0,4,1,0,0,0,38,1,[0]
331,0,2,12,14,2,3,0,4,1,0,0,1,38,1,[0]
332,1,1,9,13,2,10,0,4,1,0,0,0,38,1,[0]
333,1,3,9,13,2,9,0,4,1,0,0,0,38,0,[1]
334,0,2,7,12,2,12,5,4,0,0,0,0,38,0,[1]
335,1,4,9,13,2,3,0,1,1,0,0,0,23,0,[1]
336,1,5,11,9,2,3,0,4,1,0,0,1,38,1,[0]
337,0,2,11,9,2,11,0,4,1,0,0,1,38,0,[1]
338,2,2,11,9,2,11,0,4,1,0,0,1,38,1,[0]
339,1,2,7,12,2,2,0,4,1,0,0,0,38,1,[0]
340,2,2,15,10,0,11,2,4,0,0,0,0,38,1,[0]
341,1,2,9,13,0,3,1,4,1,0,0,0,38,0,[1]
342,1,2,7,12,2,11,0,4,1,0,0,0,38,0,[1]
343,1,2,11,9,0,2,1,4,1,0,0,0,38,0,[1]
344,1,2,11,9,2,3,0,4,1,0,0,0,38,0,[1]
345,1,1,9,13,4,9,1,2,0,0,0,1,38,0,[1]
346,2,0,11,9,2,0,0,4,1,0,0,0,38,0,[1]
347,0,4,15,10,2,3,0,4,1,0,0,0,38,0,[1]
348,2,2,15,10,6,9,1,4,1,0,0,1,38,0,[1]
349,2,2,11,9,4,0,1,4,0,0,0,0,38,1,[0]
350,0,2,9,13,3,0,1,4,1,0,0,0,38,0,[1]
351,1,1,0,6,2,13,0,4,1,0,0,0,38,0,[1]
352,2,2,11,9,6,10,1,4,0,1,0,0,38,0,[1]
353,1,2,9,13,4,3,1,4,0,0,0,1,38,1,[0]
354,2,2,9,13,2,3,0,2,1,0,0,0,38,0,[1]
355,1,4,11,9,2,9,0,4,1,0,0,1,38,1,[0]
356,2,2,15,10,2,3,5,4,0,1,0,0,38,0,[1]
357,1,2,4,3,2,6,5,1,0,0,0,0,24,1,[0]
358,0,2,1,7,2,6,0,4,1,0,0,1,38,1,[0]
359,1,1,8,11,4,10,1,2,0,0,0,1,38,1,[0]
360,1,2,9,13,2,5,3,4,1,0,0,0,38,1,[0]
361,1,2,15,10,2,2,0,2,1,0,0,0,38,0,[1]
362,1,2,9,13,2,0,5,4,0,0,0,0,38,1,[0]
363,2,3,8,11,2,3,0,4,1,0,0,0,38,0,[1]
364,1,2,11,9,2,0,0,4,1,0,0,1,38,0,[1]
365,1,2,15,10,4,2,4,4,0,0,0,0,38,1,[0]
366,1,1,9,13,2,9,5,4,0,0,0,1,38,0,[1]
367,1,2,1,7,2,13,0,4,1,0,0,1,38,0,[1]
368,1,2,7,12,2,11,0,4,1,0,0,0,38,0,[1]
369,1,2,8,11,2,6,0,1,1,0,0,0,38,1,[0]
370,0,0,15,10,2,11,0,4,1,0,1,0,38,0,[1]
371,0,2,9,13,2,4,0,4,1,0,0,0,38,0,[1]
372,1,2,8,11,2,3,0,4,1,0,0,0,38,1,[0]
373,2,1,7,12,2,12,0,4,1,0,0,0,38,1,[0]
374,1,1,11,9,2,10,0,4,1,0,0,1,38,0,[1]
375,2,0,15,10,2,0,0,4,1,0,0,0,38,0,[1]
376,1,2,15,10,2,11,0,1,1,0,0,0,29,0,[1]
377,1,2,11,9,2,3,5,4,0,0,0,0,38,1,[0]
378,1,2,9,13,4,9,3,4,0,0,0,0,38,0,[1]
379,1,2,14,15,2,9,0,4,1,0,0,0,38,1,[0]
380,1,2,9,13,2,3,0,4,1,0,0,1,38,0,[1]
381,2,2,5,4,2,13,0,4,1,0,0,1,38,1,[0]
382,2,4,6,5,2,11,0,4,1,0,0,1,38,1,[0]
383,0,2,9,13,2,0,0,4,1,0,0,0,38,0,[1]
384,1,2,11,9,2,2,0,4,1,0,0,0,38,1,[0]
385,1,1,9,13,0,9,1,4,0,0,0,0,38,1,[0]
386,1,4,15,10,2,2,0,4,1,0,0,1,38,0,[1]
387,2,1,9,13,2,9,5,4,0,0,0,0,38,0,[1]
388,2,1,7,12,2,9,0,1,1,0,0,0,38,1,[0]
389,2,4,11,9,2,11,0,4,1,0,0,0,38,0,[1]
390,1,2,15,10,2,2,0,4,1,0,0,1,38,1,[0]
391,2,2,12,14,2,11,0,4,1,0,0,0,38,1,[0]
392,2,5,9,13,2,3,0,4,1,0,0,1,38,1,[0]
393,1,2,9,13,2,9,0,4,1,0,0,0,38,1,[0]
394,2,4,8,11,2,4,0,4,1,0,0,0,38,0,[1]
395,2,2,9,13,2,6,0,4,1,0,0,0,38,0,[1]
396,1,3,7,12,2,3,0,4,1,0,0,0,38,0,[1]
397,1,1,7,12,0,10,1,4,0,0,0,1,38,1,[0]
398,1,2,11,9,0,12,4,2,0,0,0,1,38,0,[1]
399,1,5,9,13,2,3,0,4,1,0,0,0,38,1,[0]
400,1,1,9,13,2,3,0,4,1,0,0,0,38,1,[0]
401,2,2,15,10,2,0,5,4,0,0,0,0,38,1,[0]
402,1,2,15,10,2,2,0,4,1,0,0,0,38,1,[0]
403,2,2,0,6,2,2,0,4,1,0,0,0,38,1,[0]
404,1,3,12,14,2,9,0,1,1,0,0,0,18,1,[0]
405,1,2,9,13,2,9,0,4,1,0,0,1,38,0,[1]
406,1,2,9,13,2,5,5,4,0,0,0,0,30,1,[0]
407,1,2,9,13,2,11,0,4,1,0,0,1,30,0,[1]
