StatusExistingAcc,DurationMonth_C,CreditHistory,Purpose,CreditAmount_C,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age_C,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,score,rank
13,1,33,2,1,63,75,4,94,102,3,121,2,141,151,2,174,2,192,202,0.9776723172482402,92
12,1,34,8,2,61,71,1,92,101,2,124,3,141,151,4,174,2,192,201,0.9770417999947576,93
14,1,31,1,3,62,73,2,91,103,1,124,2,142,152,2,172,1,191,202,0.9768084545230162,94
14,1,32,5,1,61,75,1,94,102,1,122,2,141,152,2,174,2,191,202,0.9766409522503255,95
12,2,32,4,3,64,75,4,92,102,4,121,3,143,151,2,173,1,191,202,0.976608919100126,96
12,3,30,10,1,65,72,1,91,102,3,122,3,143,151,2,173,1,191,201,0.97654760248173,97
13,2,31,1,3,65,71,3,92,103,3,123,3,143,152,2,171,2,192,201,0.9762571393025704,98
14,3,30,7,3,65,72,4,94,102,1,123,1,141,153,4,174,1,192,202,0.97595734293436,99
11,1,34,6,1,63,74,4,91,102,3,122,3,142,152,3,171,2,191,201,0.9754096092802572,100
13,3,31,5,2,64,74,4,93,103,2,124,1,141,152,1,174,2,192,202,0.97530335285019,101
14,3,34,10,2,63,74,1,92,102,4,123,3,141,151,2,172,1,192,201,0.9749859009151444,102
12,2,31,9,1,61,71,1,93,101,1,124,1,141,153,3,174,1,191,201,0.9748737078778296,103
14,2,32,1,3,64,71,1,93,101,2,122,1,143,151,4,171,2,192,202,0.9746922664117714,104
14,3,33,10,3,62,71,2,93,103,1,123,2,143,152,2,172,2,192,201,0.9743517841896878,105
14,2,30,8,1,64,71,3,91,101,2,124,2,141,153,4,174,1,191,202,0.9743300055955209,106
13,1,34,3,1,62,75,3,93,101,3,122,2,143,153,2,172,2,192,201,0.9742044285497166,107
12,1,33,0,2,63,74,4,91,103,1,121,2,143,151,1,174,1,192,201,0.973928101211783,108
11,1,31,9,2,62,74,3,92,101,2,121,1,143,152,4,171,1,191,202,0.9735855873236716,109
11,1,34,9,3,61,71,1,94,102,3,124,1,141,151,1,172,1,192,201,0.973537147385,110
11,3,30,7,1,65,72,4,91,101,3,121,3,141,151,2,174,1,192,202,0.9735227729115696,111
14,3,32,5,1,65,74,4,92,103,1,121,3,143,153,2,172,2,192,202,0.9733865506047104,112
13,1,34,3,2,61,72,1,92,102,1,124,1,142,153,4,174,1,191,201,0.9733687136151068,113
13,2,32,2,1,62,74,3,92,102,3,124,1,142,152,2,173,1,192,201,0.9730973273467372,114
14,3,33,10,1,65,73,1,92,103,1,122,1,143,152,2,173,1,192,201,0.9729767342361768,115
11,1,31,0,2,61,72,3,93,103,3,124,1,143,151,3,171,2,192,201,0.9728947762708904,116
11,3,33,9,1,64,75,4,92,103,3,121,1,141,153,3,172,2,191,201,0.9726249811464528,117
13,2,30,5,3,63,75,4,94,103,2,123,1,142,152,4,172,2,192,201,0.971692429138598,118
14,3,31,9,2,64,75,4,93,103,2,122,1,143,152,1,174,1,192,202,0.9712678184866992,119
12,1,34,2,2,62,71,2,93,103,4,122,3,141,152,4,174,2,191,202,0.9708084452863532,120
13,1,31,4,3,64,74,3,92,101,2,123,3,141,151,3,171,1,191,202,0.9704118316855388,121
11,3,33,4,1,64,71,2,94,102,2,124,3,142,151,3,172,1,191,201,0.9703483864367848,122
13,1,31,6,3,63,72,1,92,103,1,124,1,143,153,3,172,2,192,201,0.9702737384427754,123
12,1,32,6,3,61,75,2,92,102,1,121,3,143,151,3,174,2,192,201,0.9702625179416724,124
14,3,31,7,3,63,75,1,91,102,2,121,3,143,152,2,171,1,192,201,0.9699577864224084,125
11,3,33,10,2,62,72,4,91,102,1,123,3,142,153,1,173,1,191,202,0.9698677221089046,126
12,3,31,9,1,65,73,4,92,103,2,122,2,142,153,4,172,2,191,201,0.969725169596068,127
12,2,32,7,2,63,74,4,93,102,3,123,2,142,153,1,173,2,191,202,0.9691438806215492,128
12,1,31,9,1,63,72,3,91,103,4,121,3,142,153,1,171,1,192,202,0.9689931944929556,129
14,1,30,5,2,64,72,2,91,101,2,123,2,142,151,1,174,2,191,202,0.9686976033284436,130
14,1,31,3,3,64,73,4,91,103,2,124,2,143,152,2,173,1,192,202,0.968415237945558,131
14,3,32,1,3,65,73,3,92,101,3,121,1,141,153,4,172,1,191,202,0.9680335187252088,132
11,3,30,3,1,65,74,4,91,101,3,123,1,143,152,1,171,2,191,201,0.9677855795498134,133
14,2,33,2,1,65,71,3,92,101,4,121,2,142,152,3,173,2,191,202,0.9674987448086754,134
11,1,33,8,3,65,73,3,93,101,4,124,1,142,151,4,173,1,192,202,0.9669107124620916,135
14,2,34,9,3,63,73,4,94,103,1,123,1,142,153,4,172,2,191,202,0.9665701502177904,136
14,2,30,0,2,61,72,4,92,101,2,122,1,142,151,4,174,2,192,201,0.9665190466588092,137
13,3,31,10,1,63,72,1,94,101,2,123,2,142,151,3,172,1,192,202,0.9663901293368063,138
14,3,31,8,2,61,72,4,91,102,3,122,2,142,152,3,172,1,191,202,0.9662064163772874,139
11,2,31,10,1,61,72,4,91,103,1,121,3,142,151,1,171,1,192,202,0.9661369576906678,140
12,3,32,2,2,63,74,4,93,103,3,123,3,142,153,2,171,1,192,202,0.9655087575047618,141
12,3,34,6,2,63,71,1,93,102,2,123,3,141,152,3,171,2,191,201,0.965473276880411,142
12,2,30,6,2,65,74,4,91,103,1,123,1,141,153,1,173,2,192,202,0.9652044043449368,143
11,3,33,7,3,64,73,2,93,102,3,124,2,141,153,2,173,2,192,201,0.96506871435147,144
11,3,31,9,2,63,74,4,93,103,4,121,1,141,152,1,173,1,192,202,0.9648568503026124,145
11,1,33,2,1,62,71,1,94,101,4,124,3,142,151,1,172,2,191,201,0.9644910436958424,146
11,2,31,8,3,62,72,1,91,103,1,121,1,142,153,3,173,1,191,201,0.9643267219869468,147
11,3,34,3,3,61,74,1,93,103,2,123,1,141,152,4,174,2,192,202,0.9642132999842308,148
12,1,30,6,2,63,71,3,92,101,4,123,1,142,152,1,172,1,191,202,0.9632914496520713,149
12,3,30,5,1,63,72,2,92,103,3,124,2,141,151,2,172,1,192,201,0.9632613673808436,150
11,3,30,4,3,61,72,4,91,102,2,122,3,143,153,2,172,2,191,202,0.9632072059631326,151
13,3,34,1,3,62,71,2,91,103,4,122,1,143,152,3,173,1,192,201,0.963200193919071,152
11,3,31,2,1,64,74,4,94,102,3,122,1,143,153,1,172,2,191,202,0.9629699874775688,153
14,1,32,3,3,63,74,3,94,103,2,122,1,142,153,2,174,1,192,201,0.9626903019827407,154
14,1,34,8,1,64,72,3,94,101,4,124,3,142,151,3,172,2,191,202,0.9624089187013816,155
13,2,31,1,2,65,73,2,94,101,4,122,1,141,152,3,174,1,191,201,0.9623636004459232,156
12,1,31,8,2,62,75,2,93,101,2,124,2,141,152,1,173,1,191,202,0.9620250434106472,157
12,3,34,1,1,63,74,4,91,101,2,122,3,143,153,4,173,1,192,202,0.9613534130902543,158
12,1,32,7,1,63,73,1,94,102,2,122,2,143,152,2,172,2,191,202,0.9612367307499312,159
14,3,33,8,1,65,73,3,91,103,1,124,3,143,153,3,172,1,191,201,0.960906866433103,160
14,2,30,5,3,64,73,1,93,102,3,122,2,143,153,1,172,2,191,201,0.9605434344465316,161
12,2,30,10,3,64,72,3,93,103,2,123,1,143,152,1,172,1,191,202,0.9604382082732146,162
13,2,33,1,2,61,75,4,91,103,2,121,1,141,153,4,172,2,192,201,0.9596748189778266,163
13,1,31,0,3,64,74,2,91,103,1,122,3,141,153,3,173,2,191,202,0.959162570160701,164
14,3,30,6,2,63,75,4,94,102,1,121,1,142,152,2,172,2,192,201,0.958669867968742,165
13,1,32,10,2,63,72,3,91,102,4,121,3,143,152,3,171,2,191,201,0.9585354384360862,166
13,3,31,3,2,65,74,2,92,103,2,123,2,142,151,2,171,1,191,202,0.9575453557375436,167
13,1,34,5,3,65,74,3,94,101,2,123,2,143,153,2,171,2,191,201,0.9574708071107524,168
13,1,32,3,1,62,74,4,92,103,4,124,1,143,152,3,172,2,192,202,0.95740324641164,169
13,2,32,8,3,63,72,2,92,103,3,124,3,142,151,3,174,2,192,202,0.9571258703507982,170
11,1,30,6,3,64,72,2,93,103,3,123,3,143,152,2,173,1,192,201,0.9567674607708244,171
11,1,32,10,2,65,75,4,92,101,1,123,3,142,152,3,172,1,192,202,0.9565977790775364,172
13,3,30,4,3,64,75,4,91,101,2,124,3,141,151,4,173,2,191,202,0.955767231257218,173
14,1,32,3,3,65,72,3,91,103,3,121,3,142,151,1,174,2,191,202,0.9555938816039846,174
14,1,33,5,2,61,75,4,92,102,4,124,1,143,153,3,171,2,192,201,0.9553535818140156,175
12,2,34,0,1,61,73,4,91,102,4,124,3,143,151,1,174,1,191,202,0.954632150479732,176
14,1,30,10,1,65,74,2,91,103,4,121,2,141,153,4,174,2,191,201,0.9543294287575956,177
11,3,31,2,3,62,75,1,94,101,2,121,1,143,151,4,174,2,191,202,0.9542571124148987,178
13,1,33,2,1,62,75,2,93,102,4,121,3,142,152,1,173,1,191,202,0.954134692366035,179
14,3,31,9,3,64,75,4,92,101,4,124,1,143,151,1,174,2,191,201,0.953780958946145,180
13,2,30,8,1,61,74,1,92,101,1,121,2,142,152,3,173,2,192,202,0.9536311715284356,181
13,2,31,10,3,64,73,1,92,103,3,122,1,142,153,1,172,1,191,202,0.9533340261589714,182
14,2,31,9,3,64,72,3,91,101,1,122,1,143,151,1,173,2,192,201,0.9533217242664483,183
12,2,34,4,2,64,75,1,91,102,1,123,2,143,151,3,171,1,192,202,0.9528557040853118,184
11,1,32,2,3,64,73,2,94,101,4,122,3,142,151,4,172,1,192,201,0.9527817599932096,185
12,2,30,9,2,61,71,4,94,103,2,121,1,142,152,2,172,1,192,202,0.9527420672455226,186
14,2,33,9,2,65,74,4,91,103,3,123,3,142,151,2,171,2,191,201,0.9524579042039724,187
13,1,34,9,1,63,71,1,91,101,1,122,2,142,151,2,174,2,192,201,0.9523027612660698,188
14,1,33,9,2,63,75,4,92,102,3,122,3,142,153,4,174,1,192,201,0.952185245411878,189
13,1,31,3,1,64,74,1,94,101,3,123,3,143,153,1,173,1,192,202,0.951584494524088,190
11,3,31,2,1,62,73,4,91,103,1,124,2,142,151,3,174,1,191,201,0.9515538148716548,191
13,1,32,0,3,62,73,2,92,101,2,122,3,143,151,1,173,2,191,201,0.9512509183590092,192
11,3,30,5,3,63,73,3,92,103,1,123,1,142,151,1,171,1,191,202,0.951201581175964,193
14,2,30,2,2,65,75,4,94,102,1,121,2,142,153,4,173,1,192,201,0.9510812071546296,194
14,2,33,10,3,62,75,3,91,103,3,121,1,142,153,4,174,1,192,202,0.9505409477530232,195
14,1,33,9,2,63,74,3,92,101,3,123,2,141,151,2,174,1,191,201,0.9504934115293456,196
12,1,34,3,2,65,73,4,94,102,2,122,1,142,152,1,171,1,191,202,0.9504790321709056,197
11,3,31,9,1,65,74,2,94,101,1,123,1,142,152,4,171,2,192,201,0.9488588722001522,198
12,2,34,1,2,61,72,3,92,101,4,121,1,142,151,4,171,1,192,201,0.9487230657266528,199
14,3,30,4,1,62,74,3,93,102,4,121,1,141,152,3,172,1,191,202,0.9481865168526352,200
12,3,33,1,2,61,72,4,91,102,3,122,1,143,152,4,172,1,192,201,0.9481855602098422,201
11,1,32,3,3,63,73,3,94,102,3,123,1,141,152,3,173,1,191,201,0.9479059765407832,202
13,2,32,6,1,65,74,1,92,102,1,122,1,143,151,4,174,2,191,202,0.9477750438391962,203
12,3,32,3,3,65,75,1,92,103,3,124,3,141,152,3,173,1,191,202,0.947729938798577,204
14,3,34,0,1,63,74,2,94,102,2,121,2,142,152,1,174,1,191,202,0.9476717728704052,205
13,1,30,8,1,65,73,1,93,103,1,123,1,141,153,3,173,1,192,202,0.9471306000870214,206
13,2,34,1,2,65,71,3,93,102,1,121,1,141,151,3,172,2,191,202,0.9468860147600104,207
14,2,33,8,3,64,72,2,92,102,2,123,3,143,153,4,172,1,191,202,0.9467889575848836,208
13,3,34,10,3,61,75,3,93,102,3,124,1,141,151,3,171,1,191,202,0.9466582683406568,209
12,3,34,0,2,61,72,4,91,103,2,124,3,141,151,4,172,2,192,202,0.946311840305761,210
14,3,34,3,2,63,72,1,94,103,2,121,3,142,153,3,172,2,191,202,0.9446889381359614,211
11,2,30,0,1,63,75,3,92,103,4,124,3,142,153,2,172,1,191,202,0.9445650427774006,212
12,3,32,10,2,62,75,3,93,102,3,121,1,143,151,3,172,1,191,202,0.9444019138455274,213
12,1,33,5,3,63,74,3,91,102,2,121,1,143,152,2,173,2,192,201,0.9442729921978602,214
12,2,34,0,3,63,75,2,93,103,1,124,2,143,153,3,171,1,191,201,0.9440447159796812,215
14,1,32,6,2,64,74,3,94,103,1,122,2,143,152,2,172,2,191,201,0.9439656423807606,216
14,3,31,8,3,62,75,3,91,102,4,123,3,143,152,2,172,2,191,202,0.943756436665394,217
11,1,30,10,3,61,71,2,93,102,3,123,3,142,153,3,172,2,192,202,0.9434948039584232,218
14,1,34,1,1,64,75,1,93,103,1,124,2,142,153,4,171,1,191,202,0.94331553136956,219
13,2,31,5,1,64,72,2,92,102,1,121,1,142,153,1,172,2,192,202,0.9431430139929388,220
11,2,32,4,2,62,73,1,92,102,4,122,3,141,151,1,172,1,191,202,0.9430777917037936,221
11,1,31,9,2,61,71,2,91,103,1,123,1,141,152,4,172,1,191,202,0.94301754134966,222
11,3,30,0,3,61,71,1,92,102,2,122,3,143,153,2,172,2,191,201,0.9429043188701322,223
13,1,31,1,2,62,75,4,92,102,4,121,3,143,151,4,172,1,192,201,0.9424513494798528,224
14,2,30,2,3,63,75,2,91,103,3,124,2,142,152,2,173,1,191,202,0.9422705598988343,225
13,1,31,10,1,63,72,2,91,103,2,124,3,142,152,1,174,1,191,202,0.9421097698619116,226
14,3,32,6,1,64,74,2,94,102,4,124,1,143,153,3,173,1,192,201,0.9419390789488412,227
14,1,34,6,2,65,71,3,94,101,1,124,2,143,153,2,173,1,192,202,0.941530400643082,228
12,2,34,8,2,61,74,2,91,103,3,121,2,141,151,2,171,1,192,201,0.9413099504958606,229
11,2,30,9,3,65,71,3,91,101,4,124,1,143,153,3,171,1,191,201,0.9410601370301416,230
11,2,32,1,3,61,73,3,93,103,4,121,3,141,152,3,174,2,192,201,0.9409844693689776,231
11,2,34,8,1,63,72,3,91,102,1,123,1,141,153,3,171,2,191,201,0.9409798610990852,232
13,3,33,6,2,63,74,2,94,101,2,123,1,141,151,1,173,2,192,201,0.940890595365991,233
11,1,33,5,1,63,74,3,93,102,3,121,3,141,153,1,173,2,191,202,0.9407369780242774,234
12,3,33,6,3,65,71,3,91,102,4,121,1,141,152,3,174,1,192,201,0.940452185020838,235
14,3,31,5,2,64,73,1,93,102,4,121,1,143,153,4,171,1,191,201,0.9399538427934326,236
11,3,32,1,1,63,71,1,93,102,1,121,3,141,153,1,171,1,192,202,0.939640933232986,237
12,2,31,3,3,64,73,2,91,103,2,124,1,143,152,4,173,2,192,201,0.9391096992893516,238
14,3,31,2,1,61,74,1,93,103,3,122,1,142,153,4,172,1,191,201,0.938880180862751,239
14,3,34,4,2,64,72,3,94,102,4,124,1,141,152,1,173,2,192,202,0.93870345345419,240
13,3,32,6,2,62,71,3,91,102,1,122,3,143,153,4,172,2,192,202,0.937798343742868,241
12,3,31,2,1,63,73,2,92,103,4,121,2,141,151,4,174,2,192,201,0.9374142060680732,242
14,1,33,0,2,61,73,3,93,101,2,123,3,143,153,4,171,1,191,202,0.9372707607455504,243
12,1,32,9,2,65,72,2,93,103,3,124,1,142,151,4,171,1,191,202,0.9368758923045246,244
12,2,34,3,3,61,72,4,91,102,3,121,3,143,153,1,171,2,192,202,0.9367651144625336,245
14,2,32,6,1,61,72,4,91,101,2,122,3,142,151,1,172,1,192,201,0.9365291351576664,246
14,2,30,3,2,62,72,1,92,101,1,121,1,142,153,1,171,2,191,201,0.9364146033191926,247
12,3,31,9,1,64,74,3,94,103,1,123,1,142,153,2,174,2,192,201,0.9364057137084966,248
13,2,32,1,3,64,73,1,94,102,4,124,1,142,151,3,171,1,191,201,0.9350453898698964,249
14,1,30,7,2,64,73,3,91,102,4,122,1,143,152,4,171,2,192,201,0.9345045349954288,250
13,3,34,9,3,62,74,1,94,103,1,124,1,143,153,2,173,2,191,201,0.9341860875891458,251
13,3,34,4,3,62,74,3,93,101,3,121,1,141,152,4,173,1,192,202,0.9334886050914424,252
14,2,33,9,2,63,75,3,94,101,3,121,2,143,152,3,172,1,192,202,0.933360447971416,253
11,2,30,6,2,62,74,1,92,101,4,121,3,142,151,4,172,2,191,202,0.9332178458383544,254
12,3,31,6,3,63,71,1,91,101,4,121,3,141,152,3,173,2,192,201,0.933057124616696,255
13,1,32,0,2,61,71,1,94,102,2,124,3,143,151,1,174,1,191,201,0.9326862104644966,256
12,1,34,2,2,65,72,4,93,102,1,122,2,143,152,4,174,2,192,201,0.9325628287705524,257
13,1,30,2,3,61,75,3,93,103,4,124,3,142,151,3,174,1,191,202,0.9325427531083044,258
13,2,34,6,3,64,72,2,92,103,1,122,3,141,151,2,172,1,191,202,0.9325043809977096,259
13,3,33,7,1,64,72,4,93,101,3,122,3,143,152,1,174,2,191,202,0.9323998117771592,260
13,3,31,2,1,65,72,4,93,101,4,121,1,143,152,1,172,2,192,202,0.9322443478352848,261
14,3,34,1,3,65,72,4,92,103,3,123,1,142,152,3,173,2,191,202,0.9321728774163744,262
12,3,34,0,3,62,71,2,91,101,4,121,3,141,152,4,172,2,192,201,0.9313687902051,263
13,2,34,7,2,63,71,3,92,102,2,124,2,141,153,2,174,2,191,201,0.931344726742979,264
11,1,31,0,2,62,75,4,92,102,4,124,2,143,151,2,173,1,192,201,0.9312457492792876,265
12,1,31,5,2,61,73,4,91,102,3,124,1,141,151,3,171,1,192,202,0.93124036215463,266
11,1,34,5,3,61,74,2,94,103,2,123,1,142,153,3,174,2,192,201,0.9311719220772372,267
13,1,33,3,1,62,75,1,92,103,2,123,1,142,151,4,171,1,191,202,0.9310782022330027,268
13,2,32,8,3,64,75,2,91,102,4,124,3,143,151,2,174,2,191,201,0.930859575103284,269
13,2,33,3,3,61,71,2,91,101,3,123,2,142,152,1,174,1,191,201,0.9308407495021772,270
