StatusExistingAcc,DurationMonth_C,CreditHistory,Purpose,CreditAmount_C,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age_C,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,score,rank
11,3,33,6,3,62,72,4,92,101,2,121,3,141,152,3,172,1,191,201,0.9841216056195844,20
12,2,34,0,1,65,73,1,93,103,2,124,3,143,152,4,173,2,192,201,0.9839863161046588,21
13,1,31,10,2,63,73,1,93,103,3,123,2,143,151,3,172,2,192,202,0.9822111116252952,22
12,2,32,8,3,61,72,3,94,101,3,122,1,141,152,3,172,1,191,201,0.9821445874899682,23
11,3,34,8,3,61,71,1,93,101,4,123,2,143,151,2,173,2,191,201,0.9812880190675848,24
13,2,34,10,3,61,75,1,93,101,2,123,3,142,153,2,172,2,192,201,0.9803497184987966,25
12,1,33,0,3,63,74,2,94,101,1,122,1,141,152,2,173,1,191,201,0.9801389547490014,26
14,2,31,6,2,64,74,4,93,102,3,123,3,143,152,4,173,2,192,202,0.9800297853242906,27
12,3,34,8,2,62,75,4,92,101,4,122,1,141,151,4,171,1,192,201,0.9779422866309858,28
12,1,34,8,2,61,71,1,92,101,2,124,3,141,151,4,174,2,192,201,0.9770417999947576,29
14,1,31,1,3,62,73,2,91,103,1,124,2,142,152,2,172,1,191,202,0.9768084545230162,30
11,1,34,6,1,63,74,4,91,102,3,122,3,142,152,3,171,2,191,201,0.9754096092802572,31
13,3,31,5,2,64,74,4,93,103,2,124,1,141,152,1,174,2,192,202,0.97530335285019,32
11,1,34,9,3,61,71,1,94,102,3,124,1,141,151,1,172,1,192,201,0.973537147385,33
14,3,33,10,1,65,73,1,92,103,1,122,1,143,152,2,173,1,192,201,0.9729767342361768,34
12,1,34,2,2,62,71,2,93,103,4,122,3,141,152,4,174,2,191,202,0.9708084452863532,35
13,1,31,6,3,63,72,1,92,103,1,124,1,143,153,3,172,2,192,201,0.9702737384427754,36
12,2,32,7,2,63,74,4,93,102,3,123,2,142,153,1,173,2,191,202,0.9691438806215492,37
14,1,31,3,3,64,73,4,91,103,2,124,2,143,152,2,173,1,192,202,0.968415237945558,38
11,3,30,3,1,65,74,4,91,101,3,123,1,143,152,1,171,2,191,201,0.9677855795498134,39
13,3,31,10,1,63,72,1,94,101,2,123,2,142,151,3,172,1,192,202,0.9663901293368063,40
14,3,31,8,2,61,72,4,91,102,3,122,2,142,152,3,172,1,191,202,0.9662064163772874,41
11,3,33,7,3,64,73,2,93,102,3,124,2,141,153,2,173,2,192,201,0.96506871435147,42
11,3,34,3,3,61,74,1,93,103,2,123,1,141,152,4,174,2,192,202,0.9642132999842308,43
11,3,31,2,1,64,74,4,94,102,3,122,1,143,153,1,172,2,191,202,0.9629699874775688,44
12,3,34,1,1,63,74,4,91,101,2,122,3,143,153,4,173,1,192,202,0.9613534130902543,45
13,2,33,1,2,61,75,4,91,103,2,121,1,141,153,4,172,2,192,201,0.9596748189778266,46
13,1,31,0,3,64,74,2,91,103,1,122,3,141,153,3,173,2,191,202,0.959162570160701,47
14,3,30,6,2,63,75,4,94,102,1,121,1,142,152,2,172,2,192,201,0.958669867968742,48
13,2,32,8,3,63,72,2,92,103,3,124,3,142,151,3,174,2,192,202,0.9571258703507982,49
11,1,30,6,3,64,72,2,93,103,3,123,3,143,152,2,173,1,192,201,0.9567674607708244,50
11,1,32,10,2,65,75,4,92,101,1,123,3,142,152,3,172,1,192,202,0.9565977790775364,51
14,1,30,10,1,65,74,2,91,103,4,121,2,141,153,4,174,2,191,201,0.9543294287575956,52
13,1,33,2,1,62,75,2,93,102,4,121,3,142,152,1,173,1,191,202,0.954134692366035,53
14,2,31,9,3,64,72,3,91,101,1,122,1,143,151,1,173,2,192,201,0.9533217242664483,54
12,2,30,9,2,61,71,4,94,103,2,121,1,142,152,2,172,1,192,202,0.9527420672455226,55
14,1,33,9,2,63,75,4,92,102,3,122,3,142,153,4,174,1,192,201,0.952185245411878,56
13,1,31,3,1,64,74,1,94,101,3,123,3,143,153,1,173,1,192,202,0.951584494524088,57
11,3,31,2,1,62,73,4,91,103,1,124,2,142,151,3,174,1,191,201,0.9515538148716548,58
13,1,32,0,3,62,73,2,92,101,2,122,3,143,151,1,173,2,191,201,0.9512509183590092,59
11,3,30,5,3,63,73,3,92,103,1,123,1,142,151,1,171,1,191,202,0.951201581175964,60
14,2,30,2,2,65,75,4,94,102,1,121,2,142,153,4,173,1,192,201,0.9510812071546296,61
12,1,34,3,2,65,73,4,94,102,2,122,1,142,152,1,171,1,191,202,0.9504790321709056,62
12,3,33,1,2,61,72,4,91,102,3,122,1,143,152,4,172,1,192,201,0.9481855602098422,63
12,3,32,3,3,65,75,1,92,103,3,124,3,141,152,3,173,1,191,202,0.947729938798577,64
14,3,34,0,1,63,74,2,94,102,2,121,2,142,152,1,174,1,191,202,0.9476717728704052,65
12,3,34,0,2,61,72,4,91,103,2,124,3,141,151,4,172,2,192,202,0.946311840305761,66
14,3,34,3,2,63,72,1,94,103,2,121,3,142,153,3,172,2,191,202,0.9446889381359614,67
12,3,32,10,2,62,75,3,93,102,3,121,1,143,151,3,172,1,191,202,0.9444019138455274,68
12,1,33,5,3,63,74,3,91,102,2,121,1,143,152,2,173,2,192,201,0.9442729921978602,69
14,1,32,6,2,64,74,3,94,103,1,122,2,143,152,2,172,2,191,201,0.9439656423807606,70
14,3,31,8,3,62,75,3,91,102,4,123,3,143,152,2,172,2,191,202,0.943756436665394,71
11,3,30,0,3,61,71,1,92,102,2,122,3,143,153,2,172,2,191,201,0.9429043188701322,72
11,1,33,5,1,63,74,3,93,102,3,121,3,141,153,1,173,2,191,202,0.9407369780242774,73
11,3,32,1,1,63,71,1,93,102,1,121,3,141,153,1,171,1,192,202,0.939640933232986,74
12,2,31,3,3,64,73,2,91,103,2,124,1,143,152,4,173,2,192,201,0.9391096992893516,75
13,3,32,6,2,62,71,3,91,102,1,122,3,143,153,4,172,2,192,202,0.937798343742868,76
14,1,33,0,2,61,73,3,93,101,2,123,3,143,153,4,171,1,191,202,0.9372707607455504,77
12,1,32,9,2,65,72,2,93,103,3,124,1,142,151,4,171,1,191,202,0.9368758923045246,78
12,2,34,3,3,61,72,4,91,102,3,121,3,143,153,1,171,2,192,202,0.9367651144625336,79
14,2,32,6,1,61,72,4,91,101,2,122,3,142,151,1,172,1,192,201,0.9365291351576664,80
14,2,30,3,2,62,72,1,92,101,1,121,1,142,153,1,171,2,191,201,0.9364146033191926,81
13,2,32,1,3,64,73,1,94,102,4,124,1,142,151,3,171,1,191,201,0.9350453898698964,82
13,3,34,9,3,62,74,1,94,103,1,124,1,143,153,2,173,2,191,201,0.9341860875891458,83
12,3,31,6,3,63,71,1,91,101,4,121,3,141,152,3,173,2,192,201,0.933057124616696,84
13,1,32,0,2,61,71,1,94,102,2,124,3,143,151,1,174,1,191,201,0.9326862104644966,85
13,3,33,7,1,64,72,4,93,101,3,122,3,143,152,1,174,2,191,202,0.9323998117771592,86
13,2,34,7,2,63,71,3,92,102,2,124,2,141,153,2,174,2,191,201,0.931344726742979,87
13,1,33,3,1,62,75,1,92,103,2,123,1,142,151,4,171,1,191,202,0.9310782022330027,88
13,2,33,3,3,61,71,2,91,101,3,123,2,142,152,1,174,1,191,201,0.9308407495021772,89
14,3,34,7,1,64,75,1,93,101,3,121,3,141,151,2,173,2,192,202,0.9302885355771398,90
14,1,34,4,3,63,75,4,92,102,1,123,2,141,151,2,172,1,192,201,0.9297093632498784,91
11,1,32,0,1,61,73,4,93,101,1,123,1,143,153,1,173,2,191,202,0.9294942795036992,92
12,3,33,3,2,64,74,2,92,102,2,122,2,141,151,1,171,2,191,201,0.9293570809003456,93
14,3,34,0,3,64,73,3,91,101,4,121,2,141,152,1,171,2,191,201,0.9286913667080828,94
12,3,33,5,2,61,72,4,92,102,3,124,2,142,152,1,174,2,192,202,0.9285399350616272,95
13,3,32,0,2,61,72,2,93,103,4,122,1,143,153,4,173,2,191,202,0.9274945458907292,96
11,3,34,0,2,65,72,1,93,102,2,123,3,142,151,4,171,1,191,202,0.9272556701980902,97
12,2,32,7,3,63,73,4,91,102,1,121,2,142,153,1,171,2,192,201,0.9269011384618544,98
14,1,30,9,2,63,72,1,93,103,2,122,3,143,152,1,172,1,191,201,0.9260729762021208,99
11,2,30,4,1,64,71,1,92,101,3,122,1,141,152,2,173,2,191,202,0.9259125071572888,100
11,2,30,10,3,61,72,2,93,102,3,121,2,141,153,1,172,1,191,201,0.9250929080956984,101
13,2,34,2,2,62,73,4,94,101,2,124,2,141,152,1,172,1,191,202,0.9248206100813524,102
12,1,32,6,1,62,72,2,94,102,1,124,1,142,151,3,172,1,192,202,0.923211925598922,103
13,3,34,8,1,61,71,1,91,101,4,124,3,143,151,1,171,1,191,201,0.9225435437679947,104
11,2,30,1,3,61,71,1,94,103,2,124,2,142,151,3,173,2,191,201,0.9224861289011216,105
13,2,32,10,1,62,72,3,94,103,4,124,3,141,153,3,174,1,192,201,0.92124836510905,106
13,3,33,4,1,63,75,3,94,101,4,121,3,142,152,1,174,1,192,201,0.9210898201043004,107
13,1,34,7,2,65,73,4,92,101,2,122,2,143,153,4,171,2,192,202,0.9191551454179616,108
14,1,33,8,1,62,73,1,91,102,3,124,3,143,152,4,174,1,191,202,0.9184928226800292,109
12,1,34,8,3,63,71,2,94,101,4,124,2,143,152,2,172,1,191,201,0.9177178602811976,110
14,3,32,3,2,65,71,3,93,102,1,123,1,142,153,2,173,2,192,202,0.9164535940122588,111
12,2,32,9,3,64,74,4,94,103,3,122,1,141,151,3,173,1,191,202,0.916070053895244,112
12,3,31,1,3,63,75,3,94,103,4,123,3,143,152,3,174,2,191,202,0.9158456595051596,113
11,1,34,7,2,62,75,1,93,103,2,122,3,141,152,1,171,1,191,201,0.9157936345182228,114
13,3,32,10,2,62,74,4,91,102,3,124,3,141,151,2,174,1,192,201,0.915681051710944,115
11,1,31,6,3,65,74,1,92,101,2,123,2,142,153,3,173,1,191,201,0.9142888480331935,116
13,2,32,10,3,63,72,4,93,102,3,123,1,141,153,4,171,1,192,202,0.9129504996702216,117
13,1,34,5,2,64,71,1,92,102,4,123,3,142,151,4,173,1,192,201,0.9124049853105876,118
11,2,30,8,1,62,74,4,92,102,4,121,1,142,151,1,171,1,191,202,0.912322541338454,119
11,1,32,9,1,61,75,4,93,102,2,121,2,143,151,2,171,1,192,202,0.9108780560963796,120
12,3,33,7,3,62,75,3,91,101,1,121,2,143,153,2,174,1,192,202,0.9108115584601196,121
11,3,30,6,2,62,74,3,92,103,4,121,2,142,153,1,172,1,191,201,0.9102380567434248,122
11,1,32,6,2,63,72,2,91,103,4,122,2,141,151,4,173,2,191,201,0.910236209360818,123
14,1,34,1,3,64,71,3,92,103,1,121,3,142,151,2,173,2,192,202,0.9100620819135145,124
12,2,34,5,3,65,74,2,94,102,2,121,1,143,153,1,171,1,192,201,0.9094725343150598,125
13,3,30,3,2,63,75,1,92,102,1,121,3,142,153,3,174,2,192,202,0.9093193614382894,126
12,2,34,7,3,61,74,1,91,101,2,123,1,143,153,2,171,2,192,202,0.909054786701904,127
14,1,33,5,3,61,75,2,94,103,4,121,3,143,152,4,171,2,192,201,0.9066932718001268,128
11,2,32,8,3,61,74,2,92,102,2,124,2,142,153,4,174,1,191,202,0.906543243655821,129
12,2,34,6,3,62,71,4,93,101,1,122,2,142,153,3,173,2,191,201,0.9063456784436146,130
12,3,33,1,3,63,73,2,91,103,3,121,1,142,151,3,173,2,191,202,0.9051193850591156,131
13,2,31,6,1,64,75,2,94,103,1,122,1,142,153,4,173,1,192,202,0.904853732048845,132
14,2,30,0,3,63,73,2,93,101,1,123,2,143,153,4,172,1,191,202,0.9044439256827344,133
14,3,32,2,1,61,72,2,94,101,2,123,1,142,152,2,173,2,191,202,0.9041996642245028,134
12,2,33,9,1,65,72,1,92,102,2,123,1,141,153,1,174,2,191,202,0.9036827114339868,135
11,2,32,9,3,65,75,2,94,103,4,124,2,143,153,1,171,2,192,201,0.9025880654981376,136
13,2,31,6,2,63,72,2,94,101,4,124,2,141,152,2,171,1,192,201,0.9025408645354052,137
14,3,32,10,3,62,72,3,94,103,2,123,3,143,153,2,174,1,192,201,0.9018936254441928,138
14,1,34,8,2,62,72,1,92,103,3,121,2,141,151,3,174,1,191,201,0.9017935036805806,139
11,2,31,7,3,62,72,4,94,103,1,123,1,143,152,3,172,2,191,201,0.9009870394482196,140
14,3,32,2,2,65,74,3,93,101,3,124,1,143,151,4,173,2,192,202,0.9009223657334544,141
14,2,30,7,1,62,73,4,91,102,1,123,3,143,152,2,172,2,192,202,0.9002431661054321,142
13,1,34,0,3,63,75,2,92,102,2,124,3,143,153,2,172,2,191,201,0.8999986082442968,143
12,1,32,1,1,65,74,3,94,101,1,122,2,142,153,2,173,2,192,202,0.8995895646160195,144
11,3,31,7,3,62,73,4,92,101,4,122,2,143,153,3,174,2,191,202,0.8992820964415124,145
13,1,32,1,2,64,71,2,93,102,3,123,3,143,151,4,173,2,191,202,0.89776977741373,146
13,1,34,1,2,62,73,4,93,103,3,121,2,143,151,1,173,1,191,202,0.8966774303502507,147
12,2,31,5,2,61,72,2,92,102,2,121,1,142,151,4,172,2,191,201,0.8963144148234633,148
12,3,33,4,3,63,71,4,92,102,3,123,2,143,153,3,171,2,191,201,0.8960806103573169,149
12,1,33,4,1,63,71,4,94,102,3,123,1,141,152,4,173,1,191,201,0.8956063199560457,150
11,3,31,2,3,63,73,3,92,102,4,123,1,143,153,3,173,1,192,202,0.894965425288918,151
11,2,32,0,1,62,74,3,92,101,4,121,3,141,153,1,174,1,192,202,0.8946104964430863,152
13,1,30,6,2,65,75,3,94,103,2,122,2,141,153,2,172,2,192,202,0.8939592378392702,153
13,1,34,1,2,63,71,3,91,101,4,124,3,143,151,2,172,1,192,202,0.8930840739041631,154
12,1,31,3,3,63,73,1,92,102,3,122,1,142,153,1,171,2,192,201,0.8930485526347943,155
11,1,30,9,3,61,73,1,93,101,1,122,2,143,152,1,174,1,192,201,0.8925437134846328,156
14,2,33,4,1,65,71,2,94,101,2,121,3,142,152,4,174,2,192,201,0.891646908950363,157
13,3,30,7,2,62,71,2,92,102,2,124,3,141,152,2,172,2,191,202,0.8910004645033505,158
14,2,31,4,1,64,74,2,92,101,4,121,2,141,153,3,173,1,191,202,0.8908850929157351,159
13,2,33,3,2,64,74,3,94,101,1,122,1,143,153,1,171,1,192,202,0.8904989293564398,160
11,2,30,5,1,65,75,4,93,101,2,121,2,143,152,4,171,2,191,201,0.8888819308129924,161
14,2,33,5,2,64,75,1,91,103,1,123,3,142,151,2,173,1,191,201,0.8888401843523362,162
11,3,31,1,1,62,72,4,94,102,3,124,3,141,152,2,171,2,192,202,0.8886141516564405,163
11,3,34,5,3,61,72,2,92,101,2,122,1,142,151,4,173,2,192,202,0.8886132297545093,164
12,3,30,3,1,61,73,4,92,101,2,123,3,143,151,4,171,1,191,201,0.8873615573563189,165
12,1,32,7,1,65,73,4,91,101,4,124,1,141,151,4,171,1,191,201,0.8848797725339073,166
13,3,32,9,3,62,74,2,93,102,4,121,1,143,152,3,174,1,192,202,0.8844537630128425,167
14,1,32,5,1,64,74,2,93,101,2,123,2,143,152,3,171,1,192,201,0.884275209384543,168
11,2,33,10,2,61,73,4,93,102,3,124,3,141,152,4,173,1,192,201,0.8841245118632517,169
11,1,31,7,2,65,74,3,92,103,3,124,1,141,151,1,172,2,192,202,0.8836418868295322,170
14,2,32,0,2,65,73,4,93,102,1,123,1,143,153,1,172,1,192,202,0.8831309286654321,171
13,1,33,7,3,65,73,4,92,102,3,122,1,141,152,2,173,1,192,201,0.8829628725334175,172
12,1,32,3,1,62,75,4,93,101,3,122,3,143,152,2,172,2,191,202,0.8820086287397687,173
11,3,30,7,3,65,73,1,93,101,2,124,1,143,152,4,173,2,192,201,0.881552619673122,174
13,3,32,2,2,62,72,4,93,101,3,121,1,141,151,2,174,1,192,201,0.8801791616781719,175
11,3,34,10,3,63,73,4,94,103,2,124,2,141,151,1,171,1,192,201,0.8733901810709688,176
12,2,32,7,3,64,75,3,91,103,4,124,2,141,151,1,172,1,191,202,0.8726064293176986,177
11,2,33,3,1,65,74,1,93,103,1,123,3,142,151,4,171,2,191,202,0.8723689145247713,178
11,2,33,3,1,61,74,2,93,101,1,121,1,142,151,1,172,2,191,201,0.8717938141880675,179
12,3,31,2,3,64,71,4,93,102,1,123,3,143,153,3,171,2,191,201,0.8710319066912007,180
13,1,33,1,3,62,74,1,92,101,1,121,3,141,153,4,172,2,192,202,0.8681541116198563,181
14,1,34,2,3,64,73,4,91,103,4,123,1,141,153,3,173,2,191,202,0.868052859061562,182
11,2,31,3,1,65,72,2,91,103,1,122,3,142,152,1,174,1,192,202,0.8678748970443532,183
14,1,34,3,2,63,75,3,91,103,4,122,3,143,153,2,174,2,192,202,0.8675725030144676,184
14,2,33,1,1,65,74,3,92,102,3,121,1,141,153,1,174,2,192,201,0.8674974738386628,185
14,3,31,5,3,63,73,1,93,103,4,123,2,141,151,1,173,2,192,201,0.8668180818295339,186
11,2,30,2,3,65,71,4,91,102,4,122,1,143,153,2,172,1,192,201,0.8662307758731824,187
14,3,32,8,2,62,71,4,91,101,3,124,2,142,153,4,173,1,192,201,0.865436671137414,188
13,1,32,0,3,63,74,1,91,103,1,123,1,143,151,3,173,2,191,202,0.8652797613382017,189
13,2,30,3,3,65,73,4,93,101,2,122,2,142,151,1,174,2,191,202,0.8645766991818231,190
14,2,30,2,3,64,71,3,92,103,4,121,2,141,151,4,174,1,192,202,0.8613077209791492,191
14,2,32,7,1,64,71,2,93,103,1,123,3,143,151,3,172,1,191,202,0.8609629867694645,192
14,3,30,6,1,62,75,3,91,103,3,124,3,141,153,3,173,1,192,201,0.8596225918594673,193
14,3,31,7,3,65,72,1,93,101,4,124,2,143,151,1,174,1,191,201,0.8589409841302789,194
14,1,30,3,3,65,72,2,91,103,1,121,2,143,153,3,173,2,192,202,0.8587081970632651,195
11,2,32,4,2,63,74,2,91,103,1,121,3,141,151,2,171,2,191,202,0.857077737029453,196
13,1,30,3,2,61,71,2,93,102,1,121,2,141,152,3,174,2,192,202,0.8566950863877281,197
12,1,33,4,1,63,72,2,94,102,2,124,2,141,152,2,172,2,191,202,0.8551357483005005,198
14,2,30,6,2,62,74,1,94,102,4,124,2,141,152,2,173,1,191,201,0.854927527822589,199
11,2,31,0,1,61,73,2,92,103,1,121,3,141,153,3,174,1,192,201,0.854661494934658,200
11,1,30,10,3,62,71,2,93,103,1,122,1,141,152,4,174,2,192,201,0.8532209692332566,201
11,2,30,2,2,64,73,4,92,101,4,122,1,142,151,2,174,2,191,202,0.8523880199706617,202
14,1,30,8,2,62,74,2,91,102,3,121,2,142,151,3,173,2,192,202,0.8517187239197798,203
14,1,30,6,1,64,73,3,91,102,1,124,2,143,153,1,174,2,192,202,0.8514579165667132,204
12,2,32,5,1,61,73,2,93,101,2,122,3,143,152,2,172,1,192,201,0.8510341382137611,205
12,1,33,6,1,63,74,2,94,102,4,124,3,142,151,4,173,2,192,202,0.8503337204436057,206
11,3,34,9,3,63,72,2,93,103,4,122,1,142,151,2,173,1,192,202,0.8499942699541487,207
14,2,30,8,1,62,72,2,92,101,4,123,1,142,151,4,173,2,191,201,0.849561834349067,208
13,3,33,6,2,62,73,1,91,102,1,123,1,142,153,4,174,1,191,202,0.8492470016748185,209
11,1,33,2,1,63,75,3,94,103,4,122,1,143,151,2,173,2,192,201,0.849004249448354,210
11,3,32,0,1,61,71,1,91,101,3,121,3,141,153,1,172,2,192,201,0.8489737602601882,211
13,3,30,5,2,64,74,2,94,103,4,124,1,142,151,3,172,2,191,202,0.8486925597027657,212
12,3,33,2,3,63,73,4,91,101,4,122,2,141,151,2,172,2,192,201,0.8484712061837608,213
14,1,32,7,3,64,71,3,91,103,3,122,2,143,153,4,171,2,192,201,0.8484704826562524,214
14,3,30,7,1,61,75,3,93,103,1,122,2,143,152,2,171,2,191,202,0.848194944494915,215
14,1,34,8,2,65,71,2,92,102,1,121,2,143,151,4,173,2,192,201,0.8481538857397299,216
12,2,31,7,1,61,74,3,91,102,2,122,1,143,151,1,172,1,191,202,0.8468530395450224,217
13,2,34,10,3,63,74,2,92,102,4,124,3,143,152,1,174,1,191,201,0.8466845932047841,218
13,1,33,0,3,63,73,4,91,103,1,124,1,142,152,1,172,2,192,202,0.8447639083618964,219
13,1,34,8,2,65,75,2,92,103,2,122,3,141,153,1,172,1,192,201,0.8441672680261544,220
12,1,34,9,1,61,75,2,91,102,2,124,3,143,153,1,171,2,192,201,0.8428658153404222,221
12,2,30,4,3,61,73,2,91,103,2,123,1,143,151,2,171,2,191,202,0.8393453471933888,222
13,1,32,0,2,65,74,2,91,103,1,122,3,141,152,2,173,1,191,202,0.8387527146543554,223
12,3,30,7,3,61,73,1,94,102,2,124,1,142,152,4,172,1,192,201,0.8387301484612057,224
12,3,31,9,3,65,74,1,94,101,4,124,2,142,151,3,172,2,192,201,0.8381952098343791,225
11,2,32,6,1,61,72,4,93,102,2,122,1,141,153,4,173,2,192,201,0.8364278389771648,226
14,1,32,2,3,61,75,2,94,102,3,123,1,142,151,1,172,1,192,201,0.8362173635939446,227
11,3,33,7,3,62,73,2,92,103,1,121,1,141,153,1,172,2,191,201,0.8360745718333307,228
12,3,31,8,3,64,75,3,93,102,4,124,3,142,153,2,173,2,191,201,0.836022448797657,229
13,1,32,8,2,63,75,1,93,102,3,123,1,143,153,2,174,2,192,201,0.8323977752043172,230
14,1,34,4,2,63,74,4,93,103,1,123,2,143,152,3,171,2,192,202,0.8312127614429853,231
12,2,33,9,2,64,71,3,91,101,4,123,2,141,151,3,172,1,192,202,0.8305760228350455,232
13,3,34,4,3,62,73,2,91,101,1,123,1,141,151,3,173,2,191,201,0.8303491708706398,233
13,1,31,3,2,63,71,3,93,103,2,123,2,141,151,4,174,1,192,201,0.8302603695736398,234
13,3,30,7,1,65,73,3,91,103,4,122,3,143,152,1,174,2,192,201,0.8299734558919238,235
11,1,34,8,2,65,71,1,93,101,2,121,1,143,153,1,171,2,191,201,0.8294987002745798,236
14,2,34,3,2,63,72,4,91,101,1,121,1,141,152,3,173,1,192,202,0.8294897640578218,237
13,2,33,2,2,64,72,3,92,101,4,123,2,141,152,2,174,1,191,202,0.8292932944044912,238
13,2,32,5,2,63,73,2,92,101,1,122,3,141,153,3,174,2,192,202,0.8283199613589366,239
12,1,33,5,1,62,71,2,93,103,1,123,3,141,153,3,174,1,191,202,0.8280635124891532,240
11,3,34,10,1,61,72,2,92,103,1,121,2,143,153,1,174,1,192,202,0.8270207341400998,241
14,2,31,9,2,63,74,3,93,103,3,121,1,141,153,3,172,2,192,201,0.8262906785826439,242
14,3,33,10,1,65,75,4,91,102,4,122,1,141,152,2,171,1,191,201,0.8252366594951884,243
14,1,31,10,2,61,72,3,94,102,1,122,3,143,152,2,172,1,191,201,0.8249221099465921,244
11,2,30,8,3,63,71,4,93,103,4,124,3,143,151,1,174,2,191,202,0.8244571346255413,245
11,2,33,2,2,63,74,1,94,103,2,124,2,142,152,3,173,1,191,202,0.8236951513867442,246
11,1,31,5,2,65,72,3,92,102,3,123,3,142,152,1,173,1,191,202,0.8222094396184321,247
12,3,31,1,3,62,75,3,94,102,4,124,3,141,151,3,172,2,191,202,0.8220882858089861,248
13,2,31,8,1,61,72,4,93,103,1,122,2,141,152,4,174,2,192,201,0.8210077101468538,249
13,1,32,0,3,65,75,1,92,103,4,124,3,143,151,2,174,1,192,202,0.8206492184960893,250
13,3,34,10,2,61,73,4,93,103,4,123,1,141,153,3,174,2,191,201,0.820353232702644,251
14,2,33,9,3,62,73,2,91,101,1,124,1,143,151,3,172,2,191,201,0.8203428673686685,252
14,2,32,2,3,65,75,3,93,103,1,122,3,141,153,3,172,1,191,202,0.8198343059818959,253
12,3,33,1,2,65,75,2,94,101,1,122,2,142,153,1,171,2,191,201,0.8194407615933326,254
11,3,33,10,3,64,74,3,91,102,4,123,1,143,151,1,172,1,192,202,0.8185637073902075,255
14,3,31,2,2,64,74,2,93,102,2,121,2,143,152,3,174,2,191,202,0.8165235496664285,256
13,3,32,10,3,64,74,3,92,103,1,121,1,142,151,2,173,1,192,201,0.8159288067122377,257
14,2,33,8,2,64,75,1,92,103,3,123,3,143,152,3,171,1,191,201,0.8158595366676071,258
14,2,34,0,2,65,74,2,91,101,1,121,1,143,153,4,174,2,192,202,0.8157760620096693,259
12,1,30,2,1,62,73,1,94,103,4,124,1,143,153,3,174,1,192,202,0.8156895190479057,260
12,2,31,3,2,64,74,2,94,101,1,124,2,142,153,1,171,2,192,201,0.8154672276130626,261
12,2,33,7,1,64,73,1,93,101,2,123,3,142,151,3,172,2,192,202,0.8148252663136409,262
13,1,32,9,3,64,71,1,92,103,4,122,1,141,151,3,171,2,191,201,0.8144294704178499,263
11,3,31,4,1,62,71,4,94,103,3,124,2,143,153,2,174,1,191,202,0.8139736633180701,264
13,2,32,10,3,64,72,1,91,103,2,124,2,142,151,2,171,1,191,202,0.8132670157296191,265
12,3,33,3,3,61,74,4,93,103,4,122,1,143,152,1,173,1,191,202,0.8117201333820521,266
11,3,34,5,1,62,73,2,91,102,1,122,1,141,151,4,174,1,191,201,0.8114661177833038,267
14,3,31,9,1,61,74,1,92,101,2,122,3,141,152,2,172,1,191,202,0.8111742990193271,268
14,3,33,6,1,63,71,2,93,103,3,123,1,143,153,4,174,1,191,202,0.811066132516559,269
