StatusExistingAcc,DurationMonth_C,CreditHistory,Purpose,CreditAmount_C,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age_C,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,score,rank
11,3,33,7,3,64,73,2,93,102,3,124,2,141,153,2,173,2,192,201,0.96506871435147,92
11,1,33,2,1,62,71,1,94,101,4,124,3,142,151,1,172,2,191,201,0.9644910436958424,93
11,3,34,3,3,61,74,1,93,103,2,123,1,141,152,4,174,2,192,202,0.9642132999842308,94
11,3,30,4,3,61,72,4,91,102,2,122,3,143,153,2,172,2,191,202,0.9632072059631326,95
11,3,31,2,1,64,74,4,94,102,3,122,1,143,153,1,172,2,191,202,0.9629699874775688,96
13,2,31,1,2,65,73,2,94,101,4,122,1,141,152,3,174,1,191,201,0.9623636004459232,97
12,1,31,8,2,62,75,2,93,101,2,124,2,141,152,1,173,1,191,202,0.9620250434106472,98
12,3,34,1,1,63,74,4,91,101,2,122,3,143,153,4,173,1,192,202,0.9613534130902543,99
12,1,32,7,1,63,73,1,94,102,2,122,2,143,152,2,172,2,191,202,0.9612367307499312,100
14,2,30,5,3,64,73,1,93,102,3,122,2,143,153,1,172,2,191,201,0.9605434344465316,101
13,2,33,1,2,61,75,4,91,103,2,121,1,141,153,4,172,2,192,201,0.9596748189778266,102
13,1,31,0,3,64,74,2,91,103,1,122,3,141,153,3,173,2,191,202,0.959162570160701,103
14,3,30,6,2,63,75,4,94,102,1,121,1,142,152,2,172,2,192,201,0.958669867968742,104
13,1,32,10,2,63,72,3,91,102,4,121,3,143,152,3,171,2,191,201,0.9585354384360862,105
13,3,31,3,2,65,74,2,92,103,2,123,2,142,151,2,171,1,191,202,0.9575453557375436,106
13,1,34,5,3,65,74,3,94,101,2,123,2,143,153,2,171,2,191,201,0.9574708071107524,107
13,2,32,8,3,63,72,2,92,103,3,124,3,142,151,3,174,2,192,202,0.9571258703507982,108
11,1,30,6,3,64,72,2,93,103,3,123,3,143,152,2,173,1,192,201,0.9567674607708244,109
11,1,32,10,2,65,75,4,92,101,1,123,3,142,152,3,172,1,192,202,0.9565977790775364,110
12,2,34,0,1,61,73,4,91,102,4,124,3,143,151,1,174,1,191,202,0.954632150479732,111
14,1,30,10,1,65,74,2,91,103,4,121,2,141,153,4,174,2,191,201,0.9543294287575956,112
13,1,33,2,1,62,75,2,93,102,4,121,3,142,152,1,173,1,191,202,0.954134692366035,113
13,2,31,10,3,64,73,1,92,103,3,122,1,142,153,1,172,1,191,202,0.9533340261589714,114
14,2,31,9,3,64,72,3,91,101,1,122,1,143,151,1,173,2,192,201,0.9533217242664483,115
12,2,30,9,2,61,71,4,94,103,2,121,1,142,152,2,172,1,192,202,0.9527420672455226,116
14,1,33,9,2,63,75,4,92,102,3,122,3,142,153,4,174,1,192,201,0.952185245411878,117
13,1,31,3,1,64,74,1,94,101,3,123,3,143,153,1,173,1,192,202,0.951584494524088,118
11,3,31,2,1,62,73,4,91,103,1,124,2,142,151,3,174,1,191,201,0.9515538148716548,119
13,1,32,0,3,62,73,2,92,101,2,122,3,143,151,1,173,2,191,201,0.9512509183590092,120
11,3,30,5,3,63,73,3,92,103,1,123,1,142,151,1,171,1,191,202,0.951201581175964,121
14,2,30,2,2,65,75,4,94,102,1,121,2,142,153,4,173,1,192,201,0.9510812071546296,122
12,1,34,3,2,65,73,4,94,102,2,122,1,142,152,1,171,1,191,202,0.9504790321709056,123
11,3,31,9,1,65,74,2,94,101,1,123,1,142,152,4,171,2,192,201,0.9488588722001522,124
14,3,30,4,1,62,74,3,93,102,4,121,1,141,152,3,172,1,191,202,0.9481865168526352,125
12,3,33,1,2,61,72,4,91,102,3,122,1,143,152,4,172,1,192,201,0.9481855602098422,126
11,1,32,3,3,63,73,3,94,102,3,123,1,141,152,3,173,1,191,201,0.9479059765407832,127
13,2,32,6,1,65,74,1,92,102,1,122,1,143,151,4,174,2,191,202,0.9477750438391962,128
12,3,32,3,3,65,75,1,92,103,3,124,3,141,152,3,173,1,191,202,0.947729938798577,129
14,3,34,0,1,63,74,2,94,102,2,121,2,142,152,1,174,1,191,202,0.9476717728704052,130
14,2,33,8,3,64,72,2,92,102,2,123,3,143,153,4,172,1,191,202,0.9467889575848836,131
13,3,34,10,3,61,75,3,93,102,3,124,1,141,151,3,171,1,191,202,0.9466582683406568,132
12,3,34,0,2,61,72,4,91,103,2,124,3,141,151,4,172,2,192,202,0.946311840305761,133
14,3,34,3,2,63,72,1,94,103,2,121,3,142,153,3,172,2,191,202,0.9446889381359614,134
11,2,30,0,1,63,75,3,92,103,4,124,3,142,153,2,172,1,191,202,0.9445650427774006,135
12,3,32,10,2,62,75,3,93,102,3,121,1,143,151,3,172,1,191,202,0.9444019138455274,136
12,1,33,5,3,63,74,3,91,102,2,121,1,143,152,2,173,2,192,201,0.9442729921978602,137
14,1,32,6,2,64,74,3,94,103,1,122,2,143,152,2,172,2,191,201,0.9439656423807606,138
14,3,31,8,3,62,75,3,91,102,4,123,3,143,152,2,172,2,191,202,0.943756436665394,139
13,2,31,5,1,64,72,2,92,102,1,121,1,142,153,1,172,2,192,202,0.9431430139929388,140
11,1,31,9,2,61,71,2,91,103,1,123,1,141,152,4,172,1,191,202,0.94301754134966,141
11,3,30,0,3,61,71,1,92,102,2,122,3,143,153,2,172,2,191,201,0.9429043188701322,142
13,1,31,1,2,62,75,4,92,102,4,121,3,143,151,4,172,1,192,201,0.9424513494798528,143
13,1,31,10,1,63,72,2,91,103,2,124,3,142,152,1,174,1,191,202,0.9421097698619116,144
12,2,34,8,2,61,74,2,91,103,3,121,2,141,151,2,171,1,192,201,0.9413099504958606,145
11,2,34,8,1,63,72,3,91,102,1,123,1,141,153,3,171,2,191,201,0.9409798610990852,146
13,3,33,6,2,63,74,2,94,101,2,123,1,141,151,1,173,2,192,201,0.940890595365991,147
11,1,33,5,1,63,74,3,93,102,3,121,3,141,153,1,173,2,191,202,0.9407369780242774,148
12,3,33,6,3,65,71,3,91,102,4,121,1,141,152,3,174,1,192,201,0.940452185020838,149
14,3,31,5,2,64,73,1,93,102,4,121,1,143,153,4,171,1,191,201,0.9399538427934326,150
11,3,32,1,1,63,71,1,93,102,1,121,3,141,153,1,171,1,192,202,0.939640933232986,151
12,2,31,3,3,64,73,2,91,103,2,124,1,143,152,4,173,2,192,201,0.9391096992893516,152
14,3,31,2,1,61,74,1,93,103,3,122,1,142,153,4,172,1,191,201,0.938880180862751,153
13,3,32,6,2,62,71,3,91,102,1,122,3,143,153,4,172,2,192,202,0.937798343742868,154
14,1,33,0,2,61,73,3,93,101,2,123,3,143,153,4,171,1,191,202,0.9372707607455504,155
12,1,32,9,2,65,72,2,93,103,3,124,1,142,151,4,171,1,191,202,0.9368758923045246,156
12,2,34,3,3,61,72,4,91,102,3,121,3,143,153,1,171,2,192,202,0.9367651144625336,157
14,2,32,6,1,61,72,4,91,101,2,122,3,142,151,1,172,1,192,201,0.9365291351576664,158
14,2,30,3,2,62,72,1,92,101,1,121,1,142,153,1,171,2,191,201,0.9364146033191926,159
12,3,31,9,1,64,74,3,94,103,1,123,1,142,153,2,174,2,192,201,0.9364057137084966,160
13,2,32,1,3,64,73,1,94,102,4,124,1,142,151,3,171,1,191,201,0.9350453898698964,161
14,1,30,7,2,64,73,3,91,102,4,122,1,143,152,4,171,2,192,201,0.9345045349954288,162
13,3,34,9,3,62,74,1,94,103,1,124,1,143,153,2,173,2,191,201,0.9341860875891458,163
13,3,34,4,3,62,74,3,93,101,3,121,1,141,152,4,173,1,192,202,0.9334886050914424,164
11,2,30,6,2,62,74,1,92,101,4,121,3,142,151,4,172,2,191,202,0.9332178458383544,165
12,3,31,6,3,63,71,1,91,101,4,121,3,141,152,3,173,2,192,201,0.933057124616696,166
13,1,32,0,2,61,71,1,94,102,2,124,3,143,151,1,174,1,191,201,0.9326862104644966,167
13,1,30,2,3,61,75,3,93,103,4,124,3,142,151,3,174,1,191,202,0.9325427531083044,168
13,2,34,6,3,64,72,2,92,103,1,122,3,141,151,2,172,1,191,202,0.9325043809977096,169
13,3,33,7,1,64,72,4,93,101,3,122,3,143,152,1,174,2,191,202,0.9323998117771592,170
13,3,31,2,1,65,72,4,93,101,4,121,1,143,152,1,172,2,192,202,0.9322443478352848,171
13,2,34,7,2,63,71,3,92,102,2,124,2,141,153,2,174,2,191,201,0.931344726742979,172
11,1,31,0,2,62,75,4,92,102,4,124,2,143,151,2,173,1,192,201,0.9312457492792876,173
13,1,33,3,1,62,75,1,92,103,2,123,1,142,151,4,171,1,191,202,0.9310782022330027,174
13,2,33,3,3,61,71,2,91,101,3,123,2,142,152,1,174,1,191,201,0.9308407495021772,175
14,3,34,7,1,64,75,1,93,101,3,121,3,141,151,2,173,2,192,202,0.9302885355771398,176
14,2,32,3,1,61,73,2,91,102,1,123,2,142,151,4,174,1,192,202,0.9302633959603008,177
13,1,34,2,3,65,75,3,92,101,4,122,3,141,152,4,171,2,191,201,0.9298157681112847,178
14,1,34,4,3,63,75,4,92,102,1,123,2,141,151,2,172,1,192,201,0.9297093632498784,179
11,1,32,0,1,61,73,4,93,101,1,123,1,143,153,1,173,2,191,202,0.9294942795036992,180
12,3,33,3,2,64,74,2,92,102,2,122,2,141,151,1,171,2,191,201,0.9293570809003456,181
11,3,32,0,2,65,71,1,93,102,3,124,2,143,151,3,172,2,191,202,0.9288762193452036,182
14,3,34,0,3,64,73,3,91,101,4,121,2,141,152,1,171,2,191,201,0.9286913667080828,183
12,3,33,5,2,61,72,4,92,102,3,124,2,142,152,1,174,2,192,202,0.9285399350616272,184
13,3,32,0,2,61,72,2,93,103,4,122,1,143,153,4,173,2,191,202,0.9274945458907292,185
11,3,34,0,2,65,72,1,93,102,2,123,3,142,151,4,171,1,191,202,0.9272556701980902,186
13,2,32,3,1,65,72,1,94,101,2,123,3,141,152,3,174,1,191,201,0.9271088964001236,187
12,2,32,7,3,63,73,4,91,102,1,121,2,142,153,1,171,2,192,201,0.9269011384618544,188
14,1,30,9,2,63,72,1,93,103,2,122,3,143,152,1,172,1,191,201,0.9260729762021208,189
14,2,34,0,1,64,71,1,92,102,2,123,2,142,152,1,174,2,191,202,0.9260584577123536,190
11,2,30,4,1,64,71,1,92,101,3,122,1,141,152,2,173,2,191,202,0.9259125071572888,191
11,2,30,10,3,61,72,2,93,102,3,121,2,141,153,1,172,1,191,201,0.9250929080956984,192
13,2,34,2,2,62,73,4,94,101,2,124,2,141,152,1,172,1,191,202,0.9248206100813524,193
12,1,32,6,1,62,72,2,94,102,1,124,1,142,151,3,172,1,192,202,0.923211925598922,194
13,3,34,8,1,61,71,1,91,101,4,124,3,143,151,1,171,1,191,201,0.9225435437679947,195
11,2,30,1,3,61,71,1,94,103,2,124,2,142,151,3,173,2,191,201,0.9224861289011216,196
11,1,30,5,3,63,72,3,93,103,4,122,2,143,151,1,174,1,192,202,0.9221666321466792,197
13,2,32,10,1,62,72,3,94,103,4,124,3,141,153,3,174,1,192,201,0.92124836510905,198
13,3,33,4,1,63,75,3,94,101,4,121,3,142,152,1,174,1,192,201,0.9210898201043004,199
13,1,34,7,2,65,73,4,92,101,2,122,2,143,153,4,171,2,192,202,0.9191551454179616,200
14,1,33,8,1,62,73,1,91,102,3,124,3,143,152,4,174,1,191,202,0.9184928226800292,201
12,1,34,8,3,63,71,2,94,101,4,124,2,143,152,2,172,1,191,201,0.9177178602811976,202
11,2,32,2,1,65,72,2,91,101,4,123,1,143,153,1,171,2,192,201,0.9171084456348856,203
14,2,33,10,2,63,73,4,92,102,3,124,3,143,151,3,173,1,191,201,0.916807992615868,204
14,3,32,3,2,65,71,3,93,102,1,123,1,142,153,2,173,2,192,202,0.9164535940122588,205
14,2,33,3,2,63,75,2,91,101,3,124,1,142,153,1,174,1,191,201,0.9163913458513212,206
14,3,34,3,1,61,71,3,93,103,4,124,2,142,153,4,173,2,191,202,0.9161821712837624,207
12,2,32,9,3,64,74,4,94,103,3,122,1,141,151,3,173,1,191,202,0.916070053895244,208
12,3,31,1,3,63,75,3,94,103,4,123,3,143,152,3,174,2,191,202,0.9158456595051596,209
12,2,34,6,2,65,73,1,92,102,3,121,3,141,153,4,172,1,191,202,0.9158139616416394,210
11,1,34,7,2,62,75,1,93,103,2,122,3,141,152,1,171,1,191,201,0.9157936345182228,211
13,3,32,10,2,62,74,4,91,102,3,124,3,141,151,2,174,1,192,201,0.915681051710944,212
11,1,31,6,3,65,74,1,92,101,2,123,2,142,153,3,173,1,191,201,0.9142888480331935,213
13,1,32,3,3,64,73,3,91,101,2,122,2,143,152,2,173,1,192,202,0.9136848216582024,214
13,2,32,10,3,63,72,4,93,102,3,123,1,141,153,4,171,1,192,202,0.9129504996702216,215
13,1,34,5,2,64,71,1,92,102,4,123,3,142,151,4,173,1,192,201,0.9124049853105876,216
11,2,30,8,1,62,74,4,92,102,4,121,1,142,151,1,171,1,191,202,0.912322541338454,217
11,2,34,8,1,64,73,1,92,101,3,121,2,142,151,2,174,1,192,201,0.9122385726392356,218
12,3,30,1,3,63,73,2,93,101,2,122,2,142,152,3,174,2,192,201,0.9109676295686456,219
11,1,32,9,1,61,75,4,93,102,2,121,2,143,151,2,171,1,192,202,0.9108780560963796,220
12,3,33,7,3,62,75,3,91,101,1,121,2,143,153,2,174,1,192,202,0.9108115584601196,221
11,3,30,6,2,62,74,3,92,103,4,121,2,142,153,1,172,1,191,201,0.9102380567434248,222
11,1,32,6,2,63,72,2,91,103,4,122,2,141,151,4,173,2,191,201,0.910236209360818,223
14,1,34,1,3,64,71,3,92,103,1,121,3,142,151,2,173,2,192,202,0.9100620819135145,224
12,2,34,5,3,65,74,2,94,102,2,121,1,143,153,1,171,1,192,201,0.9094725343150598,225
11,3,31,6,1,65,71,4,92,102,3,121,3,142,153,2,171,2,192,201,0.9094008645610115,226
13,3,30,3,2,63,75,1,92,102,1,121,3,142,153,3,174,2,192,202,0.9093193614382894,227
12,2,34,7,3,61,74,1,91,101,2,123,1,143,153,2,171,2,192,202,0.909054786701904,228
12,1,32,10,2,62,71,1,93,101,2,124,2,143,151,1,173,2,192,202,0.9083868193142516,229
14,1,33,8,3,64,75,2,92,102,3,124,1,142,153,4,171,1,191,202,0.9079372882775526,230
14,1,33,5,3,61,75,2,94,103,4,121,3,143,152,4,171,2,192,201,0.9066932718001268,231
11,2,32,8,3,61,74,2,92,102,2,124,2,142,153,4,174,1,191,202,0.906543243655821,232
12,2,34,6,3,62,71,4,93,101,1,122,2,142,153,3,173,2,191,201,0.9063456784436146,233
14,2,31,8,2,65,71,2,94,101,4,123,3,141,151,2,173,2,191,202,0.9052078222968823,234
12,3,33,1,3,63,73,2,91,103,3,121,1,142,151,3,173,2,191,202,0.9051193850591156,235
11,1,33,3,3,63,74,1,92,101,4,124,2,143,152,4,173,2,191,202,0.9050200299569764,236
13,2,31,6,1,64,75,2,94,103,1,122,1,142,153,4,173,1,192,202,0.904853732048845,237
14,2,30,0,3,63,73,2,93,101,1,123,2,143,153,4,172,1,191,202,0.9044439256827344,238
12,2,33,9,2,63,71,4,93,102,2,121,2,142,153,3,172,1,192,202,0.9043061277396806,239
14,3,32,2,1,61,72,2,94,101,2,123,1,142,152,2,173,2,191,202,0.9041996642245028,240
14,3,31,2,3,62,75,4,94,103,2,122,2,142,152,2,172,2,191,202,0.9037541963529848,241
14,3,33,8,2,63,71,1,93,102,4,122,3,143,151,4,173,2,191,201,0.9037522774263904,242
12,2,33,9,1,65,72,1,92,102,2,123,1,141,153,1,174,2,191,202,0.9036827114339868,243
11,2,32,7,3,63,74,4,94,101,2,124,1,143,151,4,173,1,191,202,0.9027614668128144,244
11,2,32,9,3,65,75,2,94,103,4,124,2,143,153,1,171,2,192,201,0.9025880654981376,245
13,2,31,6,2,63,72,2,94,101,4,124,2,141,152,2,171,1,192,201,0.9025408645354052,246
14,2,31,8,3,62,74,4,93,101,1,124,1,141,153,3,173,1,192,202,0.9021639618360746,247
14,1,34,6,2,64,75,4,92,103,2,123,3,143,153,2,173,1,192,201,0.9020502015740952,248
14,3,32,10,3,62,72,3,94,103,2,123,3,143,153,2,174,1,192,201,0.9018936254441928,249
14,1,34,8,2,62,72,1,92,103,3,121,2,141,151,3,174,1,191,201,0.9017935036805806,250
13,1,30,7,2,63,73,1,91,102,3,121,2,142,151,2,174,2,192,202,0.901773207990749,251
11,2,31,7,3,62,72,4,94,103,1,123,1,143,152,3,172,2,191,201,0.9009870394482196,252
14,3,32,2,2,65,74,3,93,101,3,124,1,143,151,4,173,2,192,202,0.9009223657334544,253
12,3,33,5,2,63,72,2,92,102,2,122,3,142,152,1,171,2,192,202,0.9007502147125468,254
13,2,34,5,3,63,72,4,94,101,2,123,3,143,152,4,171,2,192,201,0.9006950091020528,255
14,2,30,7,1,62,73,4,91,102,1,123,3,143,152,2,172,2,192,202,0.9002431661054321,256
13,1,34,0,3,63,75,2,92,102,2,124,3,143,153,2,172,2,191,201,0.8999986082442968,257
12,3,32,3,2,62,71,2,93,101,4,123,2,141,153,1,174,1,191,201,0.899702416056376,258
12,1,32,1,1,65,74,3,94,101,1,122,2,142,153,2,173,2,192,202,0.8995895646160195,259
11,3,31,7,3,62,73,4,92,101,4,122,2,143,153,3,174,2,191,202,0.8992820964415124,260
11,3,31,8,2,61,73,4,94,102,2,122,2,141,151,3,174,2,191,202,0.8980944167457222,261
11,1,34,4,2,63,71,1,92,102,4,124,2,143,153,1,174,1,192,201,0.8978752573161904,262
13,1,32,1,2,64,71,2,93,102,3,123,3,143,151,4,173,2,191,202,0.89776977741373,263
11,3,31,9,3,62,75,2,94,102,1,122,2,142,151,1,173,1,192,201,0.8970999335308605,264
12,3,31,8,2,63,71,2,94,102,2,121,2,143,152,2,172,2,192,202,0.8969544133322768,265
13,1,34,1,2,62,73,4,93,103,3,121,2,143,151,1,173,1,191,202,0.8966774303502507,266
12,2,31,5,2,61,72,2,92,102,2,121,1,142,151,4,172,2,191,201,0.8963144148234633,267
12,3,33,4,3,63,71,4,92,102,3,123,2,143,153,3,171,2,191,201,0.8960806103573169,268
11,2,30,2,3,62,71,3,93,103,4,123,1,143,151,1,171,2,192,201,0.8958617204881629,269
