StatusExistingAcc,DurationMonth_C,CreditHistory,Purpose,CreditAmount_C,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age_C,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,score,rank
12,1,34,8,2,61,71,1,92,101,2,124,3,141,151,4,174,2,192,201,0.9770417999947576,20
14,1,31,1,3,62,73,2,91,103,1,124,2,142,152,2,172,1,191,202,0.9768084545230162,21
11,1,34,6,1,63,74,4,91,102,3,122,3,142,152,3,171,2,191,201,0.9754096092802572,22
13,3,31,5,2,64,74,4,93,103,2,124,1,141,152,1,174,2,192,202,0.97530335285019,23
11,1,34,9,3,61,71,1,94,102,3,124,1,141,151,1,172,1,192,201,0.973537147385,24
12,2,32,7,2,63,74,4,93,102,3,123,2,142,153,1,173,2,191,202,0.9691438806215492,25
14,1,31,3,3,64,73,4,91,103,2,124,2,143,152,2,173,1,192,202,0.968415237945558,26
11,3,30,3,1,65,74,4,91,101,3,123,1,143,152,1,171,2,191,201,0.9677855795498134,27
14,3,31,8,2,61,72,4,91,102,3,122,2,142,152,3,172,1,191,202,0.9662064163772874,28
11,3,33,7,3,64,73,2,93,102,3,124,2,141,153,2,173,2,192,201,0.96506871435147,29
11,3,34,3,3,61,74,1,93,103,2,123,1,141,152,4,174,2,192,202,0.9642132999842308,30
11,3,31,2,1,64,74,4,94,102,3,122,1,143,153,1,172,2,191,202,0.9629699874775688,31
13,2,33,1,2,61,75,4,91,103,2,121,1,141,153,4,172,2,192,201,0.9596748189778266,32
13,1,31,0,3,64,74,2,91,103,1,122,3,141,153,3,173,2,191,202,0.959162570160701,33
14,3,30,6,2,63,75,4,94,102,1,121,1,142,152,2,172,2,192,201,0.958669867968742,34
11,1,32,10,2,65,75,4,92,101,1,123,3,142,152,3,172,1,192,202,0.9565977790775364,35
14,1,30,10,1,65,74,2,91,103,4,121,2,141,153,4,174,2,191,201,0.9543294287575956,36
13,1,33,2,1,62,75,2,93,102,4,121,3,142,152,1,173,1,191,202,0.954134692366035,37
14,2,31,9,3,64,72,3,91,101,1,122,1,143,151,1,173,2,192,201,0.9533217242664483,38
12,2,30,9,2,61,71,4,94,103,2,121,1,142,152,2,172,1,192,202,0.9527420672455226,39
14,1,33,9,2,63,75,4,92,102,3,122,3,142,153,4,174,1,192,201,0.952185245411878,40
13,1,31,3,1,64,74,1,94,101,3,123,3,143,153,1,173,1,192,202,0.951584494524088,41
11,3,31,2,1,62,73,4,91,103,1,124,2,142,151,3,174,1,191,201,0.9515538148716548,42
11,3,30,5,3,63,73,3,92,103,1,123,1,142,151,1,171,1,191,202,0.951201581175964,43
14,2,30,2,2,65,75,4,94,102,1,121,2,142,153,4,173,1,192,201,0.9510812071546296,44
12,1,34,3,2,65,73,4,94,102,2,122,1,142,152,1,171,1,191,202,0.9504790321709056,45
12,3,32,3,3,65,75,1,92,103,3,124,3,141,152,3,173,1,191,202,0.947729938798577,46
12,3,34,0,2,61,72,4,91,103,2,124,3,141,151,4,172,2,192,202,0.946311840305761,47
14,3,34,3,2,63,72,1,94,103,2,121,3,142,153,3,172,2,191,202,0.9446889381359614,48
12,3,32,10,2,62,75,3,93,102,3,121,1,143,151,3,172,1,191,202,0.9444019138455274,49
11,3,32,1,1,63,71,1,93,102,1,121,3,141,153,1,171,1,192,202,0.939640933232986,50
12,2,31,3,3,64,73,2,91,103,2,124,1,143,152,4,173,2,192,201,0.9391096992893516,51
13,3,32,6,2,62,71,3,91,102,1,122,3,143,153,4,172,2,192,202,0.937798343742868,52
14,1,33,0,2,61,73,3,93,101,2,123,3,143,153,4,171,1,191,202,0.9372707607455504,53
12,1,32,9,2,65,72,2,93,103,3,124,1,142,151,4,171,1,191,202,0.9368758923045246,54
14,2,32,6,1,61,72,4,91,101,2,122,3,142,151,1,172,1,192,201,0.9365291351576664,55
14,2,30,3,2,62,72,1,92,101,1,121,1,142,153,1,171,2,191,201,0.9364146033191926,56
13,3,34,9,3,62,74,1,94,103,1,124,1,143,153,2,173,2,191,201,0.9341860875891458,57
13,3,33,7,1,64,72,4,93,101,3,122,3,143,152,1,174,2,191,202,0.9323998117771592,58
13,2,34,7,2,63,71,3,92,102,2,124,2,141,153,2,174,2,191,201,0.931344726742979,59
13,2,33,3,3,61,71,2,91,101,3,123,2,142,152,1,174,1,191,201,0.9308407495021772,60
14,3,34,7,1,64,75,1,93,101,3,121,3,141,151,2,173,2,192,202,0.9302885355771398,61
12,3,33,3,2,64,74,2,92,102,2,122,2,141,151,1,171,2,191,201,0.9293570809003456,62
12,3,33,5,2,61,72,4,92,102,3,124,2,142,152,1,174,2,192,202,0.9285399350616272,63
11,3,34,0,2,65,72,1,93,102,2,123,3,142,151,4,171,1,191,202,0.9272556701980902,64
14,1,30,9,2,63,72,1,93,103,2,122,3,143,152,1,172,1,191,201,0.9260729762021208,65
11,2,30,4,1,64,71,1,92,101,3,122,1,141,152,2,173,2,191,202,0.9259125071572888,66
11,2,30,10,3,61,72,2,93,102,3,121,2,141,153,1,172,1,191,201,0.9250929080956984,67
13,2,34,2,2,62,73,4,94,101,2,124,2,141,152,1,172,1,191,202,0.9248206100813524,68
12,1,32,6,1,62,72,2,94,102,1,124,1,142,151,3,172,1,192,202,0.923211925598922,69
13,3,34,8,1,61,71,1,91,101,4,124,3,143,151,1,171,1,191,201,0.9225435437679947,70
11,2,30,1,3,61,71,1,94,103,2,124,2,142,151,3,173,2,191,201,0.9224861289011216,71
13,2,32,10,1,62,72,3,94,103,4,124,3,141,153,3,174,1,192,201,0.92124836510905,72
13,3,33,4,1,63,75,3,94,101,4,121,3,142,152,1,174,1,192,201,0.9210898201043004,73
14,1,33,8,1,62,73,1,91,102,3,124,3,143,152,4,174,1,191,202,0.9184928226800292,74
12,1,34,8,3,63,71,2,94,101,4,124,2,143,152,2,172,1,191,201,0.9177178602811976,75
14,3,32,3,2,65,71,3,93,102,1,123,1,142,153,2,173,2,192,202,0.9164535940122588,76
12,3,31,1,3,63,75,3,94,103,4,123,3,143,152,3,174,2,191,202,0.9158456595051596,77
13,3,32,10,2,62,74,4,91,102,3,124,3,141,151,2,174,1,192,201,0.915681051710944,78
11,1,31,6,3,65,74,1,92,101,2,123,2,142,153,3,173,1,191,201,0.9142888480331935,79
13,2,32,10,3,63,72,4,93,102,3,123,1,141,153,4,171,1,192,202,0.9129504996702216,80
13,1,34,5,2,64,71,1,92,102,4,123,3,142,151,4,173,1,192,201,0.9124049853105876,81
11,2,30,8,1,62,74,4,92,102,4,121,1,142,151,1,171,1,191,202,0.912322541338454,82
11,1,32,9,1,61,75,4,93,102,2,121,2,143,151,2,171,1,192,202,0.9108780560963796,83
12,3,33,7,3,62,75,3,91,101,1,121,2,143,153,2,174,1,192,202,0.9108115584601196,84
11,3,30,6,2,62,74,3,92,103,4,121,2,142,153,1,172,1,191,201,0.9102380567434248,85
11,1,32,6,2,63,72,2,91,103,4,122,2,141,151,4,173,2,191,201,0.910236209360818,86
14,1,34,1,3,64,71,3,92,103,1,121,3,142,151,2,173,2,192,202,0.9100620819135145,87
12,2,34,5,3,65,74,2,94,102,2,121,1,143,153,1,171,1,192,201,0.9094725343150598,88
12,2,34,7,3,61,74,1,91,101,2,123,1,143,153,2,171,2,192,202,0.909054786701904,89
14,1,33,5,3,61,75,2,94,103,4,121,3,143,152,4,171,2,192,201,0.9066932718001268,90
12,2,34,6,3,62,71,4,93,101,1,122,2,142,153,3,173,2,191,201,0.9063456784436146,91
12,3,33,1,3,63,73,2,91,103,3,121,1,142,151,3,173,2,191,202,0.9051193850591156,92
13,2,31,6,1,64,75,2,94,103,1,122,1,142,153,4,173,1,192,202,0.904853732048845,93
14,3,32,2,1,61,72,2,94,101,2,123,1,142,152,2,173,2,191,202,0.9041996642245028,94
11,2,32,9,3,65,75,2,94,103,4,124,2,143,153,1,171,2,192,201,0.9025880654981376,95
13,2,31,6,2,63,72,2,94,101,4,124,2,141,152,2,171,1,192,201,0.9025408645354052,96
14,3,32,10,3,62,72,3,94,103,2,123,3,143,153,2,174,1,192,201,0.9018936254441928,97
14,1,34,8,2,62,72,1,92,103,3,121,2,141,151,3,174,1,191,201,0.9017935036805806,98
11,2,31,7,3,62,72,4,94,103,1,123,1,143,152,3,172,2,191,201,0.9009870394482196,99
13,1,34,0,3,63,75,2,92,102,2,124,3,143,153,2,172,2,191,201,0.8999986082442968,100
12,1,32,1,1,65,74,3,94,101,1,122,2,142,153,2,173,2,192,202,0.8995895646160195,101
13,1,32,1,2,64,71,2,93,102,3,123,3,143,151,4,173,2,191,202,0.89776977741373,102
12,2,31,5,2,61,72,2,92,102,2,121,1,142,151,4,172,2,191,201,0.8963144148234633,103
12,3,33,4,3,63,71,4,92,102,3,123,2,143,153,3,171,2,191,201,0.8960806103573169,104
11,2,32,0,1,62,74,3,92,101,4,121,3,141,153,1,174,1,192,202,0.8946104964430863,105
13,1,30,6,2,65,75,3,94,103,2,122,2,141,153,2,172,2,192,202,0.8939592378392702,106
13,1,34,1,2,63,71,3,91,101,4,124,3,143,151,2,172,1,192,202,0.8930840739041631,107
11,1,30,9,3,61,73,1,93,101,1,122,2,143,152,1,174,1,192,201,0.8925437134846328,108
14,2,33,4,1,65,71,2,94,101,2,121,3,142,152,4,174,2,192,201,0.891646908950363,109
14,2,31,4,1,64,74,2,92,101,4,121,2,141,153,3,173,1,191,202,0.8908850929157351,110
13,2,33,3,2,64,74,3,94,101,1,122,1,143,153,1,171,1,192,202,0.8904989293564398,111
11,2,30,5,1,65,75,4,93,101,2,121,2,143,152,4,171,2,191,201,0.8888819308129924,112
14,2,33,5,2,64,75,1,91,103,1,123,3,142,151,2,173,1,191,201,0.8888401843523362,113
11,3,31,1,1,62,72,4,94,102,3,124,3,141,152,2,171,2,192,202,0.8886141516564405,114
12,3,30,3,1,61,73,4,92,101,2,123,3,143,151,4,171,1,191,201,0.8873615573563189,115
13,3,32,9,3,62,74,2,93,102,4,121,1,143,152,3,174,1,192,202,0.8844537630128425,116
14,1,32,5,1,64,74,2,93,101,2,123,2,143,152,3,171,1,192,201,0.884275209384543,117
11,2,33,10,2,61,73,4,93,102,3,124,3,141,152,4,173,1,192,201,0.8841245118632517,118
14,2,32,0,2,65,73,4,93,102,1,123,1,143,153,1,172,1,192,202,0.8831309286654321,119
13,1,33,7,3,65,73,4,92,102,3,122,1,141,152,2,173,1,192,201,0.8829628725334175,120
13,3,32,2,2,62,72,4,93,101,3,121,1,141,151,2,174,1,192,201,0.8801791616781719,121
11,3,34,10,3,63,73,4,94,103,2,124,2,141,151,1,171,1,192,201,0.8733901810709688,122
12,2,32,7,3,64,75,3,91,103,4,124,2,141,151,1,172,1,191,202,0.8726064293176986,123
11,2,33,3,1,61,74,2,93,101,1,121,1,142,151,1,172,2,191,201,0.8717938141880675,124
12,3,31,2,3,64,71,4,93,102,1,123,3,143,153,3,171,2,191,201,0.8710319066912007,125
11,2,31,3,1,65,72,2,91,103,1,122,3,142,152,1,174,1,192,202,0.8678748970443532,126
14,2,33,1,1,65,74,3,92,102,3,121,1,141,153,1,174,2,192,201,0.8674974738386628,127
14,3,31,5,3,63,73,1,93,103,4,123,2,141,151,1,173,2,192,201,0.8668180818295339,128
11,2,30,2,3,65,71,4,91,102,4,122,1,143,153,2,172,1,192,201,0.8662307758731824,129
13,1,32,0,3,63,74,1,91,103,1,123,1,143,151,3,173,2,191,202,0.8652797613382017,130
14,2,30,2,3,64,71,3,92,103,4,121,2,141,151,4,174,1,192,202,0.8613077209791492,131
14,1,30,3,3,65,72,2,91,103,1,121,2,143,153,3,173,2,192,202,0.8587081970632651,132
11,2,32,4,2,63,74,2,91,103,1,121,3,141,151,2,171,2,191,202,0.857077737029453,133
11,2,31,0,1,61,73,2,92,103,1,121,3,141,153,3,174,1,192,201,0.854661494934658,134
11,1,30,10,3,62,71,2,93,103,1,122,1,141,152,4,174,2,192,201,0.8532209692332566,135
11,2,30,2,2,64,73,4,92,101,4,122,1,142,151,2,174,2,191,202,0.8523880199706617,136
14,1,30,8,2,62,74,2,91,102,3,121,2,142,151,3,173,2,192,202,0.8517187239197798,137
14,1,30,6,1,64,73,3,91,102,1,124,2,143,153,1,174,2,192,202,0.8514579165667132,138
12,2,32,5,1,61,73,2,93,101,2,122,3,143,152,2,172,1,192,201,0.8510341382137611,139
12,1,33,6,1,63,74,2,94,102,4,124,3,142,151,4,173,2,192,202,0.8503337204436057,140
11,3,34,9,3,63,72,2,93,103,4,122,1,142,151,2,173,1,192,202,0.8499942699541487,141
14,2,30,8,1,62,72,2,92,101,4,123,1,142,151,4,173,2,191,201,0.849561834349067,142
13,3,33,6,2,62,73,1,91,102,1,123,1,142,153,4,174,1,191,202,0.8492470016748185,143
13,3,30,5,2,64,74,2,94,103,4,124,1,142,151,3,172,2,191,202,0.8486925597027657,144
14,1,32,7,3,64,71,3,91,103,3,122,2,143,153,4,171,2,192,201,0.8484704826562524,145
14,3,30,7,1,61,75,3,93,103,1,122,2,143,152,2,171,2,191,202,0.848194944494915,146
14,1,34,8,2,65,71,2,92,102,1,121,2,143,151,4,173,2,192,201,0.8481538857397299,147
12,2,31,7,1,61,74,3,91,102,2,122,1,143,151,1,172,1,191,202,0.8468530395450224,148
13,2,34,10,3,63,74,2,92,102,4,124,3,143,152,1,174,1,191,201,0.8466845932047841,149
12,1,34,9,1,61,75,2,91,102,2,124,3,143,153,1,171,2,192,201,0.8428658153404222,150
12,2,30,4,3,61,73,2,91,103,2,123,1,143,151,2,171,2,191,202,0.8393453471933888,151
12,3,31,9,3,65,74,1,94,101,4,124,2,142,151,3,172,2,192,201,0.8381952098343791,152
11,2,32,6,1,61,72,4,93,102,2,122,1,141,153,4,173,2,192,201,0.8364278389771648,153
12,3,31,8,3,64,75,3,93,102,4,124,3,142,153,2,173,2,191,201,0.836022448797657,154
13,1,32,8,2,63,75,1,93,102,3,123,1,143,153,2,174,2,192,201,0.8323977752043172,155
14,1,34,4,2,63,74,4,93,103,1,123,2,143,152,3,171,2,192,202,0.8312127614429853,156
12,2,33,9,2,64,71,3,91,101,4,123,2,141,151,3,172,1,192,202,0.8305760228350455,157
13,3,34,4,3,62,73,2,91,101,1,123,1,141,151,3,173,2,191,201,0.8303491708706398,158
13,1,31,3,2,63,71,3,93,103,2,123,2,141,151,4,174,1,192,201,0.8302603695736398,159
14,2,34,3,2,63,72,4,91,101,1,121,1,141,152,3,173,1,192,202,0.8294897640578218,160
12,1,33,5,1,62,71,2,93,103,1,123,3,141,153,3,174,1,191,202,0.8280635124891532,161
14,3,33,10,1,65,75,4,91,102,4,122,1,141,152,2,171,1,191,201,0.8252366594951884,162
14,1,31,10,2,61,72,3,94,102,1,122,3,143,152,2,172,1,191,201,0.8249221099465921,163
11,2,30,8,3,63,71,4,93,103,4,124,3,143,151,1,174,2,191,202,0.8244571346255413,164
11,2,33,2,2,63,74,1,94,103,2,124,2,142,152,3,173,1,191,202,0.8236951513867442,165
11,1,31,5,2,65,72,3,92,102,3,123,3,142,152,1,173,1,191,202,0.8222094396184321,166
12,3,31,1,3,62,75,3,94,102,4,124,3,141,151,3,172,2,191,202,0.8220882858089861,167
13,2,31,8,1,61,72,4,93,103,1,122,2,141,152,4,174,2,192,201,0.8210077101468538,168
14,2,33,9,3,62,73,2,91,101,1,124,1,143,151,3,172,2,191,201,0.8203428673686685,169
12,3,33,1,2,65,75,2,94,101,1,122,2,142,153,1,171,2,191,201,0.8194407615933326,170
11,3,33,10,3,64,74,3,91,102,4,123,1,143,151,1,172,1,192,202,0.8185637073902075,171
14,3,31,2,2,64,74,2,93,102,2,121,2,143,152,3,174,2,191,202,0.8165235496664285,172
13,3,32,10,3,64,74,3,92,103,1,121,1,142,151,2,173,1,192,201,0.8159288067122377,173
14,2,33,8,2,64,75,1,92,103,3,123,3,143,152,3,171,1,191,201,0.8158595366676071,174
14,2,34,0,2,65,74,2,91,101,1,121,1,143,153,4,174,2,192,202,0.8157760620096693,175
12,1,30,2,1,62,73,1,94,103,4,124,1,143,153,3,174,1,192,202,0.8156895190479057,176
13,1,32,9,3,64,71,1,92,103,4,122,1,141,151,3,171,2,191,201,0.8144294704178499,177
13,2,32,10,3,64,72,1,91,103,2,124,2,142,151,2,171,1,191,202,0.8132670157296191,178
11,3,34,5,1,62,73,2,91,102,1,122,1,141,151,4,174,1,191,201,0.8114661177833038,179
14,3,31,9,1,61,74,1,92,101,2,122,3,141,152,2,172,1,191,202,0.8111742990193271,180
14,3,33,6,1,63,71,2,93,103,3,123,1,143,153,4,174,1,191,202,0.811066132516559,181
11,3,31,9,3,61,74,3,91,101,1,124,2,143,151,2,174,1,191,201,0.810960976566306,182
14,2,34,0,3,65,74,1,94,102,2,123,2,142,151,2,172,2,192,202,0.8093128618349986,183
14,1,34,3,1,61,72,2,92,103,3,124,1,142,152,2,171,1,191,202,0.8081170893386344,184
12,3,32,9,2,64,72,3,91,101,2,123,1,143,151,4,172,1,191,202,0.8065034491755185,185
13,1,34,2,2,65,71,3,92,102,1,123,1,142,151,4,173,2,191,202,0.8060809858161199,186
12,2,34,2,2,61,72,3,91,102,1,122,2,142,151,4,174,2,192,201,0.8044762286579422,187
12,3,31,9,1,61,75,2,92,103,2,123,1,142,151,2,172,2,191,201,0.803406818780471,188
14,1,31,1,3,62,71,3,94,101,4,121,1,143,153,3,172,1,192,201,0.8032775167825885,189
13,1,31,1,3,65,74,1,92,102,3,121,3,143,151,1,171,2,191,202,0.8000514012614843,190
13,3,31,2,2,65,73,4,94,102,2,122,1,142,153,2,174,1,191,201,0.7986991816810318,191
12,1,30,5,3,62,71,2,94,101,2,123,2,142,151,1,171,2,191,202,0.7975556762467844,192
13,1,30,6,3,61,72,4,91,103,1,124,2,143,152,1,172,2,191,201,0.7964438670745709,193
14,3,33,7,2,62,74,2,91,101,3,122,3,143,153,4,172,1,191,202,0.7962187969618639,194
14,1,31,10,2,63,73,4,92,101,3,124,3,142,151,1,173,1,192,202,0.7948518566813672,195
14,3,34,0,2,62,75,1,93,102,3,123,2,142,152,2,174,1,191,201,0.79390632590811,196
13,1,33,4,3,64,74,1,91,103,4,122,2,143,153,2,172,2,192,201,0.7921630252805844,197
12,3,30,10,3,65,71,4,94,102,2,124,3,143,151,2,173,1,191,201,0.7917427268868115,198
14,2,31,5,1,65,72,1,93,103,3,123,3,143,152,2,174,2,191,201,0.7914113728708505,199
11,1,30,2,2,64,75,4,92,102,3,123,3,143,151,2,171,2,192,201,0.7913715889063243,200
12,2,33,0,3,62,75,2,93,101,4,123,2,143,152,4,174,1,192,201,0.790280217,201
12,2,34,1,3,62,72,3,92,102,1,124,2,142,152,1,174,2,191,201,0.7890092847474267,202
11,1,30,8,1,63,75,2,93,101,3,122,3,141,152,3,171,1,192,201,0.7879413369710211,203
12,3,34,7,2,61,72,3,94,102,3,123,1,141,152,3,173,1,191,201,0.7870819012322848,204
11,2,32,2,1,61,75,2,91,103,3,122,2,141,152,3,171,1,192,201,0.7860333712738498,205
14,1,33,8,2,63,75,3,93,102,2,122,2,143,152,3,172,2,191,202,0.7840070021832192,206
14,3,30,0,2,65,75,3,91,101,1,124,3,143,153,2,171,2,192,202,0.7810565634032952,207
11,1,34,4,1,61,71,1,94,101,2,122,2,143,151,4,172,2,192,201,0.7806700942463815,208
13,1,33,3,2,65,72,2,91,102,2,124,3,142,153,1,171,1,191,202,0.7802209534492933,209
14,3,31,1,3,62,72,2,91,102,3,121,2,143,151,2,172,1,192,202,0.7776678795799207,210
14,1,30,3,2,64,73,3,92,103,2,121,1,143,152,4,173,1,191,201,0.7770651604228335,211
13,3,34,8,1,62,72,4,93,101,1,122,3,143,152,4,172,1,192,202,0.7751292391215273,212
13,1,32,1,3,63,73,3,91,103,4,121,1,141,151,2,171,2,191,202,0.7723106646368947,213
13,2,34,0,3,63,73,3,94,101,3,122,2,142,152,1,173,2,192,201,0.7716767482812888,214
12,1,30,0,2,65,74,3,92,103,4,122,3,141,151,2,172,2,192,202,0.7714587441944982,215
11,2,34,0,3,61,73,1,93,103,3,122,2,141,153,3,172,2,192,202,0.7710159565960013,216
11,2,31,9,3,64,73,3,91,102,2,124,2,143,151,4,172,1,191,201,0.7702821292354409,217
12,3,30,4,3,62,74,3,93,103,3,124,3,141,153,4,171,2,191,202,0.7695508547724301,218
13,2,32,7,2,62,74,2,91,103,2,124,2,143,152,4,172,1,191,201,0.7669146925460226,219
14,2,30,10,1,63,74,2,92,101,1,122,2,141,153,4,171,1,191,202,0.7664184696502295,220
13,3,34,5,2,64,71,4,94,101,1,124,3,141,153,3,172,2,191,201,0.765691825370676,221
13,1,33,0,2,61,72,1,91,103,3,123,1,142,152,2,172,2,192,201,0.7654759738853295,222
12,3,33,10,1,63,72,3,92,102,1,123,3,142,152,3,172,2,191,201,0.7652886265536235,223
11,2,30,9,3,63,73,2,91,102,3,123,2,142,151,4,173,1,192,202,0.7650991208482294,224
11,2,30,5,3,64,75,1,94,101,3,122,3,141,153,4,174,2,191,202,0.7650081776854966,225
11,3,32,3,1,65,75,4,92,103,3,124,3,143,151,2,174,2,192,202,0.7648363665459652,226
14,3,33,0,3,62,73,3,92,101,3,124,3,143,151,1,173,2,192,202,0.7643713569048687,227
11,1,33,8,1,63,73,2,92,101,4,122,3,141,153,2,174,1,192,201,0.7630556892192337,228
12,3,32,2,1,63,71,3,94,103,3,121,1,142,152,4,172,2,192,202,0.7630300702359804,229
11,2,34,9,2,61,75,4,93,101,4,123,2,142,152,4,174,2,192,201,0.761418313,230
11,3,34,1,3,61,71,3,91,103,3,122,1,141,153,3,173,2,191,202,0.7602190688736864,231
12,2,32,10,2,64,73,4,91,101,1,122,3,141,153,1,172,2,192,202,0.7579914308055208,232
14,1,34,6,3,63,75,1,93,101,1,121,3,142,153,4,173,2,192,202,0.756029998953369,233
12,1,33,3,1,65,71,2,91,101,2,124,3,143,151,3,174,2,192,202,0.7558372088293586,234
11,3,33,8,2,61,71,4,94,102,4,121,1,142,153,2,172,1,192,201,0.755084856875916,235
13,1,31,4,3,62,74,1,94,101,2,123,1,142,153,4,171,2,192,202,0.753557802040686,236
12,2,32,5,1,62,73,4,94,103,1,124,2,142,153,1,173,1,192,202,0.752101650425358,237
13,3,34,0,1,63,75,1,91,102,3,123,1,143,151,4,171,2,191,201,0.7511660895905519,238
14,2,32,10,1,61,73,3,94,102,4,124,1,141,151,1,172,2,192,201,0.7489877670599523,239
14,1,30,10,2,64,73,4,93,102,3,124,1,141,153,3,174,1,192,201,0.7486636683857615,240
12,2,32,1,1,65,75,3,94,103,3,121,1,142,153,1,174,2,191,202,0.748121531798379,241
11,2,34,8,1,64,73,4,94,103,2,121,1,143,153,2,171,2,191,201,0.74808656812211,242
14,3,31,10,2,65,72,4,93,102,1,121,2,142,151,2,173,2,191,202,0.7475216817059275,243
11,1,34,0,2,61,75,1,92,101,4,121,1,141,151,3,173,1,192,201,0.744449197,244
11,1,34,0,1,61,74,2,92,101,4,124,3,143,152,1,171,2,191,202,0.742519916316085,245
14,1,33,1,3,61,71,3,92,102,4,123,3,143,152,1,174,1,191,201,0.7394315836069267,246
11,2,32,0,1,63,72,2,94,102,4,123,2,142,151,1,171,2,192,201,0.7389918240729341,247
11,1,32,1,2,62,73,2,94,101,1,122,3,143,152,1,173,1,192,202,0.7385934473454882,248
12,2,34,10,2,65,72,3,93,101,1,122,2,142,153,4,173,2,191,202,0.7378050465144157,249
11,1,33,10,2,61,72,1,94,103,2,124,3,141,152,1,174,1,192,202,0.7371682125622196,250
14,1,32,7,2,63,72,3,93,103,2,123,1,141,151,1,174,1,191,201,0.7356599192201897,251
13,1,31,6,1,63,71,4,91,103,1,121,2,142,152,3,173,1,191,202,0.7352689609407687,252
14,3,31,2,1,64,74,1,93,102,2,123,3,141,151,3,173,2,191,202,0.73407807446386,253
13,2,34,6,3,62,72,4,92,102,3,122,1,142,151,3,173,1,192,202,0.7329705470623074,254
11,2,32,2,2,64,72,3,93,102,2,123,3,142,152,1,174,1,192,201,0.7325024386344593,255
14,1,31,5,1,65,72,1,92,102,4,123,1,141,153,2,173,1,192,201,0.7324345452264451,256
12,1,34,2,2,61,75,1,93,101,4,123,1,143,151,3,173,1,192,201,0.731606027,257
12,2,34,1,1,62,74,3,93,103,4,123,3,142,152,4,172,2,191,201,0.7299643379827072,258
11,3,33,3,1,61,74,1,94,103,3,124,1,142,151,4,171,1,192,202,0.7296389447790113,259
11,3,33,7,3,63,73,2,92,102,1,122,2,142,151,2,171,1,191,202,0.7295717476943395,260
13,3,32,7,3,63,71,2,91,103,3,124,1,143,151,2,174,1,192,201,0.72481672121986,261
14,1,30,2,2,63,75,3,93,102,3,122,1,141,153,3,172,1,191,202,0.7247721057865673,262
11,1,34,8,2,61,74,4,91,101,3,123,3,143,151,4,173,1,191,202,0.7230274217396676,263
11,1,34,0,3,61,75,2,93,101,4,124,2,143,153,3,174,1,192,201,0.72302068,264
11,3,33,9,3,61,75,3,93,101,4,124,3,143,152,2,173,1,192,201,0.72145307,265
12,1,31,9,3,64,71,2,93,102,1,123,1,141,152,1,171,1,192,202,0.7191685276710496,266
14,3,32,3,2,65,73,4,94,103,3,123,2,143,151,3,173,1,191,201,0.7181254928889347,267
13,3,33,8,3,64,71,2,94,101,4,123,3,143,151,2,173,2,191,201,0.7181118190704355,268
14,2,30,0,3,63,73,4,92,102,2,121,1,142,152,2,174,2,191,201,0.717237145985994,269
13,2,34,7,3,63,72,4,93,102,1,124,3,141,153,3,173,1,191,202,0.7171832999174564,270
