StatusExistingAcc,DurationMonth_C,CreditHistory,Purpose,CreditAmount_C,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age_C,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,score,rank
13,1,31,10,2,63,73,1,93,103,3,123,2,143,151,3,172,2,192,202,0.9822111116252952,34
12,2,32,8,3,61,72,3,94,101,3,122,1,141,152,3,172,1,191,201,0.9821445874899682,35
13,2,32,1,1,63,75,3,92,102,4,123,1,141,152,2,174,1,191,201,0.9820129518018228,36
11,3,34,8,3,61,71,1,93,101,4,123,2,143,151,2,173,2,191,201,0.9812880190675848,37
13,1,32,9,2,65,73,2,92,102,2,123,2,142,151,3,173,2,192,202,0.9805600023507576,38
13,2,34,10,3,61,75,1,93,101,2,123,3,142,153,2,172,2,192,201,0.9803497184987966,39
12,1,33,0,3,63,74,2,94,101,1,122,1,141,152,2,173,1,191,201,0.9801389547490014,40
14,2,31,6,2,64,74,4,93,102,3,123,3,143,152,4,173,2,192,202,0.9800297853242906,41
14,2,30,9,1,65,73,1,91,102,4,123,1,142,153,1,171,1,191,202,0.9797635810568518,42
12,3,34,8,2,62,75,4,92,101,4,122,1,141,151,4,171,1,192,201,0.9779422866309858,43
12,1,34,8,2,61,71,1,92,101,2,124,3,141,151,4,174,2,192,201,0.9770417999947576,44
14,1,31,1,3,62,73,2,91,103,1,124,2,142,152,2,172,1,191,202,0.9768084545230162,45
12,3,30,10,1,65,72,1,91,102,3,122,3,143,151,2,173,1,191,201,0.97654760248173,46
14,3,30,7,3,65,72,4,94,102,1,123,1,141,153,4,174,1,192,202,0.97595734293436,47
11,1,34,6,1,63,74,4,91,102,3,122,3,142,152,3,171,2,191,201,0.9754096092802572,48
13,3,31,5,2,64,74,4,93,103,2,124,1,141,152,1,174,2,192,202,0.97530335285019,49
11,1,34,9,3,61,71,1,94,102,3,124,1,141,151,1,172,1,192,201,0.973537147385,50
14,3,33,10,1,65,73,1,92,103,1,122,1,143,152,2,173,1,192,201,0.9729767342361768,51
12,1,34,2,2,62,71,2,93,103,4,122,3,141,152,4,174,2,191,202,0.9708084452863532,52
13,1,31,4,3,64,74,3,92,101,2,123,3,141,151,3,171,1,191,202,0.9704118316855388,53
13,1,31,6,3,63,72,1,92,103,1,124,1,143,153,3,172,2,192,201,0.9702737384427754,54
14,3,31,7,3,63,75,1,91,102,2,121,3,143,152,2,171,1,192,201,0.9699577864224084,55
12,2,32,7,2,63,74,4,93,102,3,123,2,142,153,1,173,2,191,202,0.9691438806215492,56
12,1,31,9,1,63,72,3,91,103,4,121,3,142,153,1,171,1,192,202,0.9689931944929556,57
14,1,30,5,2,64,72,2,91,101,2,123,2,142,151,1,174,2,191,202,0.9686976033284436,58
14,1,31,3,3,64,73,4,91,103,2,124,2,143,152,2,173,1,192,202,0.968415237945558,59
11,3,30,3,1,65,74,4,91,101,3,123,1,143,152,1,171,2,191,201,0.9677855795498134,60
14,2,34,9,3,63,73,4,94,103,1,123,1,142,153,4,172,2,191,202,0.9665701502177904,61
13,3,31,10,1,63,72,1,94,101,2,123,2,142,151,3,172,1,192,202,0.9663901293368063,62
14,3,31,8,2,61,72,4,91,102,3,122,2,142,152,3,172,1,191,202,0.9662064163772874,63
11,3,33,7,3,64,73,2,93,102,3,124,2,141,153,2,173,2,192,201,0.96506871435147,64
11,3,34,3,3,61,74,1,93,103,2,123,1,141,152,4,174,2,192,202,0.9642132999842308,65
11,3,30,4,3,61,72,4,91,102,2,122,3,143,153,2,172,2,191,202,0.9632072059631326,66
11,3,31,2,1,64,74,4,94,102,3,122,1,143,153,1,172,2,191,202,0.9629699874775688,67
13,2,31,1,2,65,73,2,94,101,4,122,1,141,152,3,174,1,191,201,0.9623636004459232,68
12,1,31,8,2,62,75,2,93,101,2,124,2,141,152,1,173,1,191,202,0.9620250434106472,69
12,3,34,1,1,63,74,4,91,101,2,122,3,143,153,4,173,1,192,202,0.9613534130902543,70
13,2,33,1,2,61,75,4,91,103,2,121,1,141,153,4,172,2,192,201,0.9596748189778266,71
13,1,31,0,3,64,74,2,91,103,1,122,3,141,153,3,173,2,191,202,0.959162570160701,72
14,3,30,6,2,63,75,4,94,102,1,121,1,142,152,2,172,2,192,201,0.958669867968742,73
13,1,32,10,2,63,72,3,91,102,4,121,3,143,152,3,171,2,191,201,0.9585354384360862,74
13,1,34,5,3,65,74,3,94,101,2,123,2,143,153,2,171,2,191,201,0.9574708071107524,75
13,2,32,8,3,63,72,2,92,103,3,124,3,142,151,3,174,2,192,202,0.9571258703507982,76
11,1,30,6,3,64,72,2,93,103,3,123,3,143,152,2,173,1,192,201,0.9567674607708244,77
11,1,32,10,2,65,75,4,92,101,1,123,3,142,152,3,172,1,192,202,0.9565977790775364,78
12,2,34,0,1,61,73,4,91,102,4,124,3,143,151,1,174,1,191,202,0.954632150479732,79
14,1,30,10,1,65,74,2,91,103,4,121,2,141,153,4,174,2,191,201,0.9543294287575956,80
13,1,33,2,1,62,75,2,93,102,4,121,3,142,152,1,173,1,191,202,0.954134692366035,81
13,2,31,10,3,64,73,1,92,103,3,122,1,142,153,1,172,1,191,202,0.9533340261589714,82
14,2,31,9,3,64,72,3,91,101,1,122,1,143,151,1,173,2,192,201,0.9533217242664483,83
12,2,30,9,2,61,71,4,94,103,2,121,1,142,152,2,172,1,192,202,0.9527420672455226,84
14,1,33,9,2,63,75,4,92,102,3,122,3,142,153,4,174,1,192,201,0.952185245411878,85
13,1,31,3,1,64,74,1,94,101,3,123,3,143,153,1,173,1,192,202,0.951584494524088,86
11,3,31,2,1,62,73,4,91,103,1,124,2,142,151,3,174,1,191,201,0.9515538148716548,87
13,1,32,0,3,62,73,2,92,101,2,122,3,143,151,1,173,2,191,201,0.9512509183590092,88
11,3,30,5,3,63,73,3,92,103,1,123,1,142,151,1,171,1,191,202,0.951201581175964,89
14,2,30,2,2,65,75,4,94,102,1,121,2,142,153,4,173,1,192,201,0.9510812071546296,90
12,1,34,3,2,65,73,4,94,102,2,122,1,142,152,1,171,1,191,202,0.9504790321709056,91
11,3,31,9,1,65,74,2,94,101,1,123,1,142,152,4,171,2,192,201,0.9488588722001522,92
14,3,30,4,1,62,74,3,93,102,4,121,1,141,152,3,172,1,191,202,0.9481865168526352,93
12,3,33,1,2,61,72,4,91,102,3,122,1,143,152,4,172,1,192,201,0.9481855602098422,94
11,1,32,3,3,63,73,3,94,102,3,123,1,141,152,3,173,1,191,201,0.9479059765407832,95
13,2,32,6,1,65,74,1,92,102,1,122,1,143,151,4,174,2,191,202,0.9477750438391962,96
12,3,32,3,3,65,75,1,92,103,3,124,3,141,152,3,173,1,191,202,0.947729938798577,97
14,3,34,0,1,63,74,2,94,102,2,121,2,142,152,1,174,1,191,202,0.9476717728704052,98
13,3,34,10,3,61,75,3,93,102,3,124,1,141,151,3,171,1,191,202,0.9466582683406568,99
12,3,34,0,2,61,72,4,91,103,2,124,3,141,151,4,172,2,192,202,0.946311840305761,100
14,3,34,3,2,63,72,1,94,103,2,121,3,142,153,3,172,2,191,202,0.9446889381359614,101
12,3,32,10,2,62,75,3,93,102,3,121,1,143,151,3,172,1,191,202,0.9444019138455274,102
12,1,33,5,3,63,74,3,91,102,2,121,1,143,152,2,173,2,192,201,0.9442729921978602,103
14,1,32,6,2,64,74,3,94,103,1,122,2,143,152,2,172,2,191,201,0.9439656423807606,104
14,3,31,8,3,62,75,3,91,102,4,123,3,143,152,2,172,2,191,202,0.943756436665394,105
11,1,31,9,2,61,71,2,91,103,1,123,1,141,152,4,172,1,191,202,0.94301754134966,106
11,3,30,0,3,61,71,1,92,102,2,122,3,143,153,2,172,2,191,201,0.9429043188701322,107
13,1,31,1,2,62,75,4,92,102,4,121,3,143,151,4,172,1,192,201,0.9424513494798528,108
12,2,34,8,2,61,74,2,91,103,3,121,2,141,151,2,171,1,192,201,0.9413099504958606,109
13,3,33,6,2,63,74,2,94,101,2,123,1,141,151,1,173,2,192,201,0.940890595365991,110
11,1,33,5,1,63,74,3,93,102,3,121,3,141,153,1,173,2,191,202,0.9407369780242774,111
12,3,33,6,3,65,71,3,91,102,4,121,1,141,152,3,174,1,192,201,0.940452185020838,112
11,3,32,1,1,63,71,1,93,102,1,121,3,141,153,1,171,1,192,202,0.939640933232986,113
12,2,31,3,3,64,73,2,91,103,2,124,1,143,152,4,173,2,192,201,0.9391096992893516,114
13,3,32,6,2,62,71,3,91,102,1,122,3,143,153,4,172,2,192,202,0.937798343742868,115
14,1,33,0,2,61,73,3,93,101,2,123,3,143,153,4,171,1,191,202,0.9372707607455504,116
12,1,32,9,2,65,72,2,93,103,3,124,1,142,151,4,171,1,191,202,0.9368758923045246,117
12,2,34,3,3,61,72,4,91,102,3,121,3,143,153,1,171,2,192,202,0.9367651144625336,118
14,2,32,6,1,61,72,4,91,101,2,122,3,142,151,1,172,1,192,201,0.9365291351576664,119
14,2,30,3,2,62,72,1,92,101,1,121,1,142,153,1,171,2,191,201,0.9364146033191926,120
13,2,32,1,3,64,73,1,94,102,4,124,1,142,151,3,171,1,191,201,0.9350453898698964,121
13,3,34,9,3,62,74,1,94,103,1,124,1,143,153,2,173,2,191,201,0.9341860875891458,122
11,2,30,6,2,62,74,1,92,101,4,121,3,142,151,4,172,2,191,202,0.9332178458383544,123
12,3,31,6,3,63,71,1,91,101,4,121,3,141,152,3,173,2,192,201,0.933057124616696,124
13,1,32,0,2,61,71,1,94,102,2,124,3,143,151,1,174,1,191,201,0.9326862104644966,125
13,3,33,7,1,64,72,4,93,101,3,122,3,143,152,1,174,2,191,202,0.9323998117771592,126
13,2,34,7,2,63,71,3,92,102,2,124,2,141,153,2,174,2,191,201,0.931344726742979,127
13,1,33,3,1,62,75,1,92,103,2,123,1,142,151,4,171,1,191,202,0.9310782022330027,128
13,2,33,3,3,61,71,2,91,101,3,123,2,142,152,1,174,1,191,201,0.9308407495021772,129
14,3,34,7,1,64,75,1,93,101,3,121,3,141,151,2,173,2,192,202,0.9302885355771398,130
14,2,32,3,1,61,73,2,91,102,1,123,2,142,151,4,174,1,192,202,0.9302633959603008,131
13,1,34,2,3,65,75,3,92,101,4,122,3,141,152,4,171,2,191,201,0.9298157681112847,132
14,1,34,4,3,63,75,4,92,102,1,123,2,141,151,2,172,1,192,201,0.9297093632498784,133
11,1,32,0,1,61,73,4,93,101,1,123,1,143,153,1,173,2,191,202,0.9294942795036992,134
12,3,33,3,2,64,74,2,92,102,2,122,2,141,151,1,171,2,191,201,0.9293570809003456,135
14,3,34,0,3,64,73,3,91,101,4,121,2,141,152,1,171,2,191,201,0.9286913667080828,136
12,3,33,5,2,61,72,4,92,102,3,124,2,142,152,1,174,2,192,202,0.9285399350616272,137
13,3,32,0,2,61,72,2,93,103,4,122,1,143,153,4,173,2,191,202,0.9274945458907292,138
11,3,34,0,2,65,72,1,93,102,2,123,3,142,151,4,171,1,191,202,0.9272556701980902,139
13,2,32,3,1,65,72,1,94,101,2,123,3,141,152,3,174,1,191,201,0.9271088964001236,140
12,2,32,7,3,63,73,4,91,102,1,121,2,142,153,1,171,2,192,201,0.9269011384618544,141
14,1,30,9,2,63,72,1,93,103,2,122,3,143,152,1,172,1,191,201,0.9260729762021208,142
14,2,34,0,1,64,71,1,92,102,2,123,2,142,152,1,174,2,191,202,0.9260584577123536,143
11,2,30,4,1,64,71,1,92,101,3,122,1,141,152,2,173,2,191,202,0.9259125071572888,144
11,2,30,10,3,61,72,2,93,102,3,121,2,141,153,1,172,1,191,201,0.9250929080956984,145
13,2,34,2,2,62,73,4,94,101,2,124,2,141,152,1,172,1,191,202,0.9248206100813524,146
12,1,32,6,1,62,72,2,94,102,1,124,1,142,151,3,172,1,192,202,0.923211925598922,147
13,3,34,8,1,61,71,1,91,101,4,124,3,143,151,1,171,1,191,201,0.9225435437679947,148
11,2,30,1,3,61,71,1,94,103,2,124,2,142,151,3,173,2,191,201,0.9224861289011216,149
11,1,30,5,3,63,72,3,93,103,4,122,2,143,151,1,174,1,192,202,0.9221666321466792,150
13,2,32,10,1,62,72,3,94,103,4,124,3,141,153,3,174,1,192,201,0.92124836510905,151
13,3,33,4,1,63,75,3,94,101,4,121,3,142,152,1,174,1,192,201,0.9210898201043004,152
13,1,34,7,2,65,73,4,92,101,2,122,2,143,153,4,171,2,192,202,0.9191551454179616,153
14,1,33,8,1,62,73,1,91,102,3,124,3,143,152,4,174,1,191,202,0.9184928226800292,154
12,1,34,8,3,63,71,2,94,101,4,124,2,143,152,2,172,1,191,201,0.9177178602811976,155
14,3,32,3,2,65,71,3,93,102,1,123,1,142,153,2,173,2,192,202,0.9164535940122588,156
14,2,33,3,2,63,75,2,91,101,3,124,1,142,153,1,174,1,191,201,0.9163913458513212,157
14,3,34,3,1,61,71,3,93,103,4,124,2,142,153,4,173,2,191,202,0.9161821712837624,158
12,2,32,9,3,64,74,4,94,103,3,122,1,141,151,3,173,1,191,202,0.916070053895244,159
12,3,31,1,3,63,75,3,94,103,4,123,3,143,152,3,174,2,191,202,0.9158456595051596,160
11,1,34,7,2,62,75,1,93,103,2,122,3,141,152,1,171,1,191,201,0.9157936345182228,161
13,3,32,10,2,62,74,4,91,102,3,124,3,141,151,2,174,1,192,201,0.915681051710944,162
11,1,31,6,3,65,74,1,92,101,2,123,2,142,153,3,173,1,191,201,0.9142888480331935,163
13,2,32,10,3,63,72,4,93,102,3,123,1,141,153,4,171,1,192,202,0.9129504996702216,164
13,1,34,5,2,64,71,1,92,102,4,123,3,142,151,4,173,1,192,201,0.9124049853105876,165
11,2,30,8,1,62,74,4,92,102,4,121,1,142,151,1,171,1,191,202,0.912322541338454,166
11,2,34,8,1,64,73,1,92,101,3,121,2,142,151,2,174,1,192,201,0.9122385726392356,167
12,3,30,1,3,63,73,2,93,101,2,122,2,142,152,3,174,2,192,201,0.9109676295686456,168
11,1,32,9,1,61,75,4,93,102,2,121,2,143,151,2,171,1,192,202,0.9108780560963796,169
12,3,33,7,3,62,75,3,91,101,1,121,2,143,153,2,174,1,192,202,0.9108115584601196,170
11,3,30,6,2,62,74,3,92,103,4,121,2,142,153,1,172,1,191,201,0.9102380567434248,171
11,1,32,6,2,63,72,2,91,103,4,122,2,141,151,4,173,2,191,201,0.910236209360818,172
14,1,34,1,3,64,71,3,92,103,1,121,3,142,151,2,173,2,192,202,0.9100620819135145,173
12,2,34,5,3,65,74,2,94,102,2,121,1,143,153,1,171,1,192,201,0.9094725343150598,174
11,3,31,6,1,65,71,4,92,102,3,121,3,142,153,2,171,2,192,201,0.9094008645610115,175
13,3,30,3,2,63,75,1,92,102,1,121,3,142,153,3,174,2,192,202,0.9093193614382894,176
12,2,34,7,3,61,74,1,91,101,2,123,1,143,153,2,171,2,192,202,0.909054786701904,177
14,1,33,8,3,64,75,2,92,102,3,124,1,142,153,4,171,1,191,202,0.9079372882775526,178
14,1,33,5,3,61,75,2,94,103,4,121,3,143,152,4,171,2,192,201,0.9066932718001268,179
11,2,32,8,3,61,74,2,92,102,2,124,2,142,153,4,174,1,191,202,0.906543243655821,180
12,2,34,6,3,62,71,4,93,101,1,122,2,142,153,3,173,2,191,201,0.9063456784436146,181
14,2,31,8,2,65,71,2,94,101,4,123,3,141,151,2,173,2,191,202,0.9052078222968823,182
12,3,33,1,3,63,73,2,91,103,3,121,1,142,151,3,173,2,191,202,0.9051193850591156,183
11,1,33,3,3,63,74,1,92,101,4,124,2,143,152,4,173,2,191,202,0.9050200299569764,184
13,2,31,6,1,64,75,2,94,103,1,122,1,142,153,4,173,1,192,202,0.904853732048845,185
14,2,30,0,3,63,73,2,93,101,1,123,2,143,153,4,172,1,191,202,0.9044439256827344,186
14,3,32,2,1,61,72,2,94,101,2,123,1,142,152,2,173,2,191,202,0.9041996642245028,187
12,2,33,9,1,65,72,1,92,102,2,123,1,141,153,1,174,2,191,202,0.9036827114339868,188
11,2,32,7,3,63,74,4,94,101,2,124,1,143,151,4,173,1,191,202,0.9027614668128144,189
11,2,32,9,3,65,75,2,94,103,4,124,2,143,153,1,171,2,192,201,0.9025880654981376,190
13,2,31,6,2,63,72,2,94,101,4,124,2,141,152,2,171,1,192,201,0.9025408645354052,191
14,3,32,10,3,62,72,3,94,103,2,123,3,143,153,2,174,1,192,201,0.9018936254441928,192
14,1,34,8,2,62,72,1,92,103,3,121,2,141,151,3,174,1,191,201,0.9017935036805806,193
11,2,31,7,3,62,72,4,94,103,1,123,1,143,152,3,172,2,191,201,0.9009870394482196,194
14,3,32,2,2,65,74,3,93,101,3,124,1,143,151,4,173,2,192,202,0.9009223657334544,195
12,3,33,5,2,63,72,2,92,102,2,122,3,142,152,1,171,2,192,202,0.9007502147125468,196
13,2,34,5,3,63,72,4,94,101,2,123,3,143,152,4,171,2,192,201,0.9006950091020528,197
14,2,30,7,1,62,73,4,91,102,1,123,3,143,152,2,172,2,192,202,0.9002431661054321,198
13,1,34,0,3,63,75,2,92,102,2,124,3,143,153,2,172,2,191,201,0.8999986082442968,199
12,1,32,1,1,65,74,3,94,101,1,122,2,142,153,2,173,2,192,202,0.8995895646160195,200
11,3,31,7,3,62,73,4,92,101,4,122,2,143,153,3,174,2,191,202,0.8992820964415124,201
13,1,32,1,2,64,71,2,93,102,3,123,3,143,151,4,173,2,191,202,0.89776977741373,202
11,3,31,9,3,62,75,2,94,102,1,122,2,142,151,1,173,1,192,201,0.8970999335308605,203
12,3,31,8,2,63,71,2,94,102,2,121,2,143,152,2,172,2,192,202,0.8969544133322768,204
13,1,34,1,2,62,73,4,93,103,3,121,2,143,151,1,173,1,191,202,0.8966774303502507,205
12,2,31,5,2,61,72,2,92,102,2,121,1,142,151,4,172,2,191,201,0.8963144148234633,206
12,3,33,4,3,63,71,4,92,102,3,123,2,143,153,3,171,2,191,201,0.8960806103573169,207
12,1,33,4,1,63,71,4,94,102,3,123,1,141,152,4,173,1,191,201,0.8956063199560457,208
14,3,34,8,2,64,72,4,94,103,3,123,3,143,153,3,171,2,192,201,0.895561775879822,209
11,3,31,2,3,63,73,3,92,102,4,123,1,143,153,3,173,1,192,202,0.894965425288918,210
11,2,32,0,1,62,74,3,92,101,4,121,3,141,153,1,174,1,192,202,0.8946104964430863,211
13,1,30,6,2,65,75,3,94,103,2,122,2,141,153,2,172,2,192,202,0.8939592378392702,212
13,1,34,1,2,63,71,3,91,101,4,124,3,143,151,2,172,1,192,202,0.8930840739041631,213
12,1,31,3,3,63,73,1,92,102,3,122,1,142,153,1,171,2,192,201,0.8930485526347943,214
11,1,30,9,3,61,73,1,93,101,1,122,2,143,152,1,174,1,192,201,0.8925437134846328,215
14,2,33,4,1,65,71,2,94,101,2,121,3,142,152,4,174,2,192,201,0.891646908950363,216
13,3,33,0,2,63,72,2,94,101,2,124,2,141,153,2,171,2,192,201,0.8914044539364375,217
13,3,30,7,2,62,71,2,92,102,2,124,3,141,152,2,172,2,191,202,0.8910004645033505,218
14,2,31,4,1,64,74,2,92,101,4,121,2,141,153,3,173,1,191,202,0.8908850929157351,219
13,2,33,3,2,64,74,3,94,101,1,122,1,143,153,1,171,1,192,202,0.8904989293564398,220
11,2,34,0,2,63,72,4,92,103,3,122,3,141,153,3,173,1,192,201,0.8900669536069035,221
12,2,33,0,1,62,71,2,93,101,4,123,3,143,152,2,173,1,192,201,0.8897125766401054,222
11,2,30,5,1,65,75,4,93,101,2,121,2,143,152,4,171,2,191,201,0.8888819308129924,223
14,2,33,5,2,64,75,1,91,103,1,123,3,142,151,2,173,1,191,201,0.8888401843523362,224
11,3,31,1,1,62,72,4,94,102,3,124,3,141,152,2,171,2,192,202,0.8886141516564405,225
11,3,34,5,3,61,72,2,92,101,2,122,1,142,151,4,173,2,192,202,0.8886132297545093,226
12,3,30,3,1,61,73,4,92,101,2,123,3,143,151,4,171,1,191,201,0.8873615573563189,227
12,1,32,7,1,65,73,4,91,101,4,124,1,141,151,4,171,1,191,201,0.8848797725339073,228
14,1,34,9,2,62,73,4,91,101,3,123,3,142,151,1,174,2,191,201,0.8846398979491988,229
13,3,32,9,3,62,74,2,93,102,4,121,1,143,152,3,174,1,192,202,0.8844537630128425,230
14,1,32,5,1,64,74,2,93,101,2,123,2,143,152,3,171,1,192,201,0.884275209384543,231
11,2,33,10,2,61,73,4,93,102,3,124,3,141,152,4,173,1,192,201,0.8841245118632517,232
13,1,34,2,1,65,75,4,94,102,4,122,2,141,153,4,174,1,191,202,0.8839348870600762,233
11,1,31,7,2,65,74,3,92,103,3,124,1,141,151,1,172,2,192,202,0.8836418868295322,234
14,2,32,0,2,65,73,4,93,102,1,123,1,143,153,1,172,1,192,202,0.8831309286654321,235
13,1,33,7,3,65,73,4,92,102,3,122,1,141,152,2,173,1,192,201,0.8829628725334175,236
12,1,32,3,1,62,75,4,93,101,3,122,3,143,152,2,172,2,191,202,0.8820086287397687,237
11,3,30,7,3,65,73,1,93,101,2,124,1,143,152,4,173,2,192,201,0.881552619673122,238
11,1,33,5,2,64,71,3,92,102,4,124,1,142,151,3,172,1,191,202,0.8804068785743401,239
13,3,32,2,2,62,72,4,93,101,3,121,1,141,151,2,174,1,192,201,0.8801791616781719,240
13,1,30,0,1,61,74,4,91,101,4,123,3,142,152,4,172,1,191,202,0.8799188663569706,241
13,2,34,1,3,65,71,1,93,102,3,123,3,141,153,4,174,2,191,202,0.8784069160038422,242
13,3,32,0,1,65,71,1,91,101,3,121,2,142,152,4,173,2,192,202,0.8782388483069019,243
14,3,30,3,1,61,72,2,94,101,3,124,2,141,151,1,171,2,191,201,0.8779060773472513,244
11,1,32,10,2,64,72,2,94,101,4,121,2,141,153,4,173,1,192,202,0.8749013093059927,245
11,3,34,10,3,63,73,4,94,103,2,124,2,141,151,1,171,1,192,201,0.8733901810709688,246
14,2,33,3,3,65,71,1,91,102,4,124,3,143,153,1,173,2,192,202,0.8733231846341113,247
13,3,34,4,2,64,72,1,91,101,1,124,3,141,153,3,174,2,191,202,0.8729296070748109,248
12,2,32,7,3,64,75,3,91,103,4,124,2,141,151,1,172,1,191,202,0.8726064293176986,249
11,2,33,3,1,65,74,1,93,103,1,123,3,142,151,4,171,2,191,202,0.8723689145247713,250
11,2,33,3,1,61,74,2,93,101,1,121,1,142,151,1,172,2,191,201,0.8717938141880675,251
14,2,30,0,1,65,75,3,93,103,4,121,3,142,153,2,174,2,192,201,0.8710799847730276,252
12,3,31,2,3,64,71,4,93,102,1,123,3,143,153,3,171,2,191,201,0.8710319066912007,253
11,1,33,0,1,62,71,4,94,103,3,124,3,141,151,2,172,2,192,201,0.870653882630342,254
14,1,32,8,1,64,72,2,93,102,4,124,1,143,153,1,172,1,191,201,0.8699465799917322,255
13,1,33,1,3,62,74,1,92,101,1,121,3,141,153,4,172,2,192,202,0.8681541116198563,256
14,1,34,2,3,64,73,4,91,103,4,123,1,141,153,3,173,2,191,202,0.868052859061562,257
11,2,31,3,1,65,72,2,91,103,1,122,3,142,152,1,174,1,192,202,0.8678748970443532,258
14,1,34,3,2,63,75,3,91,103,4,122,3,143,153,2,174,2,192,202,0.8675725030144676,259
14,2,33,1,1,65,74,3,92,102,3,121,1,141,153,1,174,2,192,201,0.8674974738386628,260
14,3,31,5,3,63,73,1,93,103,4,123,2,141,151,1,173,2,192,201,0.8668180818295339,261
11,2,30,2,3,65,71,4,91,102,4,122,1,143,153,2,172,1,192,201,0.8662307758731824,262
14,2,30,6,3,61,74,4,92,101,4,122,3,142,152,1,172,2,191,201,0.8657668043282414,263
14,3,31,6,2,61,72,2,93,103,4,124,1,141,153,4,173,1,191,202,0.8654875204009476,264
14,3,32,8,2,62,71,4,91,101,3,124,2,142,153,4,173,1,192,201,0.865436671137414,265
13,1,32,0,3,63,74,1,91,103,1,123,1,143,151,3,173,2,191,202,0.8652797613382017,266
12,3,33,1,1,65,72,4,93,103,1,124,3,142,152,4,173,1,192,201,0.8647177110895102,267
13,2,30,3,3,65,73,4,93,101,2,122,2,142,151,1,174,2,191,202,0.8645766991818231,268
13,2,30,7,3,63,74,2,91,102,2,122,1,142,153,3,173,1,191,202,0.8641579601523344,269
